"SERIALNO","AGE","WRKLYR","MILITARY","INCTOT"
"0314776",38,"1",4,19500
"0315025",63,"2",4,38500
"0315066",38,"1",4,24000
"0315293",31,"1",2,4000
"0315293",8,"0",0,NA
"0315307",53,"1",4,62000
"0315307",44,"1",4,25000
"0321942",50,"1",4,38000
"0321942",51,"1",4,62000
"0322788",33,"1",3,20800
"0322788",33,"2",4,0
"0322788",7,"0",0,NA
"0323483",62,"1",4,11700
"0323660",56,"1",2,37000
"0323660",54,"1",4,13000
"0325005",17,"1",4,9800
"0325005",2,"0",0,NA
"0325005",18,"1",4,5500
"0325359",26,"1",2,57950
"0325359",5,"0",0,NA
"0325359",4,"0",0,NA
"0326157",50,"1",4,22600
"0329438",31,"1",2,37800
"0329438",32,"1",4,38000
"0329438",3,"0",0,NA
"0329784",21,"1",4,2000
"0329784",26,"1",4,14000
"0329784",3,"0",0,NA
"0329811",45,"1",4,6900
"0329811",55,"1",2,39700
"0329821",61,"1",2,26604
"0329821",56,"2",4,8850
"0330790",35,"1",4,27500
"0330790",35,"1",4,6900
"0330790",15,"0",0,0
"0330790",12,"0",0,NA
"0331819",38,"1",4,23000
"0331819",35,"1",4,5100
"0331819",11,"0",0,NA
"0331819",8,"0",0,NA
"0332081",36,"1",4,32000
"0332081",32,"1",4,21000
"0332081",8,"0",0,NA
"0332081",0,"0",0,NA
"0332179",71,"2",4,19800
"0332378",37,"1",4,13700
"0332378",15,"0",0,0
"0332378",10,"0",0,NA
"0332378",4,"0",0,NA
"0333871",50,"1",4,7000
"0333871",52,"1",2,54000
"0335633",22,"1",4,11000
"0335633",24,"1",4,124000
"0335633",0,"0",0,NA
"0335692",54,"2",4,5400
"0335692",54,"2",4,5400
"0335692",28,"1",4,12000
"0335692",22,"1",4,26000
"0335692",26,"1",4,10700
"0336154",53,"1",2,12000
"0336154",13,"0",0,NA
"0336154",11,"0",0,NA
"0337117",33,"1",4,22500
"0337117",29,"1",4,22000
"0337117",1,"0",0,NA
"0337181",19,"1",4,1500
"0337395",78,"2",2,16540
"0337395",74,"2",4,5900
"0341986",65,"2",4,10490
"0341986",49,"1",4,6200
"0341986",27,"1",4,40000
"0343152",20,"1",4,5200
"0343530",68,"1",4,159000
"0343530",52,"1",4,65000
"0343657",87,"2",4,25400
"0344315",24,"1",4,1200
"0344315",22,"1",4,18010
"0344460",58,"1",3,309500
"0344460",55,"1",4,109100
"0344559",32,"1",4,29000
"0344559",32,"1",4,27120
"0344559",22,"1",4,29700
"0345284",30,"1",4,20000
"0345284",2,"0",0,NA
"0345284",37,"1",4,30000
"0346837",57,"1",2,30300
"0346837",56,"1",4,5600
"0347011",47,"1",4,46300
"0347011",44,"1",4,63000
"0347598",57,"2",4,11900
"0347598",42,"1",4,9700
"0347598",22,"1",4,28500
"0347833",78,"2",4,4800
"0347893",50,"1",2,62780
"0347893",47,"2",4,0
"0348995",52,"1",4,450
"0348995",25,"1",4,24000
"0349707",64,"2",2,30600
"0349707",61,"1",4,26530
"0350064",88,"2",4,3000
"0350299",62,"1",4,31100
"0350299",61,"2",4,0
"0350537",37,"1",4,311500
"0350537",39,"2",4,3000
"0350537",9,"0",0,NA
"0350537",6,"0",0,NA
"0350766",68,"2",2,12200
"0350766",65,"2",4,10800
"0350806",30,"1",4,13500
"0350806",29,"1",4,20000
"0350806",0,"0",0,NA
"0351921",77,"1",4,16900
"0351921",78,"2",4,4800
"0352340",82,"2",4,26000
"0352365",45,"1",4,33000
"0352365",34,"1",4,13900
"0352365",5,"0",0,NA
"0352365",1,"0",0,NA
"0353158",42,"1",4,13500
"0353158",31,"1",4,15100
"0353615",48,"1",2,118000
"0353615",50,"1",4,25000
"0354230",42,"1",3,10400
"0354912",57,"1",2,22000
"0354912",39,"2",4,0
"0354912",4,"0",0,NA
"0354912",3,"0",0,NA
"0357010",41,"1",4,50440
"0357010",43,"1",3,13100
"0357010",11,"0",0,NA
"0357907",73,"2",2,11500
"0357907",61,"2",4,9000
"0360491",19,"2",4,0
"0362317",83,"2",4,12800
"0362317",71,"2",4,11500
"0362336",74,"2",4,15300
"0362690",71,"2",4,6000
"0362690",54,"2",4,10800
"0362716",52,"1",4,39000
"0364242",84,"2",4,27300
"0364242",53,"2",2,0
"0364242",47,"1",4,4000
"0364554",55,"1",2,3700
"0364554",52,"2",4,0
"0364554",10,"0",0,NA
"0364652",52,"1",2,34000
"0364652",50,"1",4,37000
"0364652",17,"1",4,750
"0364652",12,"0",0,NA
"0365663",52,"1",4,68000
"0365663",37,"1",4,37900
"0365663",5,"0",0,NA
"0365663",16,"2",0,0
"0365663",13,"0",0,NA
"0367532",52,"1",4,45000
"0367532",57,"1",4,25000
"0370238",42,"1",4,40000
"0370238",33,"1",4,20000
"0372508",35,"1",4,33000
"0372508",35,"2",4,0
"0372508",4,"0",0,NA
"0372508",1,"0",0,NA
"0372675",30,"1",4,12700
"0372675",31,"1",4,63000
"0372675",3,"0",0,NA
"0372675",0,"0",0,NA
"0372713",54,"1",4,27700
"0373139",46,"1",4,53700
"0373139",19,"1",4,3000
"0373139",16,"1",0,1000
"0373139",14,"0",0,NA
"0373323",45,"1",4,33080
"0374798",30,"1",4,9000
"0374798",32,"1",4,29000
"0375037",43,"1",4,17000
"0375037",31,"1",3,10000
"0375037",8,"0",0,NA
"0375037",8,"0",0,NA
"0375037",38,"2",4,6000
"0376421",36,"1",4,18000
"0377231",46,"1",4,7700
"0377231",46,"2",4,0
"0377231",17,"1",4,610
"0377231",14,"0",0,NA
"0378212",69,"2",4,11400
"0378212",81,"2",4,11000
"0378296",37,"1",4,38200
"0378296",17,"1",4,2000
"0378296",14,"0",0,NA
"0379188",33,"1",4,18800
"0379337",42,"2",4,0
"0379337",32,"1",4,322300
"0379337",3,"0",0,NA
"0379337",0,"0",0,NA
"0380240",52,"2",4,4500
"0380240",64,"1",2,67900
"0380240",80,"2",2,15300
"0380318",60,"1",4,84000
"0380318",58,"1",4,144000
"0381185",25,"1",4,9400
"0381631",19,"1",4,5000
"0381801",78,"2",2,31080
"0381801",81,"2",4,0
"0382139",33,"1",2,9100
"0382139",31,"2",4,260
"0382139",7,"0",0,NA
"0382394",50,"1",2,43000
"0382394",49,"1",4,0
"0382885",51,"1",4,60000
"0382885",21,"1",4,12000
"0382885",19,"1",4,12000
"0382885",17,"2",4,0
"0382885",44,"1",4,47000
"0383133",34,"1",4,85040
"0383133",38,"1",4,5000
"0383133",7,"0",0,NA
"0383133",6,"0",0,NA
"0384166",72,"2",2,35600
"0384166",70,"2",4,12500
"0384728",41,"1",4,14700
"0385287",27,"1",4,17000
"0385287",30,"1",4,17600
"0385673",37,"1",4,35000
"0385673",44,"1",4,60000
"0385858",54,"1",4,33600
"0385858",53,"1",4,34000
"0387110",39,"1",4,10000
"0387110",36,"1",4,20800
"0387110",7,"0",0,NA
"0387294",48,"1",4,35000
"0387294",46,"1",4,18000
"0387294",23,"1",4,10200
"0387294",12,"0",0,NA
"0387294",6,"0",0,NA
"0388239",77,"2",2,13600
"0388239",68,"2",4,5800
"0388239",41,"1",4,37000
"0388239",14,"0",0,NA
"0388239",18,"1",4,2500
"0388239",17,"1",4,5500
"0388239",3,"0",0,NA
"0388239",1,"0",0,NA
"0388239",36,"1",4,2400
"0388337",32,"1",4,36000
"0388337",31,"1",4,9000
"0388337",2,"0",0,NA
"0388337",0,"0",0,NA
"0388969",68,"1",2,72200
"0388969",58,"1",4,31200
"0388969",30,"1",4,16980
"0390337",32,"2",4,7000
"0390488",42,"1",4,112000
"0390488",34,"1",4,38760
"0392057",89,"2",4,13000
"0392211",19,"2",4,3000
"0394916",44,"1",4,49300
"0394916",38,"1",4,17100
"0394916",13,"0",0,NA
"0396778",69,"2",2,14000
"0396778",69,"2",4,9600
"0398903",24,"1",2,22000
"0398903",24,"1",4,1100
"0398903",5,"0",0,NA
"0398903",1,"0",0,NA
"0398966",29,"1",4,26800
"0398966",28,"1",4,16250
"0398966",0,"0",0,NA
"0399124",42,"1",2,42700
"0399124",45,"1",4,18000
"0399979",42,"1",4,28000
"0399979",41,"1",4,27940
"0399979",8,"0",0,NA
"0400311",78,"2",4,7200
"0400383",65,"2",2,7620
"0404214",50,"1",2,57040
"0404214",38,"1",4,27704
"0404214",18,"1",4,1600
"0404214",18,"1",4,4600
"0404214",16,"1",0,530
"0404810",64,"2",2,24400
"0405348",46,"1",4,48000
"0405348",47,"1",4,37000
"0405670",64,"1",2,43700
"0406460",20,"2",2,200
"0407325",60,"1",4,16320
"0407865",30,"1",4,12000
"0407865",27,"1",4,9000
"0408079",72,"2",2,14960
"0408079",67,"1",4,14800
"0408188",23,"2",4,0
"0408188",24,"1",4,6500
"0408188",4,"0",0,NA
"0408188",1,"0",0,NA
"0409123",89,"2",4,7300
"0410454",55,"1",4,16600
"0410454",55,"1",2,7730
"0410591",44,"1",4,39040
"0410591",41,"1",4,3800
"0411308",46,"1",4,335200
"0411308",40,"1",4,35500
"0411308",12,"0",0,NA
"0411308",8,"0",0,NA
"0411308",5,"0",0,NA
"0412585",22,"1",4,18020
"0412585",19,"1",4,22000
"0415252",19,"1",4,3000
"0415252",1,"0",0,NA
"0417727",85,"2",4,10100
"0419993",42,"1",4,39000
"0419993",42,"1",3,18200
"0419993",20,"1",4,24000
"0419993",16,"2",0,0
"0419993",16,"2",0,0
"0421502",30,"1",4,99000
"0421502",26,"1",4,22050
"0421502",0,"0",0,NA
"0422142",67,"1",2,31500
"0422142",70,"1",4,5580
"0422225",42,"1",4,48900
"0422225",25,"1",4,17200
"0424064",42,"1",4,96000
"0424064",41,"1",4,52500
"0424975",36,"1",4,313000
"0424975",29,"1",4,136000
"0424975",7,"0",0,NA
"0424975",5,"0",0,NA
"0427321",83,"2",4,6000
"0427349",18,"1",4,8000
"0428428",58,"2",4,0
"0428428",38,"2",4,0
"0428428",6,"0",0,NA
"0429114",62,"1",3,42000
"0429114",61,"2",4,0
"0429691",34,"1",2,29000
"0430601",70,"2",2,14000
"0430601",63,"2",4,19000
"0431956",64,"1",4,105000
"0432412",33,"1",4,7000
"0432412",34,"1",4,42300
"0435137",38,"2",4,9000
"0436133",69,"1",2,12400
"0437025",35,"1",4,24500
"0437025",34,"1",4,9400
"0437025",12,"0",0,NA
"0437025",11,"0",0,NA
"0437025",9,"0",0,NA
"0437205",44,"1",2,53000
"0437205",15,"0",0,0
"0437205",34,"1",4,21000
"0437834",62,"2",2,41500
"0437834",61,"1",4,72320
"0438209",72,"2",2,17000
"0438209",62,"2",4,5000
"0438608",93,"2",4,24660
"0439030",52,"1",2,46000
"0439030",53,"1",4,160000
"0439030",25,"1",4,7500
"0439876",34,"1",4,27100
"0439955",81,"2",4,16200
"0440956",51,"1",4,23060
"0440956",25,"1",4,6000
"0440956",14,"0",0,NA
"0440956",13,"0",0,NA
"0440956",11,"0",0,NA
"0440956",0,"0",0,NA
"0441126",45,"1",4,7000
"0441126",14,"0",0,NA
"0441126",10,"0",0,NA
"0441126",7,"0",0,NA
"0441126",46,"1",4,311000
"0441707",59,"2",4,23900
"0441707",61,"2",4,0
"0441845",42,"1",4,24000
"0441845",40,"1",4,40000
"0441845",20,"1",4,12900
"0441845",18,"2",4,0
"0442286",47,"1",4,12000
"0442531",84,"2",4,70
"0443437",51,"1",4,2400
"0443437",26,"1",4,113000
"0443717",44,"1",4,11270
"0443717",42,"1",4,13970
"0443717",19,"1",4,10700
"0443717",17,"1",4,5200
"0443717",15,"0",0,1100
"0443800",17,"1",4,800
"0444111",73,"2",2,11100
"0444111",63,"2",4,6400
"0444681",41,"1",2,15600
"0445270",23,"1",4,8000
"0445510",34,"1",4,14000
"0445510",34,"2",4,0
"0445510",7,"0",0,NA
"0445510",5,"0",0,NA
"0447634",35,"1",4,29000
"0450305",37,"1",4,30000
"0450305",30,"1",4,31100
"0456187",30,"1",4,30000
"0456187",30,"1",4,4300
"0456187",5,"0",0,NA
"0456187",3,"0",0,NA
"0456432",43,"1",4,140000
"0456432",40,"2",4,0
"0456432",15,"0",0,105000
"0456432",12,"0",0,NA
"0456432",9,"0",0,NA
"0456432",7,"0",0,NA
"0456576",39,"1",2,12000
"0456576",37,"2",4,1200
"0456576",12,"0",0,NA
"0458692",75,"1",4,31000
"0458912",86,"2",4,7100
"0458912",81,"2",4,2800
"0459197",68,"2",2,16900
"0459278",64,"2",2,33600
"0459278",66,"2",4,0
"0461537",57,"1",4,14600
"0461537",59,"1",4,60000
"0461537",17,"2",4,0
"0461593",53,"1",4,36200
"0461593",55,"1",4,43700
"0461593",26,"1",4,15000
"0461593",23,"1",3,14000
"0462071",37,"2",4,6800
"0462071",9,"0",0,NA
"0462498",51,"1",4,49640
"0462498",45,"1",4,14740
"0462498",20,"1",4,7420
"0462498",17,"1",4,4430
"0462765",61,"1",2,15000
"0462765",47,"1",4,19000
"0464783",77,"2",4,21300
"0466437",55,"1",2,49800
"0466437",51,"1",4,27000
"0467216",57,"1",4,41500
"0467216",47,"1",4,20300
"0467216",12,"0",0,NA
"0467216",18,"1",4,1520
"0467216",17,"1",4,13000
"0467553",35,"1",4,22000
"0467553",37,"1",4,49000
"0467656",33,"1",3,10000
"0467656",35,"1",4,9000
"0468137",67,"2",4,3500
"0468137",45,"1",4,15200
"0468137",85,"2",4,8100
"0468848",64,"2",4,44900
"0469039",45,"1",2,38504
"0469039",44,"1",2,12000
"0469039",23,"1",3,20000
"0469706",93,"2",4,7000
"0469852",62,"2",2,18000
"0469909",44,"1",4,23920
"0469909",45,"1",4,44600
"0469909",10,"0",0,NA
"0470065",55,"2",4,25200
"0471236",49,"1",2,39000
"0471399",22,"1",4,8200
"0471399",21,"1",4,27200
"0472124",46,"1",4,38680
"0472124",46,"1",4,1840
"0472124",18,"1",4,2600
"0473429",38,"1",4,21700
"0473429",36,"2",4,0
"0473429",16,"2",0,0
"0473429",8,"0",0,NA
"0473947",43,"1",2,52200
"0473947",24,"1",4,19000
"0473947",21,"1",4,8600
"0474117",34,"1",4,11000
"0474117",33,"1",4,11000
"0474117",11,"0",0,NA
"0474117",6,"0",0,NA
"0474117",3,"0",0,NA
"0476020",69,"2",4,10600
"0476518",46,"1",4,85200
"0476518",14,"0",0,NA
"0476518",46,"1",4,41100
"0481268",66,"2",2,17400
"0481268",64,"2",4,11400
"0481880",33,"1",4,13500
"0483673",44,"1",4,70700
"0483799",33,"1",2,27000
"0483799",29,"1",4,32000
"0483799",8,"0",0,NA
"0483799",7,"0",0,NA
"0483799",2,"0",0,NA
"0484167",23,"1",4,3000
"0484590",56,"2",3,21260
"0484590",53,"1",4,24060
"0485991",40,"1",4,1e+05
"0485991",15,"0",0,1540
"0485991",33,"1",4,12000
"0486178",61,"1",4,45000
"0486178",57,"1",4,27300
"0488269",25,"1",4,7200
"0488269",0,"0",0,NA
"0488660",34,"1",2,50000
"0488660",14,"0",0,NA
"0488660",10,"0",0,NA
"0488660",8,"0",0,NA
"0488660",7,"0",0,NA
"0488660",5,"0",0,NA
"0488660",27,"1",4,32000
"0489262",78,"2",4,35900
"0489262",79,"2",4,0
"0489551",80,"2",4,10000
"0490242",41,"1",2,42000
"0490242",50,"1",4,1700
"0494376",22,"1",4,3900
"0494376",0,"0",0,NA
"0495107",74,"2",4,8600
"0496701",32,"1",4,28000
"0496701",4,"0",0,NA
"0498393",49,"1",4,85000
"0498393",44,"1",4,5000
"0498393",18,"2",4,0
"0498393",14,"0",0,NA
"0498393",12,"0",0,NA
"0498459",42,"1",4,12000
"0498459",14,"0",0,NA
"0498459",10,"0",0,NA
"0499751",62,"2",4,4500
"0499751",66,"2",2,12100
"0500164",83,"2",4,63300
"0500164",78,"2",4,9800
"0500164",43,"1",4,58000
"0500164",21,"1",4,24000
"0500164",10,"0",0,NA
"0500353",51,"1",4,65000
"0500353",51,"1",4,10200
"0500353",19,"1",4,4000
"0500802",83,"2",3,13400
"0501550",37,"1",4,85950
"0502514",20,"1",4,2000
"0503177",18,"1",4,2500
"0503292",22,"1",4,30000
"0503330",43,"1",4,51000
"0503330",42,"1",4,10740
"0503330",17,"1",4,3600
"0503330",15,"0",0,550
"0503330",12,"0",0,NA
"0503330",10,"0",0,NA
"0503428",55,"1",4,160000
"0503428",56,"2",4,0
"0503461",51,"1",4,69000
"0503461",49,"1",4,27340
"0504894",48,"1",4,31700
"0504894",59,"1",4,120
"0505266",45,"1",4,32000
"0505266",37,"1",4,21000
"0505266",3,"0",0,NA
"0505574",74,"2",2,42540
"0505574",74,"2",4,0
"0505654",66,"2",3,8400
"0505654",61,"1",4,18000
"0506028",31,"1",4,56600
"0507737",22,"2",4,0
"0507804",37,"1",4,48000
"0508963",70,"2",2,8000
"0508963",70,"2",4,4100
"0509588",21,"1",4,32690
"0509588",21,"1",4,20000
"0511968",73,"2",4,10000
"0512851",52,"1",2,52000
"0512851",40,"1",4,18100
"0512851",16,"1",0,350
"0512851",12,"0",0,NA
"0513252",37,"1",4,120000
"0513252",35,"1",4,6000
"0513252",14,"0",0,NA
"0513252",13,"0",0,NA
"0513496",44,"1",4,25000
"0513496",41,"1",4,20000
"0514244",49,"1",2,60000
"0514244",42,"1",4,6000
"0514244",18,"1",4,900
"0514244",15,"0",0,0
"0514395",37,"1",4,33700
"0514395",43,"1",4,10000
"0514395",10,"0",0,NA
"0514395",6,"0",0,NA
"0514714",48,"1",4,36000
"0514714",23,"1",4,7500
"0514714",25,"1",4,28000
"0514714",21,"1",4,20000
"0514911",25,"1",4,20600
"0514911",21,"1",4,710
"0514911",2,"0",0,NA
"0514911",1,"0",0,NA
"0515136",45,"1",4,15610
"0515136",45,"1",4,18380
"0515136",6,"0",0,NA
"0515389",93,"2",4,5300
"0515609",30,"1",4,50000
"0515609",28,"1",4,15000
"0515609",1,"0",0,NA
"0516084",56,"1",2,68600
"0516084",52,"1",4,16900
"0516381",70,"1",3,42300
"0516381",32,"1",4,1400
"0517485",41,"1",4,14300
"0517485",28,"1",4,11400
"0517485",28,"1",4,10900
"0517502",54,"1",4,29800
"0518336",36,"1",4,27500
"0518336",39,"1",4,26900
"0518336",17,"2",4,0
"0518983",45,"1",4,37300
"0518983",43,"1",4,12800
"0518983",18,"1",4,540
"0519226",76,"2",4,26660
"0521402",37,"1",4,40200
"0521402",37,"1",4,42000
"0521402",13,"0",0,NA
"0521402",11,"0",0,NA
"0523093",45,"1",4,43740
"0523093",45,"1",3,12030
"0523093",19,"1",3,8750
"0525798",49,"1",2,38500
"0525798",25,"1",4,7700
"0525798",3,"0",0,NA
"0526114",39,"2",4,0
"0526190",55,"1",4,1500
"0527421",74,"2",2,18950
"0527421",73,"2",4,4850
"0527843",54,"1",2,7200
"0527843",18,"2",4,0
"0527921",35,"1",4,29000
"0527921",44,"2",2,0
"0527921",15,"0",0,0
"0527921",13,"0",0,NA
"0528533",18,"1",4,3100
"0530439",64,"1",4,88000
"0530439",60,"2",4,0
"0530570",44,"1",4,38600
"0530570",43,"1",4,36610
"0530570",19,"1",4,5440
"0530570",17,"2",4,0
"0531486",53,"1",4,3120
"0531486",27,"2",4,7400
"0531511",50,"1",4,25000
"0532593",58,"1",4,18420
"0532888",40,"1",4,35000
"0532888",37,"1",4,22000
"0532888",13,"0",0,NA
"0532888",11,"0",0,NA
"0532888",10,"0",0,NA
"0533013",60,"1",3,41700
"0533440",20,"1",4,1700
"0533674",36,"1",4,31260
"0533674",40,"1",4,48200
"0533674",5,"0",0,NA
"0533674",3,"0",0,NA
"0533674",1,"0",0,NA
"0534491",63,"1",4,21700
"0534688",57,"1",2,65000
"0534688",56,"1",4,45000
"0535610",69,"2",4,23800
"0536095",70,"2",2,72000
"0536095",64,"2",4,0
"0536291",32,"1",4,11500
"0536291",26,"2",4,10000
"0536291",4,"0",0,NA
"0537121",45,"1",4,22000
"0537121",34,"1",3,14000
"0537121",11,"0",0,NA
"0537121",9,"0",0,NA
"0537121",5,"0",0,NA
"0537769",45,"1",4,7300
"0537769",13,"0",0,NA
"0537878",47,"1",4,6950
"0537878",49,"1",4,32900
"0537878",8,"0",0,NA
"0537908",46,"1",4,38590
"0537908",17,"1",4,1630
"0537908",15,"0",0,930
"0537991",54,"1",4,17500
"0539785",43,"1",4,28500
"0539785",50,"2",4,0
"0539785",15,"0",0,0
"0539785",13,"0",0,NA
"0539785",13,"0",0,NA
"0539785",19,"1",4,1500
"0540060",47,"1",4,12200
"0540060",40,"1",4,5300
"0540060",19,"1",4,7000
"0540060",17,"1",4,11000
"0540069",49,"1",2,80000
"0540069",47,"1",4,7500
"0542539",47,"1",4,16000
"0542539",19,"1",4,5000
"0544756",53,"1",2,59100
"0544756",60,"1",4,22600
"0546264",44,"1",4,51200
"0546264",16,"1",0,6900
"0546264",13,"0",0,NA
"0546264",40,"1",4,24900
"0547403",78,"2",4,23200
"0548483",31,"1",4,24000
"0548483",8,"0",0,NA
"0548483",7,"0",0,NA
"0548483",1,"0",0,NA
"0548483",46,"1",4,9000
"0548483",19,"1",4,2300
"0548964",56,"1",4,73000
"0548964",52,"1",4,24000
"0548964",21,"1",4,9500
"0548964",19,"2",4,0
"0549035",53,"1",4,50000
"0549035",52,"1",4,2100
"0549850",32,"1",4,59000
"0549850",29,"1",4,15000
"0549850",3,"0",0,NA
"0550475",79,"2",4,23400
"0550475",75,"2",4,5900
"0550704",19,"1",4,19200
"0552533",31,"1",4,35400
"0552625",34,"1",4,30700
"0552625",39,"1",4,22000
"0555132",73,"2",2,15900
"0555132",72,"2",4,18400
"0555396",68,"2",2,5400
"0555396",65,"1",4,24800
"0555455",47,"1",2,39300
"0555455",42,"1",4,7000
"0555455",13,"0",0,NA
"0555455",10,"0",0,NA
"0556206",82,"2",2,22540
"0556206",81,"2",4,10840
"0556248",75,"2",4,7600
"0556248",45,"1",4,6700
"0558139",54,"1",4,7210
"0558139",9,"0",0,NA
"0558397",61,"2",3,25100
"0558397",60,"1",4,8000
"0558662",52,"1",2,58800
"0558662",47,"1",4,45000
"0558662",16,"1",0,500
"0558662",14,"0",0,NA
"0559144",49,"1",4,45210
"0559144",11,"0",0,NA
"0559200",78,"2",2,45900
"0559200",70,"2",4,4300
"0560283",58,"1",2,11900
"0560283",51,"1",2,100500
"0560283",35,"1",4,20000
"0560494",33,"1",4,55120
"0560536",48,"1",4,124200
"0560536",47,"1",4,44100
"0561239",69,"1",2,61200
"0561239",47,"1",4,35700
"0561311",89,"2",4,9450
"0562643",40,"2",4,0
"0563135",67,"2",4,12230
"0563575",45,"1",4,37500
"0565137",75,"1",4,29450
"0566947",53,"1",4,12000
"0566947",51,"1",4,19100
"0567219",44,"1",4,36000
"0567219",40,"1",2,30000
"0567219",18,"1",4,4000
"0567237",52,"1",4,41000
"0567237",51,"2",4,0
"0568994",41,"1",4,33800
"0568994",40,"1",4,5230
"0568994",6,"0",0,NA
"0568994",1,"0",0,NA
"0569771",36,"1",4,23000
"0569771",30,"1",4,23000
"0570456",39,"1",4,12450
"0570456",12,"0",0,NA
"0570456",6,"0",0,NA
"0574302",74,"2",2,52000
"0576428",27,"1",4,32000
"0576428",24,"1",4,20000
"0576428",4,"0",0,NA
"0576519",60,"1",2,41200
"0576578",39,"1",2,30000
"0577104",31,"1",4,21000
"0577104",29,"2",2,540
"0577104",7,"0",0,NA
"0577104",5,"0",0,NA
"0577104",2,"0",0,NA
"0577143",74,"2",4,8630
"0577143",48,"1",4,18900
"0577859",49,"1",4,40000
"0577859",13,"0",0,NA
"0577962",20,"1",4,21500
"0577962",20,"1",4,800
"0578674",45,"1",4,53000
"0578674",46,"1",4,67400
"0578674",18,"2",4,0
"0578674",12,"0",0,NA
"0578952",29,"1",4,6000
"0579166",49,"1",4,30240
"0579166",45,"1",4,6900
"0580254",66,"2",4,6700
"0580732",49,"1",4,55000
"0580732",38,"1",4,20000
"0580732",18,"2",4,0
"0580732",16,"2",0,0
"0580732",14,"0",0,NA
"0581889",50,"1",3,37800
"0581889",50,"1",4,28100
"0582300",33,"1",4,27000
"0582300",38,"1",4,27100
"0583199",33,"1",4,31000
"0583199",33,"1",4,5000
"0583199",16,"2",0,0
"0583199",66,"2",4,5000
"0583199",36,"1",4,24000
"0584503",44,"1",4,52000
"0584503",33,"1",4,10000
"0584503",5,"0",0,NA
"0584503",12,"0",0,NA
"0584503",11,"0",0,NA
"0585111",36,"1",2,46000
"0585111",37,"1",4,25340
"0586505",87,"2",4,3900
"0586518",42,"2",4,5200
"0586737",61,"1",2,133100
"0586737",57,"1",4,2900
"0587289",48,"2",4,10400
"0587681",38,"1",4,23000
"0587681",39,"1",4,4800
"0587681",20,"1",4,13400
"0587681",12,"0",0,NA
"0587681",16,"1",0,1500
"0587681",15,"0",0,0
"0588371",41,"1",4,16000
"0588897",22,"1",4,20000
"0589805",62,"1",4,167000
"0589805",62,"1",4,18000
"0589966",38,"1",4,30000
"0590619",36,"1",4,59250
"0590619",35,"1",4,22000
"0590619",9,"0",0,NA
"0590619",7,"0",0,NA
"0591325",32,"1",4,39000
"0591325",31,"1",4,39000
"0591325",5,"0",0,NA
"0591325",3,"0",0,NA
"0591325",1,"0",0,NA
"0593635",21,"2",4,0
"0594002",21,"1",4,10000
"0594323",25,"1",4,15000
"0594620",41,"1",2,26530
"0594620",11,"0",0,NA
"0594620",8,"0",0,NA
"0594804",68,"2",4,14940
"0594804",69,"2",4,6600
"0595110",54,"1",2,38300
"0595110",52,"1",4,21200
"0596653",80,"1",2,17800
"0596653",68,"2",4,10500
"0597089",46,"1",4,35000
"0597089",41,"1",4,38000
"0597089",14,"0",0,NA
"0597089",11,"0",0,NA
"0597089",19,"1",4,1700
"0597089",0,"0",0,NA
"0597877",61,"1",4,24000
"0597943",58,"2",4,10000
"0598046",51,"1",4,10700
"0598078",81,"2",4,4800
"0598220",46,"1",4,50000
"0598385",47,"1",4,47000
"0598385",45,"1",4,52000
"0598385",18,"1",4,1500
"0598385",15,"0",0,0
"0600242",53,"1",2,71900
"0600242",48,"2",4,0
"0600242",16,"1",0,250
"0600556",26,"1",4,9004
"0600556",24,"1",4,9000
"0600897",37,"1",2,51000
"0600897",42,"1",4,32900
"0600897",22,"1",4,8000
"0600897",22,"1",4,12600
"0601451",75,"2",4,7200
"0603376",18,"1",4,0
"0603833",62,"1",3,41500
"0603833",61,"1",4,51000
"0604477",28,"1",4,40000
"0604477",28,"1",4,27000
"0604477",0,"0",0,NA
"0604510",33,"1",4,10500
"0604510",16,"2",0,0
"0604510",14,"0",0,NA
"0604510",9,"0",0,NA
"0604510",7,"0",0,NA
"0606570",51,"1",4,80000
"0606570",14,"0",0,NA
"0606856",65,"1",2,24300
"0606856",62,"2",4,0
"0607111",52,"1",4,38600
"0607116",54,"1",4,48000
"0607116",42,"1",4,23000
"0607116",17,"1",4,3500
"0608317",19,"1",4,2000
"0609564",39,"1",2,68000
"0609564",39,"1",4,23784
"0609564",11,"0",0,NA
"0609564",6,"0",0,NA
"0609891",50,"2",4,5000
"0609891",74,"2",4,18000
"0609891",84,"2",4,25900
"0610272",55,"1",4,39300
"0610272",52,"1",4,13800
"0614445",45,"1",4,41400
"0614445",46,"1",4,18200
"0614445",19,"1",4,5700
"0614775",62,"2",2,36600
"0614775",64,"2",4,4950
"0615135",49,"1",4,66200
"0615135",48,"1",4,29400
"0615135",11,"0",0,NA
"0616118",66,"1",2,18000
"0616118",60,"2",4,2000
"0616915",52,"1",4,9000
"0616915",44,"1",4,18000
"0617148",64,"2",2,44430
"0617148",63,"2",4,2210
"0617148",25,"1",4,25800
"0617148",1,"0",0,NA
"0617529",38,"1",4,50000
"0617529",35,"2",4,1500
"0618010",49,"1",2,20000
"0621433",53,"1",4,10620
"0623007",19,"1",4,8000
"0623166",35,"1",3,38000
"0623166",30,"1",4,19800
"0623318",55,"1",4,20000
"0623318",55,"1",4,36290
"0623318",16,"1",0,1600
