"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0137137","50100",15,0,0,"03",0
"0137634","50100",0,1,1,"  ",0
"0137786","50100",16,0,4,"04",48600
"0138686","50100",11,0,3,"02",18000
"0139492","50100",26,0,1,"01",9880
"0139928","50100",15,0,0,"02",0
"0140820","50100",16,0,1,"05",1000
"0140895","50100",11,0,2,"01",30600
"0142023","50100",16,0,4,"02",13700
"0142782","50100",30,0,0,"06",0
"0145882","50100",10,0,7,"02",55310
"0146455","50100",42,0,2,"02",67700
"0146933","50100",16,0,1,"06",311000
"0147199","50100",10,0,4,"06",20800
"0148219","50100",15,0,0,"02",0
"0149561","50100",10,0,1,"04",10600
"0149763","50100",0,2,1,"  ",0
"0149955","50100",15,0,3,"02",19750
"0150641","50100",16,0,4,"02",74060
"0150840","50100",5,0,2,"02",117600
"0151657","50100",11,0,1,"02",24000
"0152983","50100",16,0,2,"03",55000
"0153846","50100",37,0,0,"02",0
"0153947","50100",10,0,2,"03",31600
"0153955","50100",15,0,0,"03",0
"0154058","50100",42,0,1,"06",35000
"0154439","50100",10,0,1,"02",25000
"0154459","50100",10,0,4,"02",20500
"0154605","50100",48,0,2,"02",2200
"0154809","50100",11,0,2,"05",27800
"0156878","50100",10,0,2,"02",87520
"0160908","50100",10,0,4,"02",85800
"0161159","50100",37,0,4,"02",91310
"0161906","50100",26,0,2,"02",39500
"0162332","50100",11,0,4,"02",133200
"0162487","50100",38,0,2,"02",30200
"0164611","50100",14,0,0,"02",0
"0164733","50100",11,0,2,"02",59200
"0164871","50100",15,0,0,"05",0
"0165355","50100",16,0,2,"02",120000
"0165425","50100",16,0,4,"02",44300
"0165591","50100",27,0,2,"02",54500
"0166312","50100",11,0,1,"02",30100
"0166798","50100",15,0,0,"05",0
"0167941","50100",21,0,2,"02",23000
"0167957","50100",32,0,2,"06",13400
"0169356","50100",0,2,1,"  ",0
"0169394","50100",14,0,0,"02",0
"0170093","50100",0,2,1,"  ",0
"0170105","50100",15,0,0,"02",0
"0170229","50100",21,0,3,"02",59700
"0170631","50100",26,0,2,"02",50500
"0170913","50100",15,0,0,"01",0
"0171619","50100",11,0,1,"02",12500
"0171695","50100",11,0,2,"02",58400
"0172209","50100",22,0,2,"02",54300
"0172297","50100",0,1,1,"  ",0
"0172903","50100",14,0,0,"02",0
"0173751","50100",15,0,0,"06",0
"0176169","50100",11,0,2,"02",10000
"0176259","50100",11,0,5,"02",57590
"0177340","50100",22,0,5,"02",47870
"0177924","50100",11,0,2,"02",35000
"0178253","50100",23,0,0,"02",0
"0179446","50100",6,0,4,"02",14000
"0179516","50100",11,0,5,"02",142004
"0181257","50100",11,0,5,"01",49400
"0181325","50100",11,0,2,"01",10000
"0182235","50100",21,0,2,"02",44700
"0182886","50100",10,0,1,"02",22600
"0183989","50100",10,0,2,"02",55900
"0184649","50100",10,0,1,"04",27100
"0186445","50100",53,0,5,"06",0
"0186554","50100",10,0,4,"02",30000
"0187572","50100",26,0,3,"02",100100
"0187723","50100",48,0,4,"06",31400
"0187832","50100",11,0,1,"01",0
"0188488","50100",47,0,4,"02",2000
"0190219","50100",0,2,1,"  ",0
"0190305","50100",37,0,1,"02",28000
"0190580","50100",11,0,2,"02",138100
"0192227","50100",0,1,1,"  ",0
"0192367","50100",16,0,1,"05",10200
"0193243","50100",11,0,2,"02",59250
"0194007","50100",27,0,1,"02",16500
"0195545","50100",11,0,4,"02",81000
"0197007","50100",37,0,5,"02",69500
"0197484","50100",6,0,4,"01",290000
"0200322","50100",10,0,1,"02",4000
"0200711","50100",15,0,1,"02",10800
"0201141","50100",16,0,2,"01",32200
"0201159","50100",0,2,1,"  ",0
"0201202","50100",11,0,1,"04",35800
"0201215","50100",10,0,2,"02",45050
"0201610","50100",16,0,2,"02",43320
"0201756","50100",11,0,2,"02",30520
"0203077","50100",48,0,4,"02",75000
"0203672","50100",21,0,3,"02",37200
"0203927","50100",26,0,2,"02",26900
"0205306","50100",37,0,1,"05",50400
"0205559","50100",26,0,1,"06",6000
"0206021","50100",27,0,1,"04",32000
"0207464","50100",11,0,2,"02",44000
"0209337","50100",26,0,3,"02",63000
"0209619","50100",0,2,1,"  ",0
"0209745","50100",16,0,3,"02",76200
"0210009","50100",11,0,4,"02",55230
"0210540","50100",14,0,0,"02",0
"0210702","50100",10,0,2,"03",48200
"0211074","50100",21,0,2,"02",70400
"0211238","50100",32,0,2,"01",32300
"0211247","50100",11,0,2,"02",76000
"0211612","50100",11,0,2,"02",39100
"0211874","50100",16,0,1,"01",16800
"0212538","50100",22,0,0,"02",0
"0212734","50100",32,0,2,"04",28600
"0213212","50100",155,0,0,"02",0
"0214187","50100",14,0,0,"02",0
"0214440","50100",10,0,5,"02",58770
"0215302","50100",10,0,3,"02",51700
"0215853","50100",37,0,2,"02",9260
"0215893","50100",22,0,0,"06",0
"0215948","50100",16,0,4,"02",13400
"0217577","50100",10,0,2,"02",19340
"0217918","50100",42,0,2,"02",94750
"0218405","50100",11,0,1,"05",7700
"0218519","50100",37,0,6,"02",60580
"0218678","50100",16,0,1,"04",51400
"0220152","50100",7,0,0,"03",0
"0221032","50100",48,0,4,"02",116560
"0222967","50100",10,0,2,"02",12100
"0223152","50100",23,0,0,"02",0
"0224208","50100",10,0,3,"02",59590
"0225901","50100",11,0,2,"02",113000
"0226885","50100",10,0,2,"02",10200
"0227665","50100",0,2,1,"  ",0
"0228467","50100",11,0,2,"02",85000
"0229356","50100",15,0,0,"02",0
"0229383","50100",16,0,3,"02",43600
"0231468","50100",11,0,1,"02",24200
"0232274","50100",10,0,4,"02",78000
"0235778","50100",16,0,2,"02",145100
"0236911","50100",6,0,4,"02",72600
"0237123","50100",16,0,2,"02",28640
"0237280","50100",37,0,1,"06",3200
"0237353","50100",10,0,2,"02",33700
"0238226","50100",26,0,4,"02",68000
"0238876","50100",15,0,0,"02",0
"0240070","50100",0,2,1,"  ",0
"0240900","50100",42,0,1,"05",66870
"0241015","50100",5,0,5,"02",31800
"0242475","50100",26,0,3,"02",324500
"0242952","50100",11,0,1,"02",14000
"0243131","50100",5,0,3,"02",115000
"0243283","50100",10,0,1,"02",78000
"0243463","50100",15,0,0,"03",0
"0243681","50100",16,0,2,"02",61000
"0243803","50100",10,0,2,"02",14700
"0245003","50100",32,0,1,"01",0
"0246338","50100",15,0,2,"01",12570
"0247838","50100",21,0,1,"01",28700
"0248051","50100",15,0,0,"04",0
"0248251","50100",11,0,1,"02",33200
"0250096","50100",0,1,1,"  ",0
"0250230","50100",27,0,4,"02",128100
"0251460","50100",0,1,1,"  ",0
"0251603","50100",10,0,1,"06",17400
"0251858","50100",6,0,4,"02",48100
"0252257","50100",14,0,0,"01",0
"0252784","50100",31,0,1,"06",17400
"0254052","50100",11,0,4,"02",134000
"0254169","50100",48,0,2,"03",72000
"0254654","50100",32,0,4,"02",80800
"0255545","50100",42,0,1,"05",30050
"0256015","50100",10,0,1,"08",6300
"0256122","50100",29,0,0,"06",0
"0257117","50100",32,0,1,"04",17600
"0257512","50100",10,0,1,"04",8200
"0258149","50100",16,0,1,"02",7220
"0259597","50100",15,0,0,"02",0
"0259628","50100",15,0,0,"02",0
"0259844","50100",16,0,2,"02",40010
"0261448","50100",31,0,1,"06",10350
"0261766","50100",11,0,2,"02",14100
"0261835","50100",37,0,0,"02",0
"0262917","50100",15,0,0,"06",0
"0263184","50100",43,0,1,"02",7514
"0263242","50100",5,0,3,"02",26450
"0264830","50100",11,0,2,"02",50000
"0265005","50100",21,0,1,"02",9100
"0266227","50100",22,0,0,"02",0
"0267195","50100",58,0,3,"06",28550
"0267776","50100",10,0,4,"04",28900
"0267972","50100",15,0,0,"02",0
"0268263","50100",27,0,2,"02",58090
"0268294","50100",48,0,4,"04",26100
"0268982","50100",10,0,3,"06",38000
"0269044","50100",11,0,1,"02",50000
"0269165","50100",10,0,3,"02",47510
"0269542","50100",10,0,4,"02",25000
"0270697","50100",23,0,0,"04",0
"0271814","50100",10,0,2,"02",231700
"0272042","50100",0,1,1,"  ",0
"0272133","50100",42,0,4,"04",49000
"0272656","50100",37,0,1,"06",125000
"0272841","50100",31,0,2,"02",354000
"0273672","50100",10,0,3,"02",85180
"0274583","50100",37,0,3,"01",73000
"0275094","50100",15,0,0,"02",0
"0275287","50100",43,0,5,"01",29500
"0276157","50100",32,0,2,"01",49000
"0276893","50100",11,0,4,"02",46530
"0277152","50100",26,0,1,"03",29140
"0278225","50100",10,0,1,"02",48000
"0278496","50100",0,1,1,"  ",0
"0278515","50100",10,0,3,"02",55600
"0279492","50100",0,2,1,"  ",0
"0281199","50100",10,0,1,"05",18700
"0282808","50100",53,0,1,"06",13700
"0283214","50100",0,2,1,"  ",0
"0284321","50100",22,0,0,"02",0
"0284495","50100",16,0,1,"08",15500
"0285098","50100",31,0,2,"02",21500
"0286262","50100",15,0,0,"02",0
"0286300","50100",10,0,1,"03",40390
"0287012","50100",0,1,1,"  ",0
"0289906","50100",43,0,1,"05",35000
"0289908","50100",15,0,0,"08",0
"0290694","50100",26,0,2,"02",152300
"0290770","50100",11,0,2,"05",25200
"0292080","50100",11,0,3,"02",50250
"0292190","50100",16,0,5,"02",47300
"0292267","50100",21,0,2,"01",33000
"0292434","50100",16,0,2,"04",51000
"0292998","50100",53,0,2,"05",172230
"0293551","50100",10,0,5,"04",99270
"0293660","50100",16,0,1,"02",11200
"0293832","50100",11,0,2,"04",16400
"0294169","50100",42,0,2,"02",35020
"0295045","50100",14,0,0,"02",0
"0295496","50100",16,0,1,"07",0
"0295819","50100",14,0,0,"02",0
"0297004","50100",11,0,4,"02",115000
"0297330","50100",16,0,1,"06",6700
"0299343","50100",10,0,2,"02",22200
"0301068","50100",14,0,0,"02",0
"0301368","50100",16,0,3,"01",26050
"0301380","50100",10,0,1,"05",18000
"0301389","50100",10,0,1,"02",45000
"0301666","50100",37,0,0,"03",0
"0302419","50100",42,0,2,"02",41400
"0302877","50100",11,0,2,"02",19800
"0302901","50100",29,0,0,"02",0
"0304515","50100",16,0,2,"04",29300
"0304654","50100",15,0,0,"02",0
"0305821","50100",27,0,1,"05",40000
"0306104","50100",15,0,0,"02",0
"0308014","50100",32,0,1,"02",16200
"0308695","50100",15,0,0,"01",0
"0309282","50100",10,0,4,"02",50000
"0310311","50100",11,0,2,"06",20000
"0310418","50100",11,0,5,"02",62000
"0311503","50100",15,0,0,"02",0
"0311747","50100",37,0,4,"02",18000
"0312438","50100",27,0,2,"02",25600
"0312841","50100",10,0,5,"02",68000
"0313727","50100",15,0,0,"06",0
"0313976","50100",26,0,2,"01",24750
"0314776","50100",11,0,2,"02",78500
"0315025","50100",42,0,1,"02",38500
"0315066","50100",10,0,1,"02",24000
"0315293","50100",10,0,2,"02",4000
"0315307","50100",10,0,2,"02",87000
"0316624","50100",22,0,0,"10",0
"0319273","50100",14,0,0,"02",0
"0321942","50100",26,0,2,"02",1e+05
"0322788","50100",11,0,3,"02",20800
"0323483","50100",10,0,1,"01",11700
"0323660","50100",16,0,2,"02",50000
"0325005","50100",10,0,3,"04",15300
"0325359","50100",16,0,3,"01",57950
"0325779","50100",15,0,0,"02",0
"0326157","50100",11,0,1,"02",22600
"0326207","50100",15,0,0,"01",0
"0326542","50100",15,0,0,"02",0
"0329438","50100",43,0,3,"02",75800
"0329784","50100",11,0,3,"03",16000
"0329811","50100",16,0,2,"02",46600
"0329821","50100",16,0,2,"05",35454
"0330790","50100",32,0,4,"02",34400
"0331819","50100",11,0,4,"02",28100
"0332081","50100",10,0,4,"02",53000
"0332179","50100",106,0,1,"09",19800
"0332378","50100",11,0,4,"02",13700
"0332380","50100",51,0,0,"02",0
"0332891","50100",15,0,0,"02",0
"0333871","50100",21,0,2,"01",61000
"0335633","50100",21,0,3,"02",135000
"0335692","50100",16,0,5,"04",59500
"0336154","50100",11,0,3,"04",12000
"0337117","50100",37,0,3,"02",44500
"0337181","50100",0,2,1,"  ",0
"0337395","50100",26,0,2,"01",22440
"0337541","50100",15,0,0,"02",0
"0340422","50100",15,0,0,"02",0
"0340853","50100",22,0,0,"02",0
"0341299","50100",29,0,0,"02",0
"0341986","50100",15,0,3,"02",56690
"0342735","50100",7,0,0,"02",0
"0343152","50100",0,2,1,"  ",0
"0343530","50100",32,0,2,"02",224000
"0343657","50100",11,0,1,"02",25400
"0344315","50100",22,0,2,"04",19210
"0344404","50100",15,0,0,"02",0
"0344460","50100",37,0,2,"03",418600
"0344559","50100",10,0,3,"03",85820
"0345284","50100",10,0,3,"05",50000
"0346837","50100",16,0,2,"02",35900
"0347011","50100",10,0,2,"02",109300
"0347598","50100",11,0,3,"04",50100
"0347770","50100",22,0,0,"02",0
"0347833","50100",27,0,1,"04",4800
"0347893","50100",16,0,2,"02",62780
"0348604","50100",22,0,0,"02",0
"0348995","50100",48,0,2,"02",24450
"0349347","50100",14,0,0,"02",0
"0349707","50100",32,0,2,"02",57130
"0350064","50100",0,1,1,"  ",0
"0350299","50100",10,0,2,"02",31100
"0350537","50100",11,0,4,"02",314500
"0350766","50100",11,0,2,"02",23000
"0350806","50100",10,0,3,"02",33500
"0351921","50100",32,0,2,"02",21700
"0352340","50100",16,0,1,"02",26000
"0352365","50100",32,0,4,"02",46900
"0353158","50100",16,0,2,"07",28600
"0353615","50100",27,0,2,"02",143000
"0354230","50100",42,0,1,"02",10400
"0354912","50100",11,0,4,"02",22000
"0357010","50100",10,0,3,"02",63540
"0357907","50100",16,0,2,"02",20500
"0360491","50100",0,2,1,"  ",0
"0362317","50100",26,0,2,"02",24300
"0362336","50100",48,0,1,"08",15300
"0362690","50100",16,0,2,"05",16800
"0362716","50100",11,0,1,"02",39000
"0364242","50100",21,0,3,"02",31300
"0364554","50100",10,0,3,"02",3700
"0364652","50100",26,0,4,"02",71750
"0365663","50100",43,0,5,"02",105900
"0367532","50100",10,0,2,"02",70000
"0370221","50100",15,0,0,"02",0
"0370238","50100",38,0,2,"04",60000
"0372508","50100",48,0,4,"02",33000
"0372675","50100",37,0,4,"02",75700
"0372713","50100",16,0,1,"02",27700
"0373139","50100",11,0,4,"02",57700
"0373323","50100",27,0,1,"02",33080
"0373422","50100",29,0,0,"02",0
"0374798","50100",11,0,2,"02",38000
"0375037","50100",11,0,5,"01",33000
"0376421","50100",63,0,1,"05",18000
"0377231","50100",16,0,4,"02",8310
"0378212","50100",10,0,2,"02",22400
"0378296","50100",16,0,3,"02",40200
"0379188","50100",10,0,1,"06",18800
"0379207","50100",14,0,0,"02",0
"0379337","50100",16,0,4,"02",322300
"0380240","50100",10,0,3,"02",87700
"0380318","50100",11,0,2,"02",228000
"0381185","50100",10,0,1,"02",9400
"0381503","50100",15,0,0,"02",0
"0381631","50100",0,2,1,"  ",0
"0381801","50100",10,0,2,"02",31080
"0382139","50100",32,0,3,"01",9360
"0382394","50100",32,0,2,"02",43000
"0382885","50100",37,0,5,"02",131000
"0383133","50100",27,0,4,"02",90040
"0384166","50100",10,0,2,"02",48100
"0384728","50100",37,0,1,"06",14700
"0384931","50100",15,0,0,"02",0
"0385287","50100",53,0,2,"02",34600
"0385673","50100",16,0,2,"02",95000
"0385858","50100",26,0,2,"05",67600
"0386813","50100",7,0,0,"02",0
"0387110","50100",16,0,3,"02",30800
"0387294","50100",10,0,5,"02",63200
"0388239","50100",10,0,9,"02",66800
"0388337","50100",11,0,4,"02",45000
"0388969","50100",32,0,3,"02",120380
"0389116","50100",14,0,0,"02",0
"0390337","50100",27,0,1,"06",7000
"0390488","50100",32,0,2,"02",150760
"0392057","50100",11,0,1,"08",13000
"0392211","50100",0,2,1,"  ",0
"0394916","50100",10,0,3,"01",66400
"0395435","50100",22,0,0,"02",0
"0396778","50100",21,0,2,"02",23600
"0398903","50100",53,0,4,"05",23100
"0398966","50100",16,0,3,"02",43050
"0399124","50100",42,0,2,"02",60700
"0399358","50100",22,0,0,"02",0
"0399979","50100",11,0,3,"02",55940
"0400311","50100",10,0,1,"06",7200
"0400383","50100",42,0,1,"09",7620
"0402135","50100",15,0,0,"02",0
"0404214","50100",16,0,5,"02",91474
"0404810","50100",11,0,1,"02",24400
"0405348","50100",16,0,2,"02",85000
"0405670","50100",26,0,1,"06",43700
"0406460","50100",0,2,1,"  ",0
"0407325","50100",11,0,1,"05",16320
"0407865","50100",42,0,2,"05",21000
"0408079","50100",11,0,2,"01",29760
"0408188","50100",10,0,4,"01",6500
"0408964","50100",22,0,0,"05",0
"0409123","50100",16,0,1,"02",7300
"0409717","50100",14,0,0,"06",0
"0410454","50100",11,0,2,"02",24330
"0410591","50100",26,0,2,"02",42840
"0411308","50100",11,0,5,"02",370700
"0411678","50100",22,0,0,"02",0
"0412585","50100",10,0,2,"02",40020
"0414622","50100",22,0,0,"01",0
"0415252","50100",16,0,2,"06",3000
"0416677","50100",14,0,0,"02",0
"0417277","50100",22,0,0,"02",0
"0417727","50100",16,0,1,"02",10100
"0419993","50100",53,0,5,"02",81200
"0421502","50100",48,0,3,"02",121050
"0422142","50100",10,0,2,"02",37080
"0422225","50100",32,0,2,"04",66100
"0424064","50100",16,0,2,"02",148500
"0424975","50100",11,0,4,"02",449000
"0427321","50100",0,1,1,"  ",0
"0427349","50100",0,2,1,"  ",0
"0428428","50100",21,0,3,"02",0
"0429114","50100",16,0,2,"02",42000
"0429691","50100",26,0,1,"04",29000
"0430601","50100",16,0,2,"02",33000
"0431956","50100",10,0,1,"02",105000
"0432412","50100",43,0,2,"02",49300
"0433272","50100",15,0,0,"02",0
"0435137","50100",31,0,1,"04",9000
"0436133","50100",15,0,1,"05",12400
"0436629","50100",14,0,0,"03",0
"0437025","50100",37,0,5,"02",33900
"0437205","50100",31,0,3,"04",74000
"0437834","50100",32,0,2,"02",113820
"0438209","50100",16,0,2,"02",22000
"0438608","50100",37,0,1,"04",24660
"0439030","50100",10,0,3,"02",213500
"0439868","50100",15,0,0,"02",0
"0439876","50100",32,0,1,"04",27100
"0439955","50100",37,0,1,"09",16200
"0440956","50100",10,0,6,"02",29060
"0441126","50100",16,0,5,"02",318000
"0441707","50100",11,0,2,"02",23900
"0441845","50100",27,0,4,"02",76900
"0442286","50100",48,0,1,"02",12000
"0442531","50100",0,2,1,"  ",0
"0443437","50100",26,0,2,"06",115400
"0443546","50100",15,0,0,"02",0
"0443717","50100",42,0,5,"02",42240
"0443800","50100",0,2,1,"  ",0
"0444111","50100",11,0,2,"02",17500
"0444681","50100",10,0,1,"02",15600
"0445270","50100",0,1,1,"  ",0
"0445510","50100",10,0,4,"01",14000
"0446937","50100",15,0,0,"08",0
"0447634","50100",10,0,1,"02",29000
"0450305","50100",16,0,2,"02",61100
"0452507","50100",15,0,0,"02",0
"0456187","50100",11,0,4,"02",34300
"0456432","50100",43,0,6,"02",245000
"0456576","50100",11,0,3,"02",13200
"0458692","50100",10,0,1,"04",31000
"0458912","50100",11,0,2,"07",9900
"0459197","50100",10,0,1,"02",16900
"0459278","50100",16,0,2,"02",33600
"0460440","50100",22,0,0,"02",0
"0461537","50100",22,0,3,"02",74600
"0461593","50100",6,0,4,"02",108900
"0462071","50100",47,0,2,"05",6800
"0462498","50100",11,0,4,"02",76230
"0462765","50100",12,0,2,"02",34000
