SERIALNO,AGE,WRKLYR,INCTOT
2007000996145,40,2,0
2007000997942,66,1,25441.99654
2007000998866,56,1,38201.196
2007001001353,50,1,27504.86112
2007001002353,61,2,15127.67362
2007001002353,64,2,17419.74538
2007001005330,48,1,8419.543598
2007001006521,52,1,53484.7305
2007001006521,10,0,NA
2007001006521,7,0,-15279.71438
2007001006536,35,1,14287.2473
2007001006536,32,2,6112.19136
2007001007228,57,1,13676.02817
2007001007228,52,1,8136.854748
2007001011308,36,1,55773.74616
2007001011308,38,1,1680.852624
2007001013707,71,2,10849.13966
2007001015044,35,1,42785.33952
2007001015044,35,1,45841.4352
2007001015044,2,0,-15279.71438
2007001016646,52,1,74988.94775
2007001017897,33,1,22156.69368
2007001017897,34,1,21392.66976
2007001017897,7,0,-15279.71438
2007001017897,1,0,NA
2007001017897,50,1,24448.76544
2007001018494,32,1,26740.8372
2007001018494,31,1,26511.63002
2007001018767,86,2,22997.11999
2007001020926,32,2,0
2007001020926,30,1,15280.4784
2007001022235,58,1,30560.9568
2007001022235,59,1,5348.16744
2007001022235,17,2,0
2007001022735,37,1,18336.57408
2007001022735,34,2,0
2007001022735,6,0,-15279.71438
2007001026505,56,1,63490.38775
2007001028612,71,2,20170.23149
2007001032408,37,1,21698.27933
2007001033270,73,2,6570.605712
2007001046889,49,2,0
2007001046889,50,1,34381.0764
2007001046889,27,1,45841.4352
2007001046889,25,1,19100.598
2007001046889,23,1,17572.55016
2007001046889,1,0,NA
2007001046889,25,1,24448.76544
2007001047161,32,1,31324.98072
2007001047423,47,1,22920.7176
2007001050960,35,1,84348.24077
2007001050960,37,2,0
2007001050960,7,0,-15279.71438
2007001050960,5,0,-15279.71438
2007001050960,3,0,-15279.71438
2007001052902,61,1,30560.9568
2007001053532,80,1,31936.19986
2007001053532,41,1,18726.22628
2007001055833,80,2,11918.77315
2007001058247,19,1,916.828704
2007001061315,62,1,356799.1706
2007001061584,52,1,9168.28704
2007001061584,49,1,57301.794
2007001061738,22,2,0
2007001065064,47,1,42021.3156
2007001065064,46,1,35145.10032
2007001065064,23,2,3056.09568
2007001065064,21,1,11460.3588
2007001065064,19,2,0
2007001065064,3,0,-15279.71438
2007001065064,2,0,-15279.71438
2007001067499,42,1,34381.0764
2007001073638,69,1,6524.764277
2007001073638,56,1,3285.302856
2007001075285,39,1,43396.55866
2007001075285,9,0,-15279.71438
2007001075285,44,1,3056.09568
2007001076997,62,2,16632.80074
2007001076997,65,2,16044.50232
2007001076997,42,2,916.828704
2007001076997,35,1,10543.5301
2007001084640,56,1,22615.10803
2007001084640,54,1,25671.20371
2007001084640,30,1,17114.13581
2007001084640,27,1,10696.33488
2007001086581,32,1,21392.66976
2007001086822,51,1,30560.9568
2007001086822,27,1,229.207176
2007001087283,36,1,51953.62656
2007001087283,35,1,18336.57408
2007001087283,2,0,-15279.71438
2007001089080,53,1,19100.598
2007001089080,63,1,47369.48304
2007001100051,29,1,26740.8372
2007001101007,35,1,12224.38272
2007001101007,29,1,19482.60996
2007001102271,44,1,43854.97301
2007001102271,44,1,45383.02085
2007001102271,15,0,382.01196
2007001108581,36,1,15280.4784
2007001108581,35,1,34381.0764
2007001108581,3,0,-15279.71438
2007001110260,47,1,26740.8372
2007001110290,59,1,68762.1528
2007001110290,61,1,85188.66708
2007001110668,45,1,6975.53839
2007001112827,33,1,78694.46376
2007001112827,33,1,41257.29168
2007001112827,3,0,-15279.71438
2007001116897,53,1,68762.1528
2007001116897,26,1,7334.629632
2007001119385,53,1,41715.70603
2007001121936,63,1,22920.7176
2007001121936,59,1,26740.8372
2007001125013,93,2,25212.78936
2007001129343,57,1,53481.6744
2007001133037,43,1,78847.26854
2007001133037,43,1,15433.28318
2007001133037,7,0,-15279.71438
2007001133037,5,0,-15279.71438
2007001133037,1,0,NA
2007001135565,52,1,48515.51892
2007001140859,44,2,1528.04784
2007001141188,79,2,0
2007001141188,51,1,38965.21992
2007001144255,43,1,3285.302856
2007001144255,56,1,4584.14352
2007001147646,79,2,10696.33488
2007001149762,74,2,11154.74923
2007001151132,37,1,30560.9568
2007001151132,40,1,78388.85419
2007001151132,7,0,-15279.71438
2007001151557,53,1,13752.43056
2007001151557,49,1,7640.2392
2007001155683,28,1,4584.14352
2007001159603,93,2,28116.08026
2007001159603,67,1,97795.06176
2007001160233,57,1,19100.598
2007001160233,55,1,26740.8372
2007001160233,19,1,8404.26312
2007001161402,56,1,41318.41359
2007001162170,69,2,9932.31096
2007001162781,34,1,15280.4784
2007001162781,12,0,NA
2007001164533,37,1,1910.0598
2007001164533,39,1,68762.1528
2007001164533,5,0,-15279.71438
2007001164533,0,0,NA
2007001164596,29,1,40493.26776
2007001164596,29,1,7640.2392
2007001164596,1,0,NA
2007001165706,53,1,38659.61035
2007001165746,32,1,30560.9568
2007001167810,39,1,4584.14352
2007001167810,43,1,114603.588
2007001171261,37,2,0
2007001171261,38,1,13752.43056
2007001171261,5,0,-15279.71438
2007001172354,81,2,6341.398536
2007001174534,28,1,36673.14816
2007001174534,28,1,22920.7176
2007001176406,29,1,49661.5548
2007001176406,30,2,0
2007001176406,2,0,-15279.71438
2007001176406,0,0,NA
2007001178249,53,1,22920.7176
2007001178249,51,1,16808.52624
2007001185122,58,2,16273.7095
2007001185122,76,2,35297.9051
2007001186058,40,1,83813.42402
2007001186058,41,2,0
2007001186058,3,0,-15279.71438
2007001186058,1,0,NA
2007001190153,40,1,19864.62192
2007001205079,43,1,30560.9568
2007001205079,43,2,0
2007001205079,18,1,1833.657408
2007001205079,16,2,0
2007001205079,15,0,229.207176
2007001205079,14,0,NA
2007001205079,12,0,NA
2007001205970,48,1,56652.37367
2007001205970,14,0,NA
2007001205970,9,0,-15279.71438
2007001209444,32,1,12377.1875
2007001209444,38,2,0
2007001211438,45,1,12912.00425
2007001211438,17,2,0
2007001211438,15,0,0
2007001214360,39,2,2368.474152
2007001214360,10,0,NA
2007001214360,7,0,-15279.71438
2007001214402,23,1,11460.3588
2007001214402,27,1,16846.72744
2007001214911,32,1,24601.57022
2007001214911,32,1,79458.48768
2007001217165,89,2,14134.44252
2007001217703,27,1,27504.86112
2007001217703,28,1,24830.7774
2007001219989,37,1,46223.44716
2007001220196,54,1,17801.75734
2007001224101,32,1,22920.7176
2007001224159,48,1,50425.57872
2007001226002,36,1,2292.07176
2007001226002,36,1,26740.8372
2007001226002,5,0,-15279.71438
2007001226677,40,1,38201.196
2007001227877,26,1,20185.51197
2007001227877,29,1,22920.7176
2007001229993,45,1,49661.5548
2007001230433,54,1,30606.79824
2007001235167,38,2,0
2007001235407,60,2,20628.64584
2007001235407,61,2,8786.27508
2007001238382,23,1,11918.77315
2007001238382,25,2,0
2007001238382,24,1,129.8840664
2007001241045,58,1,42785.33952
2007001241045,52,2,0
2007001242740,74,2,40416.86537
2007001243286,35,1,30560.9568
2007001243286,24,1,76402.392
2007001245047,52,1,61888.99362
2007001245160,93,2,1833.657408
2007001245685,87,2,23379.13195
2007001245685,93,2,23226.32717
2007001247016,60,1,64942.0332
2007001247016,59,1,764.02392
2007001247016,14,0,NA
2007001250632,60,2,25671.20371
2007001258572,59,2,0
2007001258572,59,1,61121.9136
2007001260052,44,1,1375.243056
2007001264128,63,2,12682.79707
2007001264928,63,2,0
2007001264928,64,2,26588.03242
2007001266779,54,1,27504.86112
2007001267807,33,1,30560.9568
2007001269605,50,1,5348.16744
2007001274463,51,1,34381.0764
2007001283092,43,1,28345.28743
2007001283092,44,1,35145.10032
2007001283092,15,0,0
2007001283092,13,0,NA
2007001284552,39,1,21392.66976
2007001286784,36,1,21087.06019
2007001286784,52,1,16808.52624
2007001287502,52,1,79458.48768
2007001288841,29,1,22920.7176
2007001291381,65,1,26740.8372
2007001291381,53,1,8251.458336
2007001292607,44,1,19100.598
2007001294997,29,1,29720.53049
2007001297677,93,2,16961.33102
2007001297677,84,2,3056.09568
2007001300877,58,1,44313.38736
2007001300877,22,1,3514.510032
2007001302941,21,1,18336.57408
2007001305647,33,1,27596.54399
2007001305647,34,1,32089.00464
2007001307624,67,2,3361.705248
2007001308908,55,1,77930.43984
2007001308908,47,1,6112.19136
2007001308908,18,1,1528.04784
2007001308908,15,0,0
2007001311437,66,2,16502.91667
2007001315601,17,1,458.414352
2007001315876,63,1,26893.64198
2007001315876,60,1,-2635.882524
2007001316759,32,1,24448.76544
2007001316759,31,1,15280.4784
2007001318041,30,1,28268.88504
2007001318041,19,1,8251.458336
2007001318041,27,1,9932.31096
2007001323741,68,2,16579.31906
2007001325090,27,1,3820.1196
2007001325090,26,1,28574.49461
2007001326993,78,2,8327.860728
2007001326993,52,1,30560.9568
2007001328829,40,1,35145.10032
2007001328829,29,1,36673.14816
2007001329160,57,1,46070.64238
2007001329160,34,1,7716.641592
2007001329160,11,0,NA
2007001329160,10,0,NA
2007001329160,8,0,-15279.71438
2007001330077,69,2,28727.29939
2007001331296,42,1,119187.7315
2007001331296,39,1,64178.00928
2007001331296,9,0,-15279.71438
2007001331296,7,0,-15279.71438
2007001334052,75,2,50501.98111
2007001334052,48,2,0
2007001335915,29,1,13752.43056
2007001335915,37,1,29032.90896
2007001336203,61,1,27657.6659
2007001336236,38,2,0
2007001336236,18,1,427.8533952
2007001336236,17,2,0
2007001336236,11,0,NA
2007001336236,7,0,-15279.71438
2007001336236,0,0,NA
2007001336236,35,1,12224.38272
2007001337291,31,1,27504.86112
2007001337291,30,1,22920.7176
2007001344234,57,1,12224.38272
2007001348039,44,1,37437.17208
2007001348039,33,1,31019.37115
2007001348039,5,0,-15279.71438
2007001348039,3,0,-15279.71438
2007001348039,53,2,1146.03588
2007001348301,48,1,27504.86112
2007001353467,60,1,53405.27201
2007001353467,61,1,26664.43481
2007001354019,78,2,30331.74962
2007001354019,74,2,15968.09993
2007001356643,46,1,25212.78936
2007001356643,41,1,35909.12424
2007001356643,15,0,0
2007001358347,48,1,26740.8372
2007001361756,55,2,9473.896608
2007001362696,46,1,45841.4352
2007001362696,39,1,30.5609568
2007001362696,9,0,-15279.71438
2007001362696,6,0,-15279.71438
2007001363119,44,1,21392.66976
2007001363119,11,0,NA
2007001363119,7,0,-15279.71438
2007001368000,55,1,42021.3156
2007001368000,54,1,7640.2392
2007001371684,54,1,84042.6312
2007001371684,51,1,91682.8704
2007001371684,3,0,-15279.71438
2007001372020,74,2,23684.74152
2008000001918,53,1,36673.14816
2008000001918,50,1,17572.55016
2008000001918,28,1,7411.032024
2008000001918,25,1,11460.3588
2008000001918,60,2,19100.598
2008000002937,50,1,38965.21992
2008000002937,49,2,9932.31096
2008000003341,56,2,1680.852624
2008000003341,15,0,0
2008000005117,64,2,8862.677472
2008000005117,66,2,4354.936344
2008000008234,34,1,58065.81792
2008000008234,32,1,7587.52155
2008000008546,29,1,4740.0044
2008000008546,36,1,33005.83334
2008000008699,35,1,9168.28704
2008000008699,29,1,11460.3588
2008000008699,1,0,NA
2008000011790,47,1,129349.2497
2008000013666,42,1,104136.4603
2008000014324,73,2,21530.19407
2008000014324,72,2,4431.338736
2008000016657,75,2,11231.15162
2008000016657,74,2,3514.510032
2008000022160,30,1,33693.45487
2008000022160,31,1,11460.3588
2008000022160,0,0,NA
2008000023842,28,1,29032.90896
2008000023842,28,1,29032.90896
2008000028762,36,1,48133.50696
2008000034709,58,1,76402.392
2008000034709,61,1,7640.2392
2008000035672,47,1,22920.7176
2008000039552,51,1,13981.63774
2008000039552,71,2,5500.972224
2008000047826,36,1,12988.40664
2008000047826,35,2,0
2008000047826,13,0,NA
2008000047826,8,0,-15279.71438
2008000047826,8,0,-15279.71438
2008000048902,82,2,12300.78511
2008000053487,76,2,91071.65126
2008000053487,76,2,36978.75773
2008000053514,58,1,38965.21992
2008000057489,34,1,16502.91667
2008000057567,64,1,16044.50232
2008000057567,26,1,28268.88504
2008000057567,18,2,0
2008000057567,1,0,NA
2008000057567,0,0,NA
2008000057567,22,2,0
2008000060485,34,1,11460.3588
2008000060485,35,1,40493.26776
2008000060485,13,0,NA
2008000060485,8,0,-15279.71438
2008000060485,0,0,NA
2008000063291,27,1,30560.9568
2008000063291,4,0,-15279.71438
2008000063291,2,0,-15279.71438
2008000063291,0,0,NA
2008000063291,29,1,36673.14816
2008000063993,65,2,89314.39625
2008000063993,56,2,26206.02046
2008000065348,66,1,11177.66995
2008000065348,68,1,5646.136769
2008000066171,51,1,6876.21528
2008000066171,48,1,7411.032024
2008000066171,23,1,2444.876544
2008000066171,13,0,NA
2008000066724,44,1,3820.1196
2008000066724,33,1,29796.93288
2008000066724,13,0,NA
2008000066724,4,0,-15279.71438
2008000071838,72,2,14440.05209
2008000072155,47,1,25212.78936
2008000074673,45,1,274131.7825
2008000074673,43,1,7181.824848
2008000074673,11,0,NA
2008000074673,8,0,-15279.71438
2008000074812,69,2,3667.314816
2008000075373,35,1,103907.2531
2008000075373,33,1,21392.66976
2008000078507,24,1,25212.78936
2008000078507,22,1,15280.4784
2008000082502,70,1,37666.37926
2008000082502,70,1,17419.74538
2008000085079,62,2,22003.8889
2008000085079,64,2,37207.9649
2008000086396,42,1,42021.3156
2008000086396,42,1,26740.8372
2008000086396,13,0,NA
2008000086396,10,0,NA
2008000086396,9,0,-15279.71438
2008000086505,57,1,45077.41128
2008000086505,34,1,15280.4784
2008000086964,47,2,0
2008000086964,53,1,37895.58643
2008000086964,15,0,0
2008000086964,18,1,2979.693288
2008000088073,51,1,22156.69368
2008000088274,41,1,49661.5548
2008000090913,48,1,32853.02856
2008000090913,52,1,24677.97262
2008000091565,45,1,23073.52238
2008000091565,48,1,26740.8372
2008000094279,48,1,24448.76544
2008000094279,21,1,17572.55016
2008000094815,44,1,33617.05248
2008000094815,44,1,22217.81559
2008000094815,53,1,1451.645448
2008000096696,65,2,47827.89739
2008000096696,65,2,14669.25926
2008000100756,49,1,9550.299
2008000100756,21,1,5348.16744
2008000100756,13,0,NA
2008000100756,11,0,NA
2008000104651,44,1,71054.22456
2008000104651,49,1,611.219136
2008000104651,21,2,0
2008000106036,42,2,0
2008000106036,40,1,184129.7647
2008000106036,4,0,-15279.71438
2008000106951,31,1,7334.629632
2008000106951,24,2,0
2008000106951,2,0,-15279.71438
2008000106951,1,0,NA
2008000112112,23,1,10696.33488
2008000112112,26,1,15891.69754
2008000116778,43,1,32394.61421
2008000116778,36,1,30560.9568
2008000120042,78,2,10467.1277
2008000120366,44,1,27504.86112
2008000122265,34,1,20628.64584
2008000122265,30,1,2139.266976
2008000122265,10,0,NA
2008000122265,7,0,-15279.71438
2008000123042,48,1,6876.21528
2008000123042,44,1,59593.86576
2008000123042,8,0,-15279.71438
2008000123042,8,0,-15279.71438
2008000123539,26,1,15280.4784
2008000123539,24,1,16808.52624
2008000123578,52,1,43549.36344
2008000123578,52,1,68762.1528
2008000124657,35,1,22920.7176
2008000128129,23,1,10696.33488
2008000130380,57,1,26740.8372
2008000130380,49,1,33769.85726
2008000134357,57,1,56002.95334
2008000135698,37,1,61274.71838
2008000135698,37,1,38354.00078
2008000135698,4,0,-15279.71438
2008000136081,39,1,3361.705248
2008000136081,34,1,2826.888504
2008000136081,51,1,9168.28704
2008000140211,48,1,30564.0129
2008000140211,59,1,23837.5463
2008000141586,43,1,22920.7176
2008000141586,39,1,11460.3588
2008000141586,47,1,16808.52624
2008000143759,72,2,8939.079864
2008000143759,65,2,23990.35109
2008000144334,49,1,39041.62231
2008000144334,52,1,11460.3588
2008000144334,23,1,15280.4784
2008000148408,54,1,53061.46124
2008000148653,43,1,30560.9568
2008000148653,41,1,30560.9568
2008000148653,15,0,0
2008000148653,13,0,NA
2008000148653,5,0,-15279.71438
2008000148653,73,2,3972.924384
2008000154272,66,2,17343.34298
2008000154722,68,1,9168.28704
2008000154722,58,1,18336.57408
2008000154722,89,2,6043.429207
2008000155454,66,2,9168.28704
2008000156829,44,1,27504.86112
2008000156829,35,1,14134.44252
2008000156829,21,1,6647.008104
2008000156829,19,1,320.8900464
2008000156829,17,2,0
2008000156829,13,0,NA
2008000156829,76,2,6112.19136
2008000156930,33,2,764.02392
2008000156930,32,1,249071.7979
2008000156930,7,0,-15279.71438
2008000156930,0,0,NA
2008000156942,23,1,22920.7176
2008000156942,30,1,22538.70564
2008000156942,32,1,14516.45448
2008000156942,24,1,4599.423998
2008000157929,65,2,5882.984184
2008000158911,38,2,-3667.314816
2008000158911,40,1,30560.9568
2008000159846,62,2,6112.19136
2008000163181,33,1,24372.36305
2008000167430,54,2,77930.43984
2008000167430,54,2,0
2008000167544,28,1,18336.57408
2008000168267,42,1,53481.6744
2008000168267,42,1,42021.3156
2008000169758,28,1,18336.57408
2008000169758,24,1,26358.82524
2008000170681,27,1,22920.7176
2008000170681,8,0,-15279.71438
2008000171182,94,2,19100.598
2008000172623,51,1,23684.74152
2008000172623,51,1,45956.03879
2008000173678,30,1,52603.04689
2008000173678,3,0,-15279.71438
2008000180863,45,1,27657.6659
2008000184366,25,1,12224.38272
2008000184366,26,1,18336.57408
2008000184366,26,1,18336.57408
2008000184366,25,1,11460.3588
2008000184495,57,1,44771.80171
2008000184495,17,1,1298.840664
2008000186474,66,2,11001.94445
2008000190050,53,1,764.02392
2008000190050,53,1,25212.78936
2008000191001,47,1,36673.14816
2008000191001,4,0,-15279.71438
2008000191001,2,0,-15279.71438
2008000191001,23,1,26282.42285
2008000191110,59,1,87022.32449
2008000191110,60,2,21621.87694
2008000191377,88,2,31554.1879
2008000192336,50,1,38201.196
2008000192336,44,1,9932.31096
2008000192336,16,2,0
2008000192336,10,0,NA
2008000192898,58,1,76402.392
2008000192898,61,1,80222.5116
2008000193018,66,2,12988.40664
2008000193018,63,1,22874.87616
2008000193235,82,2,13523.22338
2008000200526,21,1,3056.09568
2008000200526,18,1,12759.19946
2008000200526,21,1,3056.09568
2008000201266,67,1,33082.23574
2008000201266,62,2,27963.27547
2008000202420,54,1,38201.196
2008000202420,43,1,26740.8372
2008000203117,44,2,7181.824848
2008000204343,25,1,19100.598
2008000204343,26,1,30560.9568
2008000204643,58,1,35145.10032
2008000204643,52,1,12988.40664
2008000204929,26,1,7640.2392
2008000208459,66,2,3797.198882
2008000208459,71,2,6417.800928
2008000209436,56,1,7640.2392
2008000210724,35,1,122243.8272
2008000210724,36,1,35297.9051
2008000210724,0,0,NA
2008000210826,54,1,26817.23959
2008000210826,65,2,13752.43056
2008000212183,82,2,20170.23149
2008000214954,63,1,8404.26312
2008000215333,42,1,44313.38736
2008000215333,45,1,53481.6744
2008000215744,30,1,57301.794
2008000215744,30,1,30560.9568
2008000215744,1,0,NA
2008000218975,78,2,16808.52624
2008000224800,53,1,38506.80557
2008000224800,10,0,NA
2008000224800,46,1,21851.08411
2008000225257,45,1,15280.4784
2008000225257,54,1,17572.55016
2008000225257,23,1,1222.438272
2008000226186,52,2,7334.629632
2008000226508,19,1,687.621528
2008000231223,36,1,45994.23998
2008000231223,33,1,26740.8372
2008000231223,2,0,-15279.71438
2008000232086,51,1,22920.7176
2008000232086,65,2,8862.677472
2008000234046,23,1,18183.7693
2008000234046,39,1,15356.88079
2008000236799,22,1,5959.386576
2008000236799,23,1,13064.80903
2008000238601,37,1,82514.58336
2008000238601,33,1,21392.66976
2008000239602,32,1,25365.59414
2008000239602,26,1,916.828704
2008000241675,26,2,0
2008000241675,39,1,8175.055944
2008000241675,7,0,-15279.71438
2008000241675,3,0,-15279.71438
2008000243319,53,1,17878.15973
2008000243319,21,1,16426.51428
2008000247029,50,1,29032.90896
2008000248671,56,2,4736.948304
2008000249000,29,1,382.01196
2008000250975,37,2,2674.08372
2008000250975,51,1,15051.27122
2008000250975,18,1,7563.836808
2008000252557,30,1,44336.30808
2008000253608,31,1,11460.3588
2008000269829,53,1,85035.8623
2008000270928,84,2,11154.74923
2008000273390,60,1,55162.52702
2008000273390,54,2,0
2008000273390,20,1,3820.1196
2008000273390,21,1,611.219136
2008000273390,54,2,0
2008000274941,57,1,5348.16744
2008000277165,58,2,5806.581792
2008000277165,56,1,11460.3588
2008000278374,42,2,305.609568
2008000278374,44,1,134086.198
2008000278374,13,0,NA
2008000278374,8,0,-15279.71438
2008000278374,4,0,-15279.71438
2008000280795,32,1,21392.66976
2008000280795,31,1,45841.4352
2008000280795,0,0,NA
2008000291407,60,2,26282.42285
2008000291435,43,1,47369.48304
2008000291435,32,1,22920.7176
2008000291435,1,0,NA
2008000291505,26,1,7716.641592
2008000291505,23,1,1222.438272
2008000296553,36,1,19100.598
2008000296553,34,1,3361.705248
2008000297686,34,1,14822.06405
2008000297686,32,1,8404.26312
2008000297686,2,0,-15279.71438
2008000297974,79,2,14669.25926
2008000297974,71,2,22233.09607
2008000298195,44,1,41257.29168
2008000298195,48,1,44313.38736
2008000298533,56,1,72582.2724
2008000299920,33,1,35909.12424
2008000299920,25,1,6035.788968
2008000300224,74,2,9932.31096
2008000300788,55,1,53481.6744
2008000300788,53,1,15280.4784
2008000300788,22,1,2292.07176
2008000301083,68,2,21392.66976
2008000303187,52,1,41257.29168
2008000303187,48,1,19100.598
2008000304091,47,1,71054.22456
2008000304091,48,1,2062.864584
2008000304091,19,1,244.4876544
2008000304091,19,2,0
2008000307420,30,1,38231.75696
2008000307420,34,1,14287.2473
2008000311131,55,2,5500.972224
2008000311612,24,1,53481.6744
2008000311612,30,1,53481.6744
2008000312426,47,1,10390.72531
2008000312426,50,1,48133.50696
2008000312426,16,2,0
2008000312426,11,0,NA
2008000312890,39,1,23990.35109
2008000312890,36,2,0
2008000312890,2,0,-15279.71438
2008000319941,66,2,33846.25966
2008000320121,58,1,18336.57408
2008000320121,15,0,4202.13156
2008000321628,33,1,10696.33488
2008000321628,8,0,-15279.71438
2008000321628,0,0,NA
2008000321628,32,1,9550.299
2008000321934,82,2,34686.68597
2008000321934,78,2,5882.984184
2008000322907,57,2,0
2008000322907,57,1,133704.186
2008000323908,37,1,25441.99654
2008000323908,35,1,42021.3156
2008000325109,35,1,48133.50696
2008000325109,33,1,47369.48304
2008000327991,60,1,45841.4352
2008000327991,61,1,22920.7176
2008000329922,76,2,3667.314816
2008000330900,51,1,36673.14816
2008000330900,45,2,1528.04784
2008000330900,11,0,NA
2008000332681,87,2,19100.598
2008000332681,88,2,6570.605712
2008000333827,49,1,28650.897
2008000333827,37,1,15280.4784
2008000333827,19,1,534.816744
2008000333827,17,2,0
2008000333827,14,0,NA
2008000333827,64,1,29796.93288
2008000340629,44,2,0
2008000340629,11,0,NA
2008000340629,7,0,-15279.71438
2008000341191,58,1,65262.92325
2008000346389,66,2,25976.81328
2008000348262,63,2,18336.57408
2008000348286,61,1,17496.14777
2008000349280,81,2,15127.67362
2008000353717,77,2,6417.800928
2008000353717,63,1,3438.10764
2008000355585,61,2,3056.09568
2008000355585,68,2,7372.830828
2008000356053,52,1,49715.03647
2008000356053,44,1,53481.6744
2008000356053,6,0,-15279.71438
2008000356584,59,1,53634.47918
2008000356584,65,2,0
2008000356584,29,2,0
2008000356584,22,1,3820.1196
2008000363603,28,1,13599.62578
2008000363603,25,1,17954.56212
2008000363603,3,0,-15279.71438
2008000363603,1,0,NA
2008000366299,51,2,2292.07176
2008000366446,67,2,19711.81714
2008000366446,67,2,15280.4784
2008000370242,35,1,38201.196
2008000370242,38,1,38201.196
2008000370393,34,1,13767.71104
2008000370393,33,1,39729.24384
2008000370393,13,0,NA
2008000370393,12,0,NA
2008000370393,10,0,NA
2008000370393,7,0,-15279.71438
2008000370393,6,0,-15279.71438
2008000370393,4,0,-15279.71438
2008000372778,45,1,42785.33952
2008000372778,51,1,13752.43056
2008000372778,19,1,15280.4784
2008000373808,26,1,7640.2392
2008000373808,33,2,198.6462192
2008000373808,26,1,19100.598
2008000378244,43,1,57301.794
2008000378244,34,1,26740.8372
2008000379018,67,2,7640.2392
2008000382987,40,1,9168.28704
2008000382987,1,0,NA
2008000382987,33,1,19024.19561
2008000383771,40,1,76402.392
2008000383771,40,1,24448.76544
2008000383771,7,0,-15279.71438
2008000383771,6,0,-15279.71438
2008000386570,56,2,0
2008000386570,57,1,30560.9568
2008000388346,86,2,10696.33488
2008000389659,68,2,5271.765048
2008000389659,73,2,10428.92651
2008000389659,47,1,6417.800928
2008000389659,26,1,17266.94059
2008000394617,31,1,15280.4784
2008000394796,27,1,3820.1196
2008000394796,28,2,0
2008000394796,27,2,0
2008000399828,77,2,38965.21992
2008000399828,70,2,3514.510032
2008000403299,36,1,16808.52624
2008000403299,37,1,38201.196
2008000403425,49,1,39729.24384
2008000403425,56,2,0
2008000403730,86,2,26404.66668
2008000404193,25,1,9168.28704
2008000404442,46,1,35909.12424
2008000404442,45,1,20628.64584
2008000404442,23,1,8175.055944
2008000410984,20,2,0
2008000413197,29,1,6341.398536
2008000413197,11,0,NA
2008000413197,8,0,-15279.71438
2008000414233,27,1,9397.494216
2008000414233,26,1,40722.47494
2008000417022,29,1,25212.78936
2008000417022,30,1,35145.10032
2008000423140,27,1,11460.3588
2008000423140,3,0,-15279.71438
2008000423140,2,0,-15279.71438
2008000423140,27,2,4584.14352
2008000423140,4,0,-15279.71438
2008000423140,3,0,-15279.71438
2008000423444,29,1,42785.33952
2008000423444,34,1,9168.28704
2008000425387,76,2,21010.6578
2008000425387,61,1,11460.3588
2008000425387,26,1,29147.51255
2008000425387,2,0,-15279.71438
2008000430280,51,1,14440.05209
2008000430280,52,1,27504.86112
2008000433709,27,1,3667.314816
2008000434639,33,1,19100.598
2008000434639,14,0,NA
2008000434639,10,0,NA
2008000436566,29,1,35145.10032
2008000439359,77,2,3667.314816
2008000439359,78,2,9244.689432
2008000439359,50,1,11307.55402
2008000439359,10,0,NA
2008000439446,35,1,26740.8372
2008000439446,34,2,6876.21528
2008000445163,29,1,29743.45121
2008000445163,29,1,59907.11557
2008000445163,3,0,-15279.71438
2008000445163,0,0,NA
2008000447679,63,1,53252.46722
2008000447679,58,1,458.414352
2008000447679,47,1,5730.1794
2008000447679,47,1,6876.21528
2008000447679,34,2,5806.581792
2008000448274,48,1,24448.76544
2008000450995,32,1,27504.86112
2008000450995,10,0,NA
2008000451172,71,2,27046.44677
2008000453741,49,1,27504.86112
2008000454576,51,1,51189.60264
2008000454576,7,0,-15279.71438
2008000456122,28,1,7640.2392
2008000456122,21,1,9168.28704
2008000457645,60,1,34381.0764
2008000462160,60,1,72582.2724
2008000462160,53,1,87862.7508
2008000463584,81,2,5500.972224
2008000466066,74,1,23226.32717
2008000466066,70,2,9168.28704
2008000469989,59,1,3820.1196
2008000469989,52,2,10619.93249
2008000477893,27,1,20628.64584
2008000477893,34,1,19100.598
2008000477893,29,1,19100.598
2008000479075,36,1,29796.93288
2008000479673,37,1,36673.14816
2008000479673,38,2,0
2008000479673,3,0,-15279.71438
2008000479673,1,0,NA
2008000480085,25,1,27504.86112
2008000480085,31,1,19100.598
2008000483473,27,1,35190.94176
2008000497357,20,1,5348.16744
2008000498319,20,1,1146.03588
2008000500276,75,2,14974.86883
2008000500276,65,2,4431.338736
2008000501830,70,2,5577.374616
2008000502911,69,2,6876.21528
2008000502911,52,1,11231.15162
2008000509137,34,1,17496.14777
2008000509137,25,1,26740.8372
2008000512431,72,2,54245.69832
2008000512431,69,2,12682.79707
2008000513633,35,1,4584.14352
2008000513633,29,1,9168.28704
2008000514722,76,2,35450.70989
2008000514722,76,2,9397.494216
2008000521303,24,2,0
2008000521303,35,1,9168.28704
2008000521303,6,0,-15279.71438
2008000521303,4,0,-15279.71438
2008000521303,3,0,-15279.71438
2008000522011,35,2,4584.14352
2008000522011,16,2,0
2008000522011,10,0,NA
2008000522011,37,2,0
2008000522827,50,1,38201.196
2008000524702,30,1,5118.960264
2008000524702,39,1,38965.21992
2008000525887,86,2,4660.545912
2008000526096,49,1,36673.14816
2008000526096,20,1,3056.09568
2008000528025,35,1,20552.24345
2008000528025,16,2,0
