geography,id,num_hh_control,hh_size_1_control,hh_size_2_control,hh_size_3_control,hh_size_4_plus_control,hh_inc_0_21_control,hh_inc_21_42_control,hh_inc_42_85_control,hh_inc_85_plus_control,num_per_control,per_race_white_control,per_race_black_control,per_race_native_control,per_race_asian_control,per_race_pacific_control,per_race_other_control,per_race_multi_control,per_age_0_14_control,per_age_15_19_control,per_age_20_29_control,per_age_30_54_control,per_age_55_64_control,per_age_65_plus_control,avg_percap_inc_control,num_hh_result,hh_size_1_result,hh_size_2_result,hh_size_3_result,hh_size_4_plus_result,hh_inc_0_21_result,hh_inc_21_42_result,hh_inc_42_85_result,hh_inc_85_plus_result,num_per_result,per_race_white_result,per_race_black_result,per_race_native_result,per_race_asian_result,per_race_pacific_result,per_race_other_result,per_race_multi_result,per_age_0_14_result,per_age_15_19_result,per_age_20_29_result,per_age_30_54_result,per_age_55_64_result,per_age_65_plus_result,avg_percap_inc_result,num_hh_diff,hh_size_1_diff,hh_size_2_diff,hh_size_3_diff,hh_size_4_plus_diff,hh_inc_0_21_diff,hh_inc_21_42_diff,hh_inc_42_85_diff,hh_inc_85_plus_diff,num_per_diff,per_race_white_diff,per_race_black_diff,per_race_native_diff,per_race_asian_diff,per_race_pacific_diff,per_race_other_diff,per_race_multi_diff,per_age_0_14_diff,per_age_15_19_diff,per_age_20_29_diff,per_age_30_54_diff,per_age_55_64_diff,per_age_65_plus_diff,avg_percap_inc_diff
BG,410290010013,476,60,113,227,76,24,79,132,241,1373,996,13,14,0,0,327,23,320,60,38,682,141,132,28477,476.0,55.0,110.0,211.0,100.0,131.0,278.0,45.0,22.0,1312.0,948.0,13.0,10.0,0.0,0.0,320.0,21.0,572.0,53.0,115.0,400.0,89.0,83.0,-1921228.4390439996,0.0,-5.0,-3.0,-16.0,24.0,107.0,199.0,-87.0,-219.0,-61.0,-48.0,0.0,-4.0,0.0,0.0,-7.0,-2.0,252.0,-7.0,77.0,-282.0,-52.0,-49.0,-1949705.4390439996
BG,410290010021,265,81,168,16,0,53,91,93,28,491,480,0,0,0,0,11,0,0,32,89,241,39,90,26036,265.0,132.0,113.0,10.0,10.0,230.0,16.0,19.0,0.0,430.0,366.0,2.0,5.0,0.0,0.0,52.0,5.0,115.0,5.0,16.0,124.0,99.0,71.0,-1055040.5571789998,0.0,51.0,-55.0,-6.0,10.0,177.0,-75.0,-74.0,-28.0,-61.0,-114.0,2.0,5.0,0.0,0.0,41.0,5.0,115.0,-27.0,-73.0,-117.0,60.0,-19.0,-1081076.5571789998
BG,410290010022,294,93,86,81,34,137,70,50,37,712,652,0,11,0,0,0,49,219,72,64,165,113,79,24910,295.0,80.0,73.0,99.0,43.0,170.0,63.0,43.0,19.0,699.0,640.0,0.0,10.0,0.0,0.0,0.0,49.0,244.0,57.0,88.0,189.0,43.0,78.0,226808.53794499952,1.0,-13.0,-13.0,18.0,9.0,33.0,-7.0,-7.0,-18.0,-13.0,-12.0,0.0,-1.0,0.0,0.0,0.0,0.0,25.0,-15.0,24.0,24.0,-70.0,-1.0,201898.53794499952
BG,410290010024,460,96,143,58,163,10,87,108,255,1363,1198,1,0,9,0,148,7,308,113,61,438,263,180,28277,460.0,46.0,198.0,55.0,161.0,142.0,233.0,72.0,13.0,1251.0,1127.0,0.0,0.0,8.0,0.0,116.0,0.0,502.0,113.0,76.0,337.0,152.0,71.0,105062.38835099898,0.0,-50.0,55.0,-3.0,-2.0,132.0,146.0,-36.0,-242.0,-112.0,-71.0,-1.0,0.0,-1.0,0.0,-32.0,-7.0,194.0,0.0,15.0,-101.0,-111.0,-109.0,76785.38835099898
BG,410290011001,428,121,217,49,41,79,41,179,129,912,816,0,0,0,0,0,96,76,30,38,198,260,310,29746,428.0,120.0,215.0,50.0,43.0,287.0,77.0,54.0,10.0,884.0,801.0,0.0,0.0,0.0,0.0,0.0,83.0,247.0,29.0,38.0,222.0,169.0,179.0,-144358.53399400052,0.0,-1.0,-2.0,1.0,2.0,208.0,36.0,-125.0,-119.0,-28.0,-15.0,0.0,0.0,0.0,0.0,0.0,-13.0,171.0,-1.0,0.0,24.0,-91.0,-131.0,-174104.53399400052
BG,410290011002,416,101,171,39,105,32,94,58,232,966,865,0,0,0,0,0,101,119,90,127,42,361,227,28907,416.0,98.0,165.0,39.0,114.0,204.0,176.0,33.0,3.0,1003.0,934.0,0.0,0.0,0.0,0.0,0.0,69.0,291.0,80.0,99.0,83.0,282.0,168.0,-195532.107878,0.0,-3.0,-6.0,0.0,9.0,172.0,82.0,-25.0,-229.0,37.0,69.0,0.0,0.0,0.0,0.0,0.0,-32.0,172.0,-10.0,-28.0,41.0,-79.0,-59.0,-224439.107878
BG,410290011004,947,118,360,49,420,40,319,153,435,2721,2598,0,23,0,0,0,100,430,259,269,784,284,695,28929,947.0,113.0,355.0,51.0,428.0,297.0,514.0,103.0,33.0,2748.0,2553.0,0.0,25.0,0.0,0.0,0.0,170.0,957.0,220.0,269.0,553.0,245.0,504.0,-660829.5328130014,0.0,-5.0,-5.0,2.0,8.0,257.0,195.0,-50.0,-402.0,27.0,-45.0,0.0,2.0,0.0,0.0,0.0,70.0,527.0,-39.0,0.0,-231.0,-39.0,-191.0,-689758.5328130014
BG,410290012001,42,7,33,0,2,7,0,26,9,92,92,0,0,0,0,0,0,5,0,0,40,40,7,26735,42.0,8.0,34.0,0.0,0.0,30.0,0.0,12.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,16.0,13.0,42042.29036499999,0.0,1.0,1.0,0.0,-2.0,23.0,0.0,-14.0,-9.0,-16.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,-16.0,-24.0,6.0,15307.290364999993
BG,410290012003,396,92,157,86,61,32,99,146,119,1125,970,0,0,47,4,10,94,216,17,254,249,108,281,26761,396.0,81.0,150.0,92.0,73.0,151.0,163.0,73.0,9.0,949.0,803.0,0.0,0.0,50.0,4.0,10.0,82.0,378.0,9.0,179.0,169.0,75.0,139.0,-459083.6211140002,0.0,-11.0,-7.0,6.0,12.0,119.0,64.0,-73.0,-110.0,-176.0,-167.0,0.0,0.0,3.0,0.0,0.0,-12.0,162.0,-8.0,-75.0,-80.0,-33.0,-142.0,-485844.6211140002
BG,410290013011,647,152,248,55,192,67,158,280,142,1565,1398,0,0,15,0,55,97,249,42,278,535,97,364,24608,647.0,154.0,244.0,55.0,194.0,237.0,238.0,156.0,16.0,1896.0,1700.0,0.0,0.0,36.0,0.0,64.0,96.0,685.0,29.0,223.0,518.0,101.0,331.0,-73937.2755630007,0.0,2.0,-4.0,0.0,2.0,170.0,80.0,-124.0,-126.0,331.0,302.0,0.0,0.0,21.0,0.0,9.0,-1.0,436.0,-13.0,-55.0,-17.0,4.0,-33.0,-98545.2755630007
BG,410290013012,847,146,244,199,258,92,216,184,355,2521,2382,0,0,31,0,14,94,521,186,122,1021,268,403,27286,847.0,138.0,237.0,200.0,272.0,254.0,402.0,143.0,48.0,2726.0,2559.0,0.0,0.0,50.0,0.0,24.0,93.0,992.0,165.0,144.0,814.0,285.0,326.0,-243636.80112699931,0.0,-8.0,-7.0,1.0,14.0,162.0,186.0,-41.0,-307.0,205.0,177.0,0.0,0.0,19.0,0.0,10.0,-1.0,471.0,-21.0,22.0,-207.0,17.0,-77.0,-270922.8011269993
BG,410290013013,245,24,157,38,26,9,25,79,132,1039,995,12,0,0,0,1,31,6,47,74,186,339,387,31533,245.0,20.0,160.0,36.0,29.0,135.0,89.0,15.0,6.0,644.0,610.0,16.0,0.0,0.0,0.0,0.0,18.0,154.0,19.0,35.0,104.0,210.0,122.0,43865.96178099967,0.0,-4.0,3.0,-2.0,3.0,126.0,64.0,-64.0,-126.0,-395.0,-385.0,4.0,0.0,0.0,0.0,-1.0,-13.0,148.0,-28.0,-39.0,-82.0,-129.0,-265.0,12332.96178099967
BG,410290013032,623,48,289,36,250,18,214,265,126,1884,1369,0,227,15,0,0,273,358,202,285,467,349,223,18587,623.0,32.0,251.0,137.0,203.0,191.0,276.0,138.0,18.0,1910.0,1405.0,0.0,235.0,7.0,0.0,0.0,263.0,698.0,123.0,270.0,415.0,281.0,123.0,10984.67105999915,0.0,-16.0,-38.0,101.0,-47.0,173.0,62.0,-127.0,-108.0,26.0,36.0,0.0,8.0,-8.0,0.0,0.0,-10.0,340.0,-79.0,-15.0,-52.0,-68.0,-100.0,-7602.328940000851
BG,410290013033,701,119,93,123,366,181,132,257,131,2294,2256,0,0,11,0,0,27,873,224,272,825,34,66,13558,701.0,134.0,128.0,26.0,413.0,171.0,259.0,226.0,45.0,2467.0,2382.0,0.0,0.0,26.0,0.0,0.0,59.0,1056.0,217.0,261.0,756.0,72.0,105.0,-1480188.6170920013,0.0,15.0,35.0,-97.0,47.0,-10.0,127.0,-31.0,-86.0,173.0,126.0,0.0,0.0,15.0,0.0,0.0,32.0,183.0,-7.0,-11.0,-69.0,38.0,39.0,-1493746.6170920013
BG,410290013041,519,107,294,38,80,104,171,84,160,1321,1304,0,0,0,0,17,0,129,111,109,184,200,588,39968,519.0,100.0,282.0,44.0,93.0,336.0,152.0,22.0,9.0,1261.0,1191.0,0.0,0.0,24.0,0.0,22.0,24.0,309.0,71.0,56.0,201.0,190.0,432.0,-212731.43161400012,0.0,-7.0,-12.0,6.0,13.0,232.0,-19.0,-62.0,-151.0,-60.0,-113.0,0.0,0.0,24.0,0.0,5.0,24.0,180.0,-40.0,-53.0,17.0,-10.0,-156.0,-252699.43161400012
BG,410290013043,496,59,175,104,158,28,46,95,327,1475,1341,23,0,38,0,0,73,343,98,45,484,193,312,49245,496.0,57.0,173.0,101.0,165.0,185.0,190.0,91.0,30.0,1531.0,1462.0,32.0,0.0,17.0,0.0,3.0,17.0,573.0,74.0,85.0,430.0,165.0,204.0,-238593.7448770001,0.0,-2.0,-2.0,-3.0,7.0,157.0,144.0,-4.0,-297.0,56.0,121.0,9.0,0.0,-21.0,0.0,3.0,-56.0,230.0,-24.0,40.0,-54.0,-28.0,-108.0,-287838.7448770001
BG,410290013044,450,159,66,127,98,146,95,76,133,1155,1079,17,0,0,0,59,0,212,46,72,465,282,78,18982,450.0,157.0,65.0,126.0,102.0,239.0,143.0,37.0,31.0,1175.0,1049.0,16.0,0.0,24.0,0.0,62.0,24.0,392.0,43.0,81.0,338.0,242.0,69.0,-132636.28430600045,0.0,-2.0,-1.0,-1.0,4.0,93.0,48.0,-39.0,-102.0,20.0,-30.0,-1.0,0.0,24.0,0.0,3.0,24.0,180.0,-3.0,9.0,-127.0,-40.0,-9.0,-151618.28430600045
BG,410290014012,614,42,258,17,297,50,183,147,234,1955,1955,0,0,0,0,0,0,535,75,72,626,188,459,26560,614.0,45.0,248.0,18.0,303.0,126.0,269.0,147.0,72.0,2194.0,2194.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,73.0,90.0,586.0,178.0,342.0,24850.50192299811,0.0,3.0,-10.0,1.0,6.0,76.0,86.0,0.0,-162.0,239.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,-2.0,18.0,-40.0,-10.0,-117.0,-1709.4980770018883
BG,410290014013,545,85,142,70,248,58,113,123,251,1829,1776,0,0,0,0,0,53,670,0,222,615,107,215,20347,545.0,81.0,149.0,69.0,246.0,143.0,247.0,106.0,49.0,1754.0,1703.0,0.0,0.0,0.0,0.0,0.0,51.0,806.0,0.0,193.0,493.0,87.0,175.0,-2248894.5648569996,0.0,-4.0,7.0,-1.0,-2.0,85.0,134.0,-17.0,-202.0,-75.0,-73.0,0.0,0.0,0.0,0.0,0.0,-2.0,136.0,0.0,-29.0,-122.0,-20.0,-40.0,-2269241.5648569996
BG,410290014031,860,262,443,0,155,53,0,301,506,1806,1753,53,0,0,0,0,0,225,103,62,314,308,794,51441,860.0,254.0,435.0,0.0,171.0,614.0,0.0,229.0,17.0,1854.0,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,66.0,67.0,421.0,255.0,487.0,17088.042861999245,0.0,-8.0,-8.0,0.0,16.0,561.0,0.0,-72.0,-489.0,48.0,101.0,-53.0,0.0,0.0,0.0,0.0,0.0,333.0,-37.0,5.0,107.0,-53.0,-307.0,-34352.957138000755
BG,410290015001,394,30,221,40,103,0,15,66,313,1028,1010,0,0,0,0,18,0,138,81,54,276,212,267,114409,394.0,10.0,218.0,45.0,121.0,0.0,261.0,128.0,5.0,1376.0,1320.0,0.0,0.0,20.0,0.0,16.0,20.0,579.0,5.0,31.0,343.0,237.0,181.0,54540.5647499999,0.0,-20.0,-3.0,5.0,18.0,0.0,246.0,62.0,-308.0,348.0,310.0,0.0,0.0,20.0,0.0,-2.0,20.0,441.0,-76.0,-23.0,67.0,25.0,-86.0,-59868.4352500001
BG,410290015002,839,231,412,94,102,107,138,84,510,1962,1962,0,0,0,0,0,0,389,23,71,520,269,690,50422,839.0,237.0,418.0,97.0,87.0,634.0,97.0,29.0,79.0,1799.0,1794.0,0.0,0.0,2.0,0.0,1.0,2.0,570.0,79.0,160.0,344.0,197.0,449.0,62028.62518599909,0.0,6.0,6.0,3.0,-15.0,527.0,-41.0,-55.0,-431.0,-163.0,-168.0,0.0,0.0,2.0,0.0,1.0,2.0,181.0,56.0,89.0,-176.0,-72.0,-241.0,11606.625185999088
BG,410290015003,204,13,41,107,43,0,33,85,86,635,605,0,0,0,0,0,30,104,12,171,197,70,81,32777,204.0,6.0,43.0,110.0,45.0,0.0,157.0,39.0,8.0,683.0,671.0,0.0,0.0,5.0,0.0,2.0,5.0,287.0,8.0,73.0,245.0,31.0,39.0,115608.83754899958,0.0,-7.0,2.0,3.0,2.0,0.0,124.0,-46.0,-78.0,48.0,66.0,0.0,0.0,5.0,0.0,2.0,-25.0,183.0,-4.0,-98.0,48.0,-39.0,-42.0,82831.83754899958
BG,410290015004,773,236,379,103,55,157,101,206,309,1545,1373,56,0,47,69,0,0,164,17,186,521,186,471,44101,773.0,245.0,362.0,98.0,68.0,571.0,88.0,102.0,12.0,1602.0,1420.0,70.0,0.0,54.0,54.0,2.0,2.0,392.0,13.0,176.0,369.0,195.0,405.0,-45839.423283000826,0.0,9.0,-17.0,-5.0,13.0,414.0,-13.0,-104.0,-297.0,57.0,47.0,14.0,0.0,7.0,-15.0,2.0,2.0,228.0,-4.0,-10.0,-152.0,9.0,-66.0,-89940.42328300083
BG,410290016011,566,277,174,81,34,162,255,119,30,1047,1008,0,0,0,0,0,39,37,27,113,162,157,551,19336,566.0,288.0,164.0,82.0,32.0,385.0,147.0,32.0,2.0,990.0,922.0,0.0,0.0,0.0,0.0,0.0,68.0,251.0,29.0,160.0,152.0,93.0,305.0,-412213.53366800025,0.0,11.0,-10.0,1.0,-2.0,223.0,-108.0,-87.0,-28.0,-57.0,-86.0,0.0,0.0,0.0,0.0,0.0,29.0,214.0,2.0,47.0,-10.0,-64.0,-246.0,-431549.53366800025
BG,410290016013,976,273,372,204,127,90,276,341,269,2120,1635,55,19,136,0,10,265,384,43,545,614,207,327,27346,976.0,250.0,376.0,212.0,138.0,417.0,436.0,117.0,6.0,2198.0,1694.0,59.0,20.0,168.0,0.0,12.0,245.0,750.0,30.0,427.0,505.0,191.0,295.0,-688061.2050190018,0.0,-23.0,4.0,8.0,11.0,327.0,160.0,-224.0,-263.0,78.0,59.0,4.0,1.0,32.0,0.0,2.0,-20.0,366.0,-13.0,-118.0,-109.0,-16.0,-32.0,-715407.2050190018
BG,410290016021,572,182,199,26,165,81,196,207,88,1282,1070,17,0,60,0,38,97,248,33,124,294,195,388,23069,572.0,180.0,215.0,34.0,143.0,274.0,175.0,114.0,9.0,1426.0,1115.0,22.0,0.0,122.0,0.0,44.0,123.0,493.0,24.0,81.0,385.0,172.0,271.0,24301.30811099941,0.0,-2.0,16.0,8.0,-22.0,193.0,-21.0,-93.0,-79.0,144.0,45.0,5.0,0.0,62.0,0.0,6.0,26.0,245.0,-9.0,-43.0,91.0,-23.0,-117.0,1232.308110999409
BG,410290016022,820,397,106,137,180,198,406,141,75,1716,1553,11,0,45,0,107,0,409,0,95,734,206,272,22037,820.0,412.0,132.0,120.0,156.0,404.0,330.0,85.0,1.0,1816.0,1637.0,14.0,0.0,0.0,0.0,165.0,0.0,646.0,0.0,170.0,408.0,261.0,298.0,-738852.3190029999,0.0,15.0,26.0,-17.0,-24.0,206.0,-76.0,-56.0,-74.0,100.0,84.0,3.0,0.0,-45.0,0.0,58.0,0.0,237.0,0.0,75.0,-326.0,55.0,26.0,-760889.3190029999
BG,410290016023,372,33,300,0,39,0,50,266,56,804,804,0,0,0,0,0,0,43,0,0,155,136,470,32691,372.0,19.0,217.0,0.0,136.0,0.0,372.0,0.0,0.0,1133.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,286.0,104.0,325.0,35309.368979999796,0.0,-14.0,-83.0,0.0,97.0,0.0,322.0,-266.0,-56.0,329.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,131.0,-32.0,-145.0,2618.3689799997956
BG,410290016024,382,83,145,73,81,67,34,48,233,1088,1088,0,0,0,0,0,0,221,96,66,244,232,229,40580,382.0,78.0,158.0,69.0,77.0,246.0,59.0,37.0,40.0,986.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,68.0,109.0,160.0,171.0,126.0,56429.55718700006,0.0,-5.0,13.0,-4.0,-4.0,179.0,25.0,-11.0,-193.0,-102.0,-102.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,-28.0,43.0,-84.0,-61.0,-103.0,15849.557187000057
BG,410290016025,707,297,242,63,105,185,179,159,184,1501,1342,0,0,26,0,12,121,150,39,239,515,150,408,26310,707.0,285.0,254.0,79.0,89.0,460.0,129.0,103.0,15.0,1474.0,1285.0,0.0,0.0,89.0,0.0,10.0,90.0,446.0,28.0,119.0,483.0,125.0,272.0,25484.41160199954,0.0,-12.0,12.0,16.0,-16.0,275.0,-50.0,-56.0,-169.0,-27.0,-57.0,0.0,0.0,63.0,0.0,-2.0,-31.0,296.0,-11.0,-120.0,-32.0,-25.0,-136.0,-825.5883980004583
BG,410290017012,911,222,347,180,162,109,243,232,327,2186,1843,1,0,288,0,0,54,232,258,271,694,302,429,26731,911.0,217.0,340.0,182.0,172.0,446.0,340.0,102.0,23.0,2256.0,2051.0,0.0,0.0,102.0,0.0,0.0,103.0,725.0,183.0,230.0,589.0,258.0,271.0,-422175.1925400011,0.0,-5.0,-7.0,2.0,10.0,337.0,97.0,-130.0,-304.0,70.0,208.0,-1.0,0.0,-186.0,0.0,0.0,49.0,493.0,-75.0,-41.0,-105.0,-44.0,-158.0,-448906.1925400011
BG,410290017021,1022,333,460,113,116,222,355,237,208,2409,2309,0,0,30,0,42,28,396,125,789,589,304,206,25332,1022.0,323.0,452.0,116.0,131.0,474.0,422.0,114.0,12.0,2391.0,2218.0,0.0,0.0,62.0,0.0,49.0,62.0,796.0,84.0,625.0,477.0,255.0,151.0,-305271.3263229993,0.0,-10.0,-8.0,3.0,15.0,252.0,67.0,-123.0,-196.0,-18.0,-91.0,0.0,0.0,32.0,0.0,7.0,34.0,400.0,-41.0,-164.0,-112.0,-49.0,-55.0,-330603.3263229993
BG,410290017022,1063,539,331,50,143,234,426,263,140,2093,1973,9,3,6,0,0,102,189,45,340,547,320,652,23489,1063.0,529.0,331.0,50.0,153.0,597.0,407.0,55.0,4.0,2144.0,2071.0,12.0,5.0,0.0,0.0,0.0,56.0,608.0,37.0,324.0,446.0,284.0,445.0,-207679.1081100013,0.0,-10.0,0.0,0.0,10.0,363.0,-19.0,-208.0,-136.0,51.0,98.0,3.0,2.0,-6.0,0.0,0.0,-46.0,419.0,-8.0,-16.0,-101.0,-36.0,-207.0,-231168.1081100013
BG,410290018013,919,251,409,122,137,302,299,143,175,1907,1660,41,40,0,0,36,130,432,66,609,387,106,307,25399,919.0,253.0,401.0,127.0,138.0,470.0,346.0,77.0,26.0,2061.0,1741.0,52.0,68.0,0.0,0.0,45.0,155.0,719.0,55.0,506.0,388.0,125.0,259.0,-228174.57440100075,0.0,2.0,-8.0,5.0,1.0,168.0,47.0,-66.0,-149.0,154.0,81.0,11.0,28.0,0.0,0.0,9.0,25.0,287.0,-11.0,-103.0,1.0,19.0,-48.0,-253573.57440100075
BG,410290018014,532,267,131,80,54,49,222,42,219,969,820,12,0,0,0,0,137,92,60,59,202,273,283,34807,532.0,261.0,134.0,77.0,60.0,277.0,250.0,3.0,2.0,1011.0,889.0,17.0,0.0,0.0,0.0,0.0,105.0,320.0,44.0,115.0,123.0,222.0,187.0,-176067.67335100006,0.0,-6.0,3.0,-3.0,6.0,228.0,28.0,-39.0,-217.0,42.0,69.0,5.0,0.0,0.0,0.0,0.0,-32.0,228.0,-16.0,56.0,-79.0,-51.0,-96.0,-210874.67335100006
BG,410290018021,655,222,278,57,98,50,142,184,279,1384,1316,0,0,68,0,0,0,216,90,14,492,233,339,57254,655.0,219.0,275.0,56.0,105.0,250.0,313.0,86.0,6.0,1462.0,1460.0,0.0,0.0,2.0,0.0,0.0,0.0,555.0,61.0,23.0,421.0,186.0,216.0,93538.81304499926,0.0,-3.0,-3.0,-1.0,7.0,200.0,171.0,-98.0,-273.0,78.0,144.0,0.0,0.0,-66.0,0.0,0.0,0.0,339.0,-29.0,9.0,-71.0,-47.0,-123.0,36284.81304499926
BG,410290018022,581,257,179,117,28,44,164,129,244,1087,1079,0,0,8,0,0,0,66,13,88,127,308,485,39811,581.0,255.0,180.0,115.0,31.0,293.0,257.0,30.0,1.0,1117.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,8.0,103.0,118.0,245.0,308.0,62075.32507399935,0.0,-2.0,1.0,-2.0,3.0,249.0,93.0,-99.0,-243.0,30.0,38.0,0.0,0.0,-8.0,0.0,0.0,0.0,269.0,-5.0,15.0,-9.0,-63.0,-177.0,22264.325073999353
BG,410290019001,836,385,191,125,135,257,302,168,109,2121,1856,17,12,50,0,14,172,270,339,541,574,145,252,19055,836.0,365.0,186.0,127.0,158.0,483.0,273.0,61.0,19.0,2064.0,1751.0,26.0,20.0,79.0,0.0,27.0,161.0,603.0,253.0,441.0,459.0,114.0,194.0,-768283.6877270001,0.0,-20.0,-5.0,2.0,23.0,226.0,-29.0,-107.0,-90.0,-57.0,-105.0,9.0,8.0,29.0,0.0,13.0,-11.0,333.0,-86.0,-100.0,-115.0,-31.0,-58.0,-787338.6877270001
BG,410290019002,309,107,160,9,33,94,68,36,111,1043,828,56,28,48,0,0,83,11,250,277,219,51,235,28478,309.0,98.0,163.0,11.0,37.0,222.0,72.0,9.0,6.0,699.0,545.0,50.0,34.0,22.0,0.0,0.0,48.0,146.0,127.0,173.0,106.0,38.0,109.0,-14677.340492000338,0.0,-9.0,3.0,2.0,4.0,128.0,4.0,-27.0,-105.0,-344.0,-283.0,-6.0,6.0,-26.0,0.0,0.0,-35.0,135.0,-123.0,-104.0,-113.0,-13.0,-126.0,-43155.34049200034
BG,410290020001,551,205,207,50,89,124,148,29,250,1241,1069,0,0,10,0,0,162,90,40,249,471,175,216,42306,551.0,202.0,206.0,50.0,93.0,341.0,171.0,23.0,16.0,1250.0,1101.0,0.0,0.0,16.0,0.0,0.0,133.0,318.0,30.0,207.0,401.0,147.0,147.0,83888.52879399969,0.0,-3.0,-1.0,0.0,4.0,217.0,23.0,-6.0,-234.0,9.0,32.0,0.0,0.0,6.0,0.0,0.0,-29.0,228.0,-10.0,-42.0,-70.0,-28.0,-69.0,41582.52879399969
BG,410290020002,547,304,198,40,5,113,136,94,204,860,788,0,0,0,0,0,72,27,50,170,257,234,122,52572,547.0,301.0,197.0,42.0,7.0,429.0,111.0,6.0,1.0,880.0,807.0,0.0,0.0,0.0,0.0,0.0,73.0,127.0,38.0,166.0,232.0,222.0,95.0,22486.71818799968,0.0,-3.0,-1.0,2.0,2.0,316.0,-25.0,-88.0,-203.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,-12.0,-4.0,-25.0,-12.0,-27.0,-30085.28181200032
BG,410290021001,863,226,457,81,99,117,155,191,400,1884,1718,0,17,100,0,0,49,130,34,268,355,519,578,47107,863.0,226.0,454.0,82.0,101.0,574.0,214.0,59.0,16.0,1919.0,1817.0,0.0,30.0,51.0,0.0,0.0,21.0,448.0,46.0,241.0,325.0,459.0,400.0,51249.980560999364,0.0,0.0,-3.0,1.0,2.0,457.0,59.0,-132.0,-384.0,35.0,99.0,0.0,13.0,-49.0,0.0,0.0,-28.0,318.0,12.0,-27.0,-30.0,-60.0,-178.0,4142.980560999364
BG,410290021002,489,286,155,8,40,155,78,104,152,842,745,37,0,22,0,25,13,70,13,107,231,172,249,44462,489.0,276.0,155.0,9.0,49.0,383.0,56.0,39.0,11.0,858.0,641.0,42.0,0.0,70.0,0.0,35.0,70.0,199.0,11.0,101.0,188.0,167.0,192.0,45417.38203899958,0.0,-10.0,0.0,1.0,9.0,228.0,-22.0,-65.0,-141.0,16.0,-104.0,5.0,0.0,48.0,0.0,10.0,57.0,129.0,-2.0,-6.0,-43.0,-5.0,-57.0,955.3820389995817
BG,410290021003,301,109,169,0,23,19,41,69,172,558,551,7,0,0,0,0,0,52,18,0,114,187,187,80308,301.0,110.0,167.0,0.0,24.0,176.0,103.0,22.0,0.0,612.0,602.0,10.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,115.0,189.0,145.0,57342.04197099991,0.0,1.0,-2.0,0.0,1.0,157.0,62.0,-47.0,-172.0,54.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,111.0,-18.0,0.0,1.0,2.0,-42.0,-22965.95802900009
BG,410290022001,396,118,202,57,19,32,111,64,189,792,760,0,0,15,0,0,17,12,40,117,156,132,335,55089,396.0,119.0,203.0,56.0,18.0,257.0,119.0,18.0,2.0,805.0,769.0,0.0,0.0,18.0,0.0,0.0,18.0,164.0,32.0,104.0,132.0,136.0,237.0,104856.85349100013,0.0,1.0,1.0,-1.0,-1.0,225.0,8.0,-46.0,-187.0,13.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,152.0,-8.0,-13.0,-24.0,4.0,-98.0,49767.85349100013
BG,410290022002,627,238,243,105,41,126,112,90,299,1343,1256,0,0,13,29,0,45,115,46,304,403,175,300,43622,627.0,228.0,239.0,109.0,51.0,399.0,172.0,45.0,11.0,1308.0,1180.0,0.0,0.0,49.0,35.0,0.0,44.0,344.0,32.0,251.0,298.0,148.0,200.0,-6576.741764000151,0.0,-10.0,-4.0,4.0,10.0,273.0,60.0,-45.0,-288.0,-35.0,-76.0,0.0,0.0,36.0,6.0,0.0,-1.0,229.0,-14.0,-53.0,-105.0,-27.0,-100.0,-50198.74176400015
BG,410290022003,510,105,308,29,68,32,63,48,367,1128,1113,0,0,15,0,0,0,92,144,16,343,233,300,80408,510.0,107.0,304.0,28.0,71.0,276.0,200.0,26.0,8.0,1194.0,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,103.0,36.0,317.0,209.0,214.0,72825.7192210001,0.0,2.0,-4.0,-1.0,3.0,244.0,137.0,-22.0,-359.0,66.0,81.0,0.0,0.0,-15.0,0.0,0.0,0.0,223.0,-41.0,20.0,-26.0,-24.0,-86.0,-7582.280778999906
