SERIALNO,HHNUM,PUMA,REGION,SPORDER,PWGTP,RAC1P,AGEP,PINCADJ,WORKER,SPORDER,PWGTP,AGEP,COW,ENG,RAC1P
2016000840844,56743,00600,1,1,3,1,67,40758.5772,0,1,3,67,1,b,1
2016000840984,56744,01320,1,1,20,1,79,34377.1838,0,1,20,79,b,b,1
2016000840984,56744,01320,1,2,23,1,73,18629.5517,0,2,23,73,b,b,1
2016000841141,56745,00200,1,1,21,1,23,19555.883,1,1,21,23,4,b,1
2016000841141,56745,00200,1,2,14,1,21,19555.883,1,2,14,21,1,b,1
2016000841171,56746,00600,1,1,21,1,55,6072.6163,0,1,21,55,b,b,1
2016000841171,56746,00600,1,2,21,1,57,62362.68163,1,2,21,57,1,2,1
2016000841210,56747,01318,1,1,13,9,30,49095.5589,1,1,13,30,2,b,9
2016000841210,56747,01318,1,2,17,1,31,24702.168,1,2,17,31,1,b,1
2016000841273,56748,00600,1,1,21,1,28,39111.766,1,1,21,28,3,b,1
2016000841402,56749,00400,1,1,19,1,62,45328.47828,1,1,19,62,1,b,1
2016000841402,56749,00400,1,2,18,1,68,62681.7513,0,2,18,68,1,b,1
2016000841459,56750,00500,1,1,12,1,46,45801.9365,1,1,12,46,3,b,1
2016000841459,56750,00500,1,2,13,1,19,0,0,2,13,19,b,b,1
2016000841459,56750,00500,1,3,8,1,40,41170.28,1,3,8,40,3,b,1
2016000841459,56750,00500,1,4,12,1,18,0,0,4,12,18,b,b,1
2016000841459,56750,00500,1,5,23,1,16,0,0,5,23,16,2,b,1
2016000841490,56751,00704,1,1,29,9,33,6175.542,0,1,29,33,1,1,9
2016000841490,56751,00704,1,2,32,7,34,7925.2789,0,2,32,34,1,1,7
2016000841490,56751,00704,1,3,20,9,0,0,0,3,20,0,b,b,9
2016000841531,56752,00705,1,1,12,1,48,61755.42,1,1,12,48,1,b,1
2016000841531,56752,00705,1,2,14,1,37,12351.084,1,2,14,37,6,b,1
2016000841565,56753,00400,1,1,31,1,54,31598.1899,1,1,31,54,6,b,1
2016000841565,56753,00400,1,2,22,1,65,228186.2769,0,2,22,65,6,b,1
2016000841565,56753,00400,1,3,30,1,18,2058.514,1,3,30,18,1,b,1
2016000841699,56754,01314,1,1,17,1,51,110130.499,1,1,17,51,1,1,1
2016000841753,56755,01200,1,1,3,1,57,36023.995,1,1,3,57,1,b,1
2016000841753,56755,01200,1,2,3,1,60,61755.42,1,2,3,60,1,b,1
2016000841956,56756,00200,1,1,5,1,26,20585.14,1,1,5,26,5,b,1
2016000841956,56756,00200,1,2,4,1,29,46522.4164,1,2,4,29,1,b,1
2016000841956,56756,00200,1,3,7,1,2,0,0,3,7,2,b,b,1
2016000841956,56756,00200,1,4,7,1,1,0,0,4,7,1,b,b,1
2016000842027,56757,01319,1,1,15,1,60,210997.685,0,1,15,60,b,b,1
2016000842033,56758,01104,1,1,19,1,29,97779.415,1,1,19,29,1,b,1
2016000842033,56758,01104,1,2,16,1,31,46316.565,1,2,16,31,4,b,1
2016000842090,56759,01105,1,1,20,8,21,10292.57,1,1,20,21,1,1,8
2016000842090,56759,01105,1,2,15,8,6,0,0,2,15,6,b,3,8
2016000842135,56760,00200,1,1,2,1,73,82546.4114,1,1,2,73,7,b,1
2016000842135,56760,00200,1,2,3,1,68,8748.6845,0,2,3,68,b,b,1
2016000842340,56761,01301,1,1,13,1,55,59696.906,1,1,13,55,1,b,1
2016000842340,56761,01301,1,2,12,1,20,12145.2326,0,2,12,20,1,b,1
2016000842340,56761,01301,1,3,12,1,18,7822.3532,1,3,12,18,1,b,1
2016000842604,56762,00703,1,1,14,1,27,42220.12214,1,1,14,27,2,b,1
2016000842626,56763,00400,1,1,19,1,55,86457.588,1,1,19,55,2,b,1
2016000842626,56763,00400,1,2,25,1,19,1852.6626,1,2,25,19,1,b,1
2016000842680,56764,00100,1,1,15,1,37,51462.85,1,1,15,37,1,b,1
2016000842680,56764,00100,1,2,9,1,13,0,0,2,9,13,b,1,1
2016000842680,56764,00100,1,3,9,1,10,0,0,3,9,10,b,b,1
2016000842722,56765,01317,1,1,17,1,48,99837.929,1,1,17,48,1,b,1
2016000842722,56765,01317,1,2,17,1,42,43232.911028,1,2,17,42,1,b,1
2016000842722,56765,01317,1,3,23,1,1,0,0,3,23,1,b,b,1
2016000842722,56765,01317,1,4,16,1,19,11115.9756,1,4,16,19,1,b,1
2016000842722,56765,01317,1,5,14,1,17,1029.257,0,5,14,17,1,b,1
2016000842722,56765,01317,1,6,19,1,12,0,0,6,19,12,b,b,1
2016000842777,56766,01000,1,1,25,1,49,42199.537,1,1,25,49,1,b,1
2016000842777,56766,01000,1,2,22,1,52,44258.051,1,2,22,52,1,b,1
2016000842777,56766,01000,1,3,29,1,14,0,0,3,29,14,b,b,1
2016000842948,56767,01305,1,1,24,1,69,12351.084,0,1,24,69,b,1,1
2016000842948,56767,01305,1,2,23,1,72,53109.6612,0,2,23,72,b,b,1
2016000843126,56768,01305,1,1,25,6,35,22231.9512,1,1,25,35,3,1,6
2016000843126,56768,01305,1,2,26,9,9,0,0,2,26,9,b,b,9
2016000843126,56768,01305,1,3,26,9,7,0,0,3,26,7,b,b,9
2016000843213,56769,00902,1,1,22,1,64,15438.855,0,1,22,64,6,b,1
2016000843213,56769,00902,1,2,20,1,63,123510.84,1,2,20,63,1,b,1
2016000843283,56770,01314,1,1,12,1,49,1.029257,0,1,12,49,b,b,1
2016000843283,56770,01314,1,2,15,1,59,628876.027,1,2,15,59,1,b,1
2016000843283,56770,01314,1,3,14,1,16,0,0,3,14,16,b,b,1
2016000843283,56770,01314,1,4,13,1,14,0,0,4,13,14,b,b,1
2016000843283,56770,01314,1,5,13,1,14,0,0,5,13,14,b,b,1
2016000843357,56771,01200,1,1,22,1,60,27789.939,1,1,22,60,7,b,1
2016000843357,56771,01200,1,2,25,1,65,18526.626,0,2,25,65,7,b,1
2016000843382,56772,01103,1,1,12,1,45,66901.705,1,1,12,45,1,b,1
2016000843382,56772,01103,1,2,16,1,44,18938.3288,0,2,16,44,1,b,1
2016000843459,56773,00200,1,1,12,1,64,28716.2703,1,1,12,64,6,b,1
2016000843459,56773,00200,1,2,14,1,57,11733.5298,0,2,14,57,1,b,1
2016000843482,56774,00902,1,1,9,1,20,2058.514,1,1,9,20,1,b,1
2016000843482,56774,00902,1,2,6,1,20,0,0,2,6,20,1,b,1
2016000843501,56775,00100,1,1,2,1,30,0,0,1,2,30,1,b,1
2016000843501,56775,00100,1,2,3,1,31,36023.995,1,2,3,31,1,b,1
2016000843501,56775,00100,1,3,5,1,4,0,0,3,5,4,b,b,1
2016000843501,56775,00100,1,4,3,1,3,0,0,4,3,3,b,b,1
2016000843501,56775,00100,1,5,2,1,0,0,0,5,2,0,b,b,1
2016000843512,56776,00705,1,1,6,1,73,31886.38186,0,1,6,73,b,b,1
2016000843591,56777,00100,1,1,13,1,45,43228.794,1,1,13,45,1,b,1
2016000843591,56777,00100,1,2,10,1,55,13380.341,0,2,10,55,b,b,1
2016000843591,56777,00100,1,3,16,1,17,7822.3532,1,3,16,17,1,b,1
2016000843713,56778,01301,1,1,13,1,65,17703.2204,0,1,13,65,b,b,1
2016000843721,56779,01303,1,1,29,1,25,31701.1156,1,1,29,25,1,b,1
2016000843721,56779,01303,1,2,30,1,30,36023.995,1,2,30,30,3,b,1
2016000843728,56780,00100,1,1,17,1,71,15438.855,0,1,17,71,b,b,1
2016000843728,56780,00100,1,2,22,1,70,26760.682,1,2,22,70,2,1,1
2016000843728,56780,00100,1,3,25,2,18,6484.3191,0,3,25,18,b,b,2
2016000843748,56781,00902,1,1,86,1,25,823.4056,0,1,86,25,1,b,1
2016000843773,56782,00500,1,1,12,1,57,8645.7588,1,1,12,57,1,b,1
2016000843919,56783,01301,1,1,13,1,70,43846.3482,1,1,13,70,3,b,1
2016000843976,56784,00600,1,1,69,1,62,33347.9268,1,1,69,62,2,b,1
2016000844076,56785,00100,1,1,15,1,66,40346.8744,1,1,15,66,1,b,1
2016000844096,56786,00400,1,1,4,1,61,29025.0474,0,1,4,61,3,b,1
2016000844096,56786,00400,1,2,4,1,67,24393.3909,0,2,4,67,1,b,1
2016000844293,56787,00300,1,1,43,1,28,10292.57,1,1,43,28,1,b,1
2016000844293,56787,00300,1,2,46,1,10,0,0,2,46,10,b,b,1
2016000844293,56787,00300,1,3,46,1,8,0,0,3,46,8,b,b,1
2016000844293,56787,00300,1,4,36,1,6,0,0,4,36,6,b,b,1
2016000844427,56788,01314,1,1,13,8,52,265548.306,1,1,13,52,6,b,8
2016000844427,56788,01314,1,2,13,1,53,157476.321,1,2,13,53,1,b,1
2016000844427,56788,01314,1,3,9,8,15,10292.57,0,3,9,15,b,b,8
2016000844493,56789,01316,1,1,18,1,72,20379.2886,1,1,18,72,1,b,1
2016000844493,56789,01316,1,2,25,1,70,5455.0621,0,2,25,70,1,b,1
2016000844493,56789,01316,1,3,18,1,65,33450.8525,0,3,18,65,1,b,1
2016000844675,56790,01303,1,1,20,1,24,41993.6856,1,1,20,24,1,b,1
2016000844675,56790,01303,1,2,18,1,21,16571.0377,0,2,18,21,4,b,1
2016000844777,56791,01323,1,1,17,1,58,41684.9085,1,1,17,58,1,b,1
2016000844777,56791,01323,1,2,19,1,19,7822.3532,0,2,19,19,2,1,1
2016000844777,56791,01323,1,3,29,1,3,0,0,3,29,3,b,b,1
2016000844795,56792,01303,1,1,15,1,53,9747.06379,0,1,15,53,b,b,1
2016000844845,56793,00703,1,1,69,1,21,0,0,1,69,21,2,b,1
2016000844845,56793,00703,1,2,86,1,21,61.75542,0,2,86,21,4,b,1
2016000844845,56793,00703,1,3,85,1,21,0,0,3,85,21,b,b,1
2016000844845,56793,00703,1,4,89,6,20,17394.4433,1,4,89,20,3,1,6
2016000844905,56794,01302,1,1,15,1,20,11321.827,1,1,15,20,1,1,1
2016000844905,56794,01302,1,2,20,1,25,30877.71,1,2,20,25,7,1,1
2016000844956,56795,01318,1,1,39,1,38,154409.13514,1,1,39,38,1,b,1
2016000844956,56795,01318,1,2,41,1,35,0,0,2,41,35,b,b,1
2016000844956,56795,01318,1,3,38,1,6,0,0,3,38,6,b,b,1
2016000844956,56795,01318,1,4,62,1,4,0,0,4,62,4,b,b,1
2016000844956,56795,01318,1,5,63,1,1,0,0,5,63,1,b,b,1
2016000845039,56796,00500,1,1,14,1,70,12145.2326,0,1,14,70,b,b,1
2016000845039,56796,00500,1,2,14,1,69,7822.3532,0,2,14,69,b,b,1
2016000845096,56797,01314,1,1,18,1,36,185266.26,1,1,18,36,1,b,1
2016000845154,56798,01317,1,1,17,1,37,25731.425,0,1,17,37,1,b,1
2016000845222,56799,01314,1,1,16,1,26,51462.85,1,1,16,26,1,b,1
2016000845234,56800,00200,1,1,7,2,29,17291.5176,1,1,7,29,1,b,2
2016000845320,56801,00600,1,1,14,1,41,64225.6368,0,1,14,41,7,b,1
2016000845320,56801,00600,1,2,22,1,31,2984.8453,1,2,22,31,6,b,1
2016000845477,56802,00704,1,1,53,1,68,34788.8866,0,1,53,68,4,b,1
2016000845537,56803,01314,1,1,15,1,37,123510.84,1,1,15,37,1,b,1
2016000845537,56803,01314,1,2,13,1,37,0,0,2,13,37,b,b,1
2016000845537,56803,01314,1,3,12,1,8,0,0,3,12,8,b,b,1
2016000845537,56803,01314,1,4,13,1,6,0,0,4,13,6,b,b,1
2016000845611,56804,01316,1,1,24,6,71,30229.27809,0,1,24,71,2,2,6
2016000845611,56804,01316,1,2,29,6,65,22746.5797,1,2,29,65,2,2,6
2016000845787,56805,01323,1,1,21,1,35,65872.448,1,1,21,35,1,1,1
2016000845849,56806,00703,1,1,15,9,76,20893.9171,0,1,15,76,1,b,9
2016000846176,56807,00600,1,1,36,1,24,11321.827,1,1,36,24,4,b,1
2016000846291,56808,01303,1,1,22,1,49,10292.57,1,1,22,49,1,b,1
2016000846291,56808,01303,1,2,22,1,47,102925.7,1,2,22,47,1,b,1
2016000846291,56808,01303,1,3,23,1,14,0,0,3,23,14,b,b,1
2016000846518,56809,01314,1,1,27,1,40,86457.588,1,1,27,40,1,b,1
2016000846518,56809,01314,1,2,24,1,9,0,0,2,24,9,b,b,1
2016000846518,56809,01314,1,3,25,1,7,0,0,3,25,7,b,b,1
2016000846715,56810,00200,1,1,19,1,68,14409.598,0,1,19,68,3,b,1
2016000846715,56810,00200,1,2,18,1,67,13174.4896,1,2,18,67,1,b,1
2016000846819,56811,01319,1,1,16,1,43,11321.827,0,1,16,43,b,b,1
2016000846819,56811,01319,1,2,14,1,43,102925.7,1,2,14,43,1,b,1
2016000846819,56811,01319,1,3,12,1,16,0,0,3,12,16,b,b,1
2016000847002,56812,00300,1,1,33,1,45,7204.799,1,1,33,45,1,3,1
2016000847002,56812,00300,1,2,12,1,57,9880.8672,1,2,12,57,1,2,1
2016000847002,56812,00300,1,3,26,1,21,8748.6845,0,3,26,21,1,1,1
2016000847002,56812,00300,1,4,60,1,15,0,0,4,60,15,b,1,1
2016000847002,56812,00300,1,5,19,1,2,0,0,5,19,2,b,b,1
2016000847002,56812,00300,1,6,19,1,0,0,0,6,19,0,b,b,1
2016000847018,56813,00705,1,1,17,1,36,81311.303,1,1,17,36,1,b,1
2016000847018,56813,00705,1,2,13,1,34,0,0,2,13,34,b,b,1
2016000847018,56813,00705,1,3,16,1,9,0,0,3,16,9,b,b,1
2016000847018,56813,00705,1,4,16,1,7,0,0,4,16,7,b,b,1
2016000847075,56814,01319,1,1,23,1,71,23878.7624,0,1,23,71,b,1,1
2016000847381,56815,01302,1,1,23,1,42,31083.5614,0,1,23,42,5,b,1
2016000847381,56815,01302,1,2,21,1,35,0,0,2,21,35,b,b,1
2016000847453,56816,01319,1,1,24,1,45,69989.476,1,1,24,45,1,b,1
2016000847453,56816,01319,1,2,27,1,47,58667.649,1,2,27,47,1,b,1
2016000847523,56817,00300,1,1,20,1,86,16159.3349,0,1,20,86,b,b,1
2016000847581,56818,01305,1,1,11,9,58,11527.6784,0,1,11,58,b,b,9
2016000847652,56819,00300,1,1,19,1,68,52389.1813,0,1,19,68,b,b,1
2016000847652,56819,00300,1,2,15,1,68,6072.6163,0,2,15,68,b,b,1
2016000847761,56820,00705,1,1,5,1,58,37567.8805,0,1,5,58,b,b,1
2016000847761,56820,00705,1,2,5,1,55,0,0,2,5,55,b,b,1
2016000847789,56821,01303,1,1,14,1,42,72047.99,1,1,14,42,1,b,1
2016000847878,56822,01303,1,1,16,6,38,47860.4505,1,1,16,38,2,b,6
2016000847878,56822,01303,1,2,19,1,31,22643.654,1,2,19,31,2,b,1
2016000847903,56823,00600,1,1,4,1,64,10292.57,0,1,4,64,b,b,1
2016000847903,56823,00600,1,2,6,1,32,0,0,2,6,32,b,b,1
2016000847903,56823,00600,1,3,6,1,29,21408.5456,1,3,6,29,1,b,1
2016000847903,56823,00600,1,4,6,1,76,22643.654,1,4,6,76,1,b,1
2016000847939,56824,01105,1,1,13,1,61,129686.382,1,1,13,61,2,b,1
2016000847939,56824,01105,1,2,15,1,59,24702.168,1,2,15,59,1,b,1
2016000848591,56825,01319,1,1,22,1,43,143066.723,0,1,22,43,3,b,1
2016000848617,56826,01317,1,1,22,1,57,30877.71,1,1,22,57,1,b,1
2016000848617,56826,01317,1,2,25,1,57,10292.57,1,2,25,57,1,b,1
2016000848617,56826,01317,1,3,47,1,21,12351.084,1,3,47,21,1,b,1
2016000848638,56827,01303,1,1,25,1,46,45287.308,1,1,25,46,2,b,1
2016000848638,56827,01303,1,2,23,1,47,77194.275,1,2,23,47,1,b,1
2016000848638,56827,01303,1,3,20,1,16,514.6285,1,3,20,16,1,b,1
2016000848638,56827,01303,1,4,26,1,12,0,0,4,26,12,b,b,1
2016000848713,56828,01323,1,1,27,1,72,49095.5589,0,1,27,72,b,b,1
2016000848713,56828,01323,1,2,25,1,75,43743.4225,0,2,25,75,b,b,1
2016000848814,56829,01302,1,1,103,6,42,15438.855,1,1,103,42,1,4,6
2016000848814,56829,01302,1,2,128,6,44,0,0,2,128,44,b,4,6
2016000848861,56830,01317,1,1,26,1,64,11733.5298,0,1,26,64,b,b,1
2016000848861,56830,01317,1,2,29,1,63,44155.1253,0,2,29,63,3,b,1
2016000848923,56831,01317,1,1,14,1,51,123510.84,1,1,14,51,1,b,1
2016000848923,56831,01317,1,2,14,1,52,32524.5212,1,2,14,52,1,b,1
2016000848966,56832,00500,1,1,4,1,76,29539.6759,0,1,4,76,b,b,1
2016000848966,56832,00500,1,2,5,1,60,9880.8672,1,2,5,60,1,b,1
2016000848985,56833,01314,1,1,14,1,70,110542.2018,1,1,14,70,1,b,1
2016000848985,56833,01314,1,2,13,1,69,81311.303,1,2,13,69,3,b,1
2016000849269,56834,01301,1,1,14,1,61,21099.7685,0,1,14,61,b,b,1
2016000849303,56835,01314,1,1,19,1,74,100352.5575,0,1,19,74,b,b,1
2016000849303,56835,01314,1,2,12,9,75,0,0,2,12,75,b,b,9
2016000849417,56836,01104,1,1,12,1,41,33965.481,1,1,12,41,2,b,1
2016000849417,56836,01104,1,2,15,1,41,37464.9548,1,2,15,41,2,b,1
2016000849434,56837,01318,1,1,29,1,32,40141.023,1,1,29,32,1,b,1
2016000849434,56837,01318,1,2,27,1,30,34994.738,1,2,27,30,1,b,1
2016000849476,56838,01200,1,1,6,1,77,17806.1461,0,1,6,77,b,b,1
2016000849560,56839,01320,1,1,7,1,40,51462.85,1,1,7,40,1,b,1
2016000849560,56839,01320,1,2,8,1,15,0,0,2,8,15,b,b,1
2016000849560,56839,01320,1,3,7,1,14,0,0,3,7,14,b,b,1
2016000849560,56839,01320,1,4,8,1,10,0,0,4,8,10,b,b,1
2016000849560,56839,01320,1,5,7,1,8,0,0,5,7,8,b,b,1
2016000849560,56839,01320,1,6,7,1,45,16601.91541,1,6,7,45,3,b,1
2016000849679,56840,00901,1,1,42,1,51,106013.471,1,1,42,51,4,b,1
2016000849679,56840,00901,1,2,26,1,50,0,0,2,26,50,4,b,1
2016000849679,56840,00901,1,3,32,1,15,0,0,3,32,15,b,b,1
2016000849679,56840,00901,1,4,38,1,13,0,0,4,38,13,b,b,1
2016000849700,56841,00705,1,1,10,1,82,98088.1921,0,1,10,82,b,b,1
2016000849700,56841,00705,1,2,9,1,83,12454.0097,0,2,9,83,b,b,1
2016000849713,56842,00400,1,1,12,1,40,32936.224,1,1,12,40,1,b,1
2016000849713,56842,00400,1,2,13,1,12,0,0,2,13,12,b,b,1
2016000849713,56842,00400,1,3,13,1,9,0,0,3,13,9,b,b,1
2016000849713,56842,00400,1,4,12,1,16,0,0,4,12,16,b,b,1
2016000849713,56842,00400,1,5,13,1,14,0,0,5,13,14,b,b,1
2016000849713,56842,00400,1,6,11,1,37,22643.654,1,6,11,37,1,b,1
2016000849830,56843,00703,1,1,20,1,65,30568.9329,0,1,20,65,1,b,1
2016000849923,56844,01105,1,1,12,1,66,88516.102,0,1,12,66,b,b,1
2016000849923,56844,01105,1,2,11,1,66,5557.9878,0,2,11,66,b,b,1
2016000849930,56845,01317,1,1,26,1,69,31515.84934,1,1,26,69,6,b,1
2016000849930,56845,01317,1,2,24,1,66,16673.9634,0,2,24,66,b,b,1
2016000849960,56846,01316,1,1,13,1,76,43537.5711,0,1,13,76,b,b,1
2016000849960,56846,01316,1,2,12,1,74,0,0,2,12,74,b,b,1
2016000850256,56847,00500,1,1,14,1,27,11321.827,1,1,14,27,1,1,1
2016000850256,56847,00500,1,2,29,1,2,0,0,2,29,2,b,b,1
2016000850264,56848,01105,1,1,13,1,25,1750.766157,1,1,13,25,5,b,1
2016000850264,56848,01105,1,2,9,1,35,41171.309257,1,2,9,35,1,b,1
2016000850264,56848,01105,1,3,10,1,3,0,0,3,10,3,b,b,1
2016000850268,56849,01105,1,1,4,1,85,65162.26067,0,1,4,85,b,b,1
2016000850349,56850,00704,1,1,11,1,69,25216.7965,1,1,11,69,3,b,1
2016000850349,56850,00704,1,2,12,1,59,25731.425,1,2,12,59,2,b,1
2016000850394,56851,01200,1,1,15,1,70,44052.1996,0,1,15,70,1,1,1
2016000850394,56851,01200,1,2,5,1,42,56609.135,1,2,5,42,2,b,1
2016000850394,56851,01200,1,3,5,1,36,60726.163,1,3,5,36,1,b,1
2016000850394,56851,01200,1,4,9,1,15,0,0,4,9,15,b,b,1
2016000850394,56851,01200,1,5,9,1,11,0,0,5,9,11,b,b,1
2016000850394,56851,01200,1,6,8,1,4,0,0,6,8,4,b,b,1
2016000850394,56851,01200,1,7,5,1,40,25731.425,1,7,5,40,2,b,1
2016000850498,56852,01301,1,1,21,1,33,52492.107,1,1,21,33,1,b,1
2016000850498,56852,01301,1,2,20,1,30,44258.051,1,2,20,30,2,b,1
2016000850498,56852,01301,1,3,24,1,0,0,0,3,24,0,b,b,1
2016000850508,56853,00600,1,1,4,1,54,53521.364,1,1,4,54,1,b,1
2016000850508,56853,00600,1,2,4,1,58,0,0,2,4,58,9,b,1
2016000850685,56854,01322,1,1,15,1,52,65872.448,0,1,15,52,2,b,1
2016000850685,56854,01322,1,2,14,1,57,60726.163,1,2,14,57,1,b,1
2016000850706,56855,01320,1,1,12,1,50,48683.8561,1,1,12,50,1,b,1
2016000850706,56855,01320,1,2,17,1,24,21614.397,1,2,17,24,1,b,1
2016000850706,56855,01320,1,3,17,1,22,9119.21702,0,3,17,22,9,b,1
2016000850751,56856,00500,1,1,13,1,56,49404.336,1,1,13,56,1,b,1
2016000850751,56856,00500,1,2,11,1,62,31906.967,1,2,11,62,1,b,1
2016000850751,56856,00500,1,3,15,1,23,15438.855,1,3,15,23,2,b,1
2016000850848,56857,01314,1,1,16,1,51,84399.074,1,1,16,51,1,b,1
2016000851090,56858,01303,1,1,14,1,37,124541.126257,1,1,14,37,1,b,1
2016000851090,56858,01303,1,2,13,1,37,1.029257,0,2,13,37,b,b,1
2016000851090,56858,01303,1,3,14,1,10,0,0,3,14,10,b,b,1
2016000851090,56858,01303,1,4,14,1,7,0,0,4,14,7,b,b,1
2016000851090,56858,01303,1,5,15,1,3,0,0,5,15,3,b,b,1
2016000851207,56859,00600,1,1,7,1,46,113218.27,1,1,7,46,2,b,1
2016000851207,56859,00600,1,2,6,1,15,2573.1425,0,2,6,15,b,b,1
2016000851207,56859,00600,1,3,7,1,10,0,0,3,7,10,b,b,1
2016000851207,56859,00600,1,4,8,1,7,0,0,4,8,7,b,b,1
2016000851219,56860,01000,1,1,42,1,60,18938.3288,0,1,42,60,b,b,1
2016000851345,56861,00600,1,1,19,1,68,13586.1924,0,1,19,68,b,b,1
2016000851486,56862,00100,1,1,2,1,55,12351.084,1,1,2,55,6,b,1
2016000851511,56863,00703,1,1,12,1,61,79252.789,1,1,12,61,1,b,1
2016000851519,56864,01316,1,1,30,1,34,50433.593,1,1,30,34,1,b,1
2016000851600,56865,01314,1,1,23,1,75,57123.7635,0,1,23,75,b,b,1
2016000851629,56866,01302,1,1,21,1,56,25834.3507,1,1,21,56,1,b,1
2016000851629,56866,01302,1,2,28,1,81,21202.6942,0,2,28,81,1,b,1
2016000851926,56867,01305,1,1,29,1,67,57123.7635,1,1,29,67,6,b,1
2016000851926,56867,01305,1,2,38,6,66,8645.7588,0,2,38,66,8,b,6
2016000851926,56867,01305,1,3,39,1,28,30877.71,1,3,39,28,1,b,1
2016000851926,56867,01305,1,4,29,1,28,998.37929,0,4,29,28,8,1,1
2016000851926,56867,01305,1,5,22,1,1,0,0,5,22,1,b,b,1
2016000852006,56868,00200,1,1,2,1,63,32421.5955,1,1,2,63,1,b,1
2016000852047,56869,01320,1,1,54,1,26,41170.28,1,1,54,26,1,1,1
2016000852047,56869,01320,1,2,46,1,27,72047.99,1,2,46,27,1,b,1
2016000852272,56870,01305,1,1,18,1,33,20585.14,1,1,18,33,1,b,1
2016000852272,56870,01305,1,2,22,1,28,28819.196,1,2,22,28,2,b,1
2016000852427,56871,01323,1,1,20,1,75,24290.4652,0,1,20,75,2,b,1
2016000852449,56872,01320,1,1,23,1,44,90059.9875,1,1,23,44,1,b,1
2016000852449,56872,01320,1,2,24,1,55,8234.056,1,2,24,55,6,b,1
2016000852460,56873,00300,1,1,42,1,27,61755.42,1,1,42,27,1,b,1
2016000852460,56873,00300,1,2,43,1,27,41170.28,1,2,43,27,1,b,1
2016000852485,56874,00901,1,1,13,1,61,78223.532,1,1,13,61,3,1,1
2016000852485,56874,00901,1,2,21,1,83,2470.2168,0,2,21,83,b,3,1
2016000852522,56875,01200,1,1,62,1,54,15438.855,1,1,62,54,1,1,1
2016000852522,56875,01200,1,2,57,1,53,133803.41,1,2,57,53,1,b,1
2016000852522,56875,01200,1,3,63,1,32,4734.5822,1,3,63,32,1,1,1
2016000852611,56876,00300,1,1,14,1,67,13997.8952,0,1,14,67,b,b,1
2016000852611,56876,00300,1,2,16,1,73,13689.1181,0,2,16,73,b,b,1
2016000852654,56877,00600,1,1,27,1,49,58667.649,1,1,27,49,1,b,1
2016000852654,56877,00600,1,2,21,1,47,63813.934,1,2,21,47,1,b,1
2016000852758,56878,01104,1,1,24,1,41,82340.56,1,1,24,41,5,b,1
2016000852771,56879,00100,1,1,8,1,89,13689.1181,0,1,8,89,b,b,1
2016000852816,56880,00100,1,1,50,9,48,72047.99,1,1,50,48,4,b,9
2016000852816,56880,00100,1,2,19,1,48,73077.247,1,2,19,48,1,b,1
2016000852816,56880,00100,1,3,45,9,15,0,0,3,45,15,b,b,9
2016000852860,56881,01305,1,1,12,1,68,24599.2423,0,1,12,68,b,b,1
2016000852938,56882,01303,1,1,10,1,63,36538.6235,1,1,10,63,4,2,1
2016000852938,56882,01303,1,2,19,1,30,9057.4616,0,2,19,30,b,3,1
2016000852938,56882,01303,1,3,22,1,68,14203.7466,0,3,22,68,b,2,1
2016000852949,56883,01316,1,1,21,1,26,25731.425,1,1,21,26,1,b,1
2016000852949,56883,01316,1,2,24,1,22,25731.425,1,2,24,22,1,b,1
2016000852949,56883,01316,1,3,23,1,22,30877.71,1,3,23,22,1,b,1
2016000853153,56884,01303,1,1,16,8,38,39111.766,1,1,16,38,1,2,8
2016000853153,56884,01303,1,2,16,8,14,0,0,2,16,14,b,1,8
2016000853153,56884,01303,1,3,16,8,12,0,0,3,16,12,b,1,8
2016000853522,56885,00705,1,1,17,1,63,76165.018,1,1,17,63,6,b,1
2016000853522,56885,00705,1,2,16,1,65,39101.47343,1,2,16,65,2,b,1
2016000853670,56886,00300,1,1,6,1,52,31083.5614,1,1,6,52,1,b,1
2016000853670,56886,00300,1,2,8,1,44,22952.4311,1,2,8,44,1,b,1
2016000853782,56887,00300,1,1,15,1,55,10766.02822,0,1,15,55,b,b,1
2016000853782,56887,00300,1,2,10,1,19,4631.6565,1,2,10,19,1,b,1
2016000853873,56888,00300,1,1,18,1,39,10292.57,1,1,18,39,6,1,1
2016000853873,56888,00300,1,2,16,6,33,0,0,2,16,33,b,b,6
2016000853879,56889,00703,1,1,11,1,72,160584.67714,0,1,11,72,b,b,1
2016000853879,56889,00703,1,2,11,1,65,9572.0901,0,2,11,65,b,b,1
2016000853894,56890,00703,1,1,73,1,21,15438.855,1,1,73,21,3,b,1
2016000853894,56890,00703,1,2,75,1,25,27789.939,1,2,75,25,1,b,1
2016000854111,56891,01000,1,1,26,1,91,243625.1319,0,1,26,91,b,b,1
2016000854186,56892,01105,1,1,7,1,46,51462.85,1,1,7,46,1,b,1
2016000854186,56892,01105,1,2,7,1,42,37053.252,1,2,7,42,1,b,1
2016000854186,56892,01105,1,3,10,1,21,13380.341,1,3,10,21,1,b,1
2016000854186,56892,01105,1,4,10,1,20,9263.313,1,4,10,20,1,b,1
2016000854186,56892,01105,1,5,9,1,12,0,0,5,9,12,b,b,1
2016000854377,56893,00200,1,1,4,1,67,13380.341,0,1,4,67,5,b,1
