SERIALNO,HHNUM,PUMA,REGION,SPORDER,PWGTP,RAC1P,AGEP,PINCADJ,WORKER,SPORDER,PWGTP,AGEP,COW,ENG,RAC1P
2013001333107,13992,01321,1,1,71,1,57,10513.5129,0,1,71,57,b,b,1
2013001333107,13992,01321,1,2,73,1,59,27611.246,0,2,73,59,1,b,1
2013001333107,13992,01321,1,3,112,1,25,0,0,3,112,25,1,b,1
2013001333158,13993,00500,1,1,18,1,50,11150.6955,1,1,18,50,1,b,1
2013001333158,13993,00500,1,2,10,1,53,55222.492,1,2,10,53,1,b,1
2013001333158,13993,00500,1,3,11,1,23,2654.9275,1,3,11,23,1,b,1
2013001333488,13994,00600,1,1,32,1,67,18796.8867,0,1,32,67,1,b,1
2013001333488,13994,00600,1,2,28,1,62,3504.5043,0,2,28,62,b,b,1
2013001333590,13995,00600,1,1,12,1,66,56178.2659,0,1,12,66,3,b,1
2013001333671,13996,01200,1,1,19,1,68,10619.71,0,1,19,68,b,b,1
2013001333707,13997,00100,1,1,18,1,55,69463.52311,1,1,18,55,4,b,1
2013001333765,13998,01301,1,1,12,1,46,148729.03855,1,1,12,46,1,b,1
2013001333765,13998,01301,1,2,11,1,47,0,0,2,11,47,1,b,1
2013001333832,13999,00200,1,1,11,1,28,29735.188,1,1,11,28,3,b,1
2013001333832,13999,00200,1,2,10,1,31,21664.2084,1,2,10,31,4,b,1
2013001333901,14000,00800,1,1,18,1,59,10619.71,1,1,18,59,6,b,1
2013001333937,14001,01320,1,1,23,1,33,24956.3185,1,1,23,33,1,b,1
2013001333937,14001,01320,1,2,21,1,37,46939.1182,1,2,21,37,1,b,1
2013001333937,14001,01320,1,3,21,1,14,0,0,3,21,14,b,b,1
2013001333937,14001,01320,1,4,19,1,8,0,0,4,19,8,b,b,1
2013001333937,14001,01320,1,5,21,1,5,0,0,5,21,5,b,b,1
2013001333956,14002,01324,1,1,20,1,36,91350.74542,1,1,20,36,2,b,1
2013001333956,14002,01324,1,2,15,1,33,72214.028,1,2,15,33,1,b,1
2013001333956,14002,01324,1,3,19,1,4,0,0,3,19,4,b,b,1
2013001334091,14003,00200,1,1,6,1,67,31285.66566,0,1,6,67,b,b,1
2013001334091,14003,00200,1,2,7,1,67,31859.13,0,2,7,67,b,b,1
2013001334094,14004,01323,1,1,13,1,50,14336.6085,0,1,13,50,b,b,1
2013001334169,14005,01200,1,1,60,1,28,26549.275,1,1,60,28,2,b,1
2013001334169,14005,01200,1,2,57,1,32,41841.6574,1,2,57,32,1,b,1
2013001334169,14005,01200,1,3,72,1,9,0,0,3,72,9,b,b,1
2013001334169,14005,01200,1,4,74,1,2,0,0,4,74,2,b,b,1
2013001334169,14005,01200,1,5,73,1,1,0,0,5,73,1,b,b,1
2013001334170,14006,01105,1,1,18,1,32,72214.028,1,1,18,32,2,b,1
2013001334170,14006,01105,1,2,21,1,33,80709.796,1,2,21,33,2,b,1
2013001334170,14006,01105,1,3,14,1,4,0,0,3,14,4,b,b,1
2013001334170,14006,01105,1,4,21,1,1,0,0,4,21,1,b,b,1
2013001334225,14007,00704,1,1,15,1,66,18690.6896,1,1,15,66,1,b,1
2013001334234,14008,01318,1,1,27,1,71,8177.1767,0,1,27,71,b,b,1
2013001334234,14008,01318,1,2,29,1,71,29841.3851,0,2,29,71,b,b,1
2013001334308,14009,01302,1,1,15,2,72,8920.5564,0,1,15,72,b,b,2
2013001334328,14010,01316,1,1,11,1,66,22301.391,0,1,11,66,b,b,1
2013001334328,14010,01316,1,2,11,1,77,63187.2745,0,2,11,77,b,b,1
2013001334358,14011,01302,1,1,11,1,69,17522.5215,1,1,11,69,1,b,1
2013001334390,14012,00100,1,1,23,1,55,1168.1681,0,1,23,55,b,b,1
2013001334390,14012,00100,1,2,23,1,58,0,0,2,23,58,b,b,1
2013001334467,14013,01316,1,1,71,1,65,21451.8142,0,1,71,65,b,b,1
2013001334467,14013,01316,1,2,64,1,66,17649.95802,0,2,64,66,b,b,1
2013001334483,14014,00100,1,1,5,1,70,45239.9646,1,1,5,70,1,b,1
2013001334580,14015,01316,1,1,13,1,71,77205.2917,0,1,13,71,b,b,1
2013001334580,14015,01316,1,2,11,1,68,16991.536,0,2,11,68,b,b,1
2013001334740,14016,00705,1,1,7,1,67,31583.01754,1,1,7,67,2,b,1
2013001334740,14016,00705,1,2,7,1,63,7964.7825,0,2,7,63,2,b,1
2013001334867,14017,01316,1,1,25,1,31,40354.898,0,1,25,31,2,b,1
2013001334867,14017,01316,1,2,24,9,34,53098.55,1,2,24,34,1,b,9
2013001334867,14017,01316,1,3,27,1,6,0,0,3,27,6,b,b,1
2013001334867,14017,01316,1,4,28,1,3,0,0,4,28,3,b,b,1
2013001334867,14017,01316,1,5,27,1,0,0,0,5,27,0,b,b,1
2013001334971,14018,00703,1,1,69,6,37,108852.0275,1,1,69,37,1,b,6
2013001334971,14018,00703,1,2,54,9,15,0,0,2,54,15,b,b,9
2013001334971,14018,00703,1,3,51,9,7,0,0,3,51,7,b,b,9
2013001334971,14018,00703,1,4,68,1,23,31859.13,1,4,68,23,1,b,1
2013001335114,14019,00705,1,1,17,1,57,32390.1155,1,1,17,57,2,b,1
2013001335114,14019,00705,1,2,15,1,13,0,0,2,15,13,b,b,1
2013001335114,14019,00705,1,3,15,1,12,0,0,3,15,12,b,b,1
2013001335114,14019,00705,1,4,15,1,9,0,0,4,15,9,b,b,1
2013001335114,14019,00705,1,5,18,1,6,0,0,5,18,6,b,b,1
2013001335114,14019,00705,1,6,16,1,5,0,0,6,16,5,b,b,1
2013001335114,14019,00705,1,7,18,1,45,19115.478,1,7,18,45,3,b,1
2013001335114,14019,00705,1,8,27,1,23,15610.9737,1,8,27,23,7,b,1
2013001335114,14019,00705,1,9,24,1,16,0,0,9,24,16,b,b,1
2013001335295,14020,00704,1,1,12,1,63,86444.4394,1,1,12,63,1,b,1
2013001335295,14020,00704,1,2,12,1,64,80497.4018,0,2,12,64,b,b,1
2013001335313,14021,01200,1,1,4,1,64,14655.1998,0,1,4,64,1,b,1
2013001335418,14022,01000,1,1,22,1,57,47788.695,1,1,22,57,1,b,1
2013001335490,14023,01302,1,1,13,1,55,44607.029884,1,1,13,55,1,b,1
2013001335490,14023,01302,1,2,14,1,56,49912.637,1,2,14,56,1,b,1
2013001335567,14024,01314,1,1,14,1,85,8039.12047,0,1,14,85,b,b,1
2013001335567,14024,01314,1,2,12,1,86,30584.7648,0,2,12,86,b,b,1
2013001335725,14025,01305,1,1,18,1,27,25487.304,1,1,18,27,1,b,1
2013001335725,14025,01305,1,2,25,1,27,27611.246,1,2,25,27,1,b,1
2013001335830,14026,01318,1,1,4,1,41,14230.4114,1,1,4,41,1,b,1
2013001335830,14026,01318,1,2,4,1,42,42478.84,1,2,4,42,1,b,1
2013001335830,14026,01318,1,3,3,1,13,0,0,3,3,13,b,b,1
2013001335830,14026,01318,1,4,3,1,9,0,0,4,3,9,b,b,1
2013001336010,14027,01314,1,1,16,1,51,95577.39,1,1,16,51,1,b,1
2013001336010,14027,01314,1,2,16,1,39,74337.97,1,2,16,39,1,b,1
2013001336149,14028,01305,1,1,47,6,65,5840.8405,0,1,47,65,b,3,6
2013001336149,14028,01305,1,2,43,6,62,2017.7449,0,2,43,62,b,4,6
2013001336149,14028,01305,1,3,33,6,28,26549.275,1,3,33,28,6,1,6
2013001336149,14028,01305,1,4,32,6,28,11681.681,1,4,32,28,1,1,6
2013001336149,14028,01305,1,5,35,6,1,0,0,5,35,1,b,b,6
2013001336279,14029,01319,1,1,6,9,69,11469.2868,0,1,6,69,b,b,9
2013001336279,14029,01319,1,2,12,1,16,0,0,2,12,16,b,b,1
2013001336279,14029,01319,1,3,9,8,42,13168.4404,1,3,9,42,1,3,8
2013001336316,14030,00500,1,1,15,1,36,15292.3824,0,1,15,36,b,b,1
2013001336316,14030,00500,1,2,23,1,37,2017.7449,0,2,23,37,1,b,1
2013001336316,14030,00500,1,3,18,9,18,9345.3448,1,3,18,18,1,b,9
2013001336345,14031,00200,1,1,12,1,68,32294.53811,0,1,12,68,b,b,1
2013001336345,14031,00200,1,2,9,1,69,24319.1359,1,2,9,69,1,b,1
2013001336410,14032,00902,1,1,37,1,58,0,0,1,37,58,b,b,1
2013001336410,14032,00902,1,2,40,1,57,59470.376,1,2,40,57,1,b,1
2013001336410,14032,00902,1,3,36,1,6,0,0,3,36,6,b,b,1
2013001336515,14033,01103,1,1,13,1,63,52036.579,1,1,13,63,3,b,1
2013001336515,14033,01103,1,2,15,1,60,17628.7186,1,2,15,60,1,b,1
2013001337118,14034,00705,1,1,15,1,66,17203.9302,0,1,15,66,2,b,1
2013001337209,14035,00400,1,1,28,1,68,35576.0285,0,1,28,68,b,b,1
2013001337209,14035,00400,1,2,26,1,67,60744.7412,0,2,26,67,b,b,1
2013001337219,14036,00600,1,1,10,1,68,9663.9361,0,1,10,68,b,b,1
2013001337219,14036,00600,1,2,14,1,69,39399.1241,0,2,14,69,2,b,1
2013001337222,14037,00901,1,1,14,1,43,25487.304,1,1,14,43,1,b,1
2013001337282,14038,01318,1,1,52,1,56,17203.9302,1,1,52,56,4,b,1
2013001337282,14038,01318,1,2,59,1,53,16460.5505,1,2,59,53,1,b,1
2013001337282,14038,01318,1,3,48,1,18,0,0,3,48,18,b,b,1
2013001337352,14039,01318,1,1,18,6,26,12743.652,0,1,18,26,1,1,6
2013001337352,14039,01318,1,2,20,6,69,22938.5736,0,2,20,69,1,3,6
2013001337352,14039,01318,1,3,10,6,67,10194.9216,0,3,10,67,1,3,6
2013001337462,14040,01314,1,1,22,1,80,24425.333,0,1,22,80,1,b,1
2013001337471,14041,01105,1,1,7,1,75,77736.2772,0,1,7,75,b,b,1
2013001337471,14041,01105,1,2,7,1,76,10194.9216,0,2,7,76,b,b,1
2013001337487,14042,01316,1,1,27,1,43,0,0,1,27,43,3,b,1
2013001337487,14042,01316,1,2,34,1,42,25487.304,0,2,34,42,1,b,1
2013001337513,14043,01318,1,1,47,1,74,63081.0774,0,1,47,74,b,b,1
2013001337513,14043,01318,1,2,50,1,23,31859.13,1,2,50,23,1,1,1
2013001337513,14043,01318,1,3,58,1,21,24212.9388,0,3,58,21,1,1,1
2013001337528,14044,00703,1,1,41,1,43,45664.753,1,1,41,43,2,b,1
2013001337528,14044,00703,1,2,12,9,18,2123.942,0,2,12,18,1,b,9
2013001337528,14044,00703,1,3,46,1,45,21239.42,1,3,46,45,1,b,1
2013001337571,14045,01321,1,1,13,1,60,679.66144,0,1,13,60,b,b,1
2013001337587,14046,01314,1,1,12,1,47,89842.7466,1,1,12,47,1,b,1
2013001337587,14046,01314,1,2,11,1,18,2123.942,1,2,11,18,1,b,1
2013001337587,14046,01314,1,3,18,1,15,0,0,3,18,15,b,b,1
2013001338044,14047,00300,1,1,25,1,27,16035.7621,0,1,25,27,4,b,1
2013001338044,14047,00300,1,2,24,1,6,0,0,2,24,6,b,b,1
2013001338044,14047,00300,1,3,25,1,4,0,0,3,25,4,b,b,1
2013001338096,14048,01317,1,1,12,1,48,31009.5532,1,1,12,48,1,b,1
2013001338096,14048,01317,1,2,13,1,48,103011.187,1,2,13,48,6,b,1
2013001338096,14048,01317,1,3,12,1,16,0,0,3,12,16,b,2,1
2013001338096,14048,01317,1,4,11,1,14,0,0,4,11,14,b,2,1
2013001338143,14049,01301,1,1,7,9,48,1380.5623,1,1,7,48,2,b,9
2013001338143,14049,01301,1,2,15,9,42,0,0,2,15,42,b,b,9
2013001338143,14049,01301,1,3,18,9,9,0,0,3,18,9,b,b,9
2013001338143,14049,01301,1,4,15,9,5,0,0,4,15,5,b,b,9
2013001338143,14049,01301,1,5,14,9,11,0,0,5,14,11,b,b,9
2013001338181,14050,01322,1,1,14,1,70,18690.6896,0,1,14,70,8,b,1
2013001338181,14050,01322,1,2,14,1,64,1.061971,1,2,14,64,6,b,1
2013001338322,14051,00400,1,1,38,1,84,17203.9302,0,1,38,84,b,b,1
2013001338392,14052,01319,1,1,16,1,25,39823.9125,1,1,16,25,1,b,1
2013001338392,14052,01319,1,2,12,1,26,1911.5478,1,2,12,26,1,b,1
2013001338418,14053,01303,1,1,16,1,86,13593.2288,0,1,16,86,b,b,1
2013001338440,14054,01301,1,1,11,1,25,53098.55,1,1,11,25,7,b,1
2013001338440,14054,01301,1,2,16,1,27,37168.985,1,2,16,27,1,b,1
2013001338451,14055,01320,1,1,15,1,77,17416.3244,0,1,15,77,b,b,1
2013001338451,14055,01320,1,2,13,1,71,13062.2433,0,2,13,71,3,b,1
2013001338540,14056,00800,1,1,28,1,67,39080.5328,1,1,28,67,6,b,1
2013001338543,14057,00705,1,1,14,1,91,31859.13,0,1,14,91,b,b,1
2013001338566,14058,01318,1,1,48,6,28,30372.3706,1,1,48,28,1,b,6
2013001338654,14059,01303,1,1,24,1,55,175225.215,0,1,24,55,5,b,1
2013001338654,14059,01303,1,2,20,1,49,0,0,2,20,49,b,b,1
2013001338669,14060,00400,1,1,23,1,44,139649.1865,1,1,23,44,1,b,1
2013001338669,14060,00400,1,2,25,1,2,0,0,2,25,2,b,b,1
2013001338669,14060,00400,1,3,23,1,44,0,1,3,23,44,6,b,1
2013001338703,14061,01324,1,1,21,1,41,37168.985,1,1,21,41,1,b,1
2013001338874,14062,01302,1,1,19,6,48,20177.449,1,1,19,48,1,3,6
2013001338874,14062,01302,1,2,21,6,44,18053.507,1,2,21,44,1,4,6
2013001338874,14062,01302,1,3,18,6,21,3185.913,0,3,18,21,1,3,6
2013001338874,14062,01302,1,4,15,6,18,4247.884,1,4,15,18,1,3,6
2013001338972,14063,00400,1,1,26,1,62,42478.84,1,1,26,62,4,b,1
2013001338972,14063,00400,1,2,29,1,65,98763.303,0,2,29,65,6,b,1
2013001339504,14064,01105,1,1,12,1,75,25168.7127,0,1,12,75,b,b,1
2013001339504,14064,01105,1,2,10,1,65,59576.5731,1,2,10,65,1,b,1
2013001339645,14065,01321,1,1,10,1,57,67966.144,1,1,10,57,1,b,1
2013001339645,14065,01321,1,2,13,1,31,22195.1939,0,2,13,31,b,b,1
2013001339663,14066,01303,1,1,12,1,83,11469.2868,0,1,12,83,6,b,1
2013001339663,14066,01303,1,2,15,1,77,6371.826,0,2,15,77,6,b,1
2013001339671,14067,00703,1,1,15,1,57,25593.5011,1,1,15,57,1,b,1
2013001339671,14067,00703,1,2,15,1,57,266554.721,1,2,15,57,6,b,1
2013001339835,14068,00600,1,1,26,1,69,29735.188,0,1,26,69,4,b,1
2013001339835,14068,00600,1,2,22,1,64,19221.6751,0,2,22,64,4,b,1
2013001339838,14069,00800,1,1,5,1,75,47788.695,0,1,5,75,b,b,1
2013001339838,14069,00800,1,2,5,1,48,25593.5011,0,2,5,48,1,b,1
2013001339945,14070,00703,1,1,14,1,44,114714.10742,1,1,14,44,5,b,1
2013001339945,14070,00703,1,2,15,1,43,11692.30071,1,2,15,43,1,b,1
2013001339945,14070,00703,1,3,14,1,12,0,0,3,14,12,b,b,1
2013001339994,14071,00705,1,1,20,1,26,117878.781,1,1,20,26,1,b,1
2013001339994,14071,00705,1,2,25,1,29,23363.362,1,2,25,29,1,b,1
2013001339994,14071,00705,1,3,27,1,2,0,0,3,27,2,b,b,1
2013001340061,14072,00300,1,1,21,1,65,17522.5215,0,1,21,65,1,b,1
2013001340061,14072,00300,1,2,15,1,60,63718.26,1,2,15,60,4,b,1
2013001340090,14073,00800,1,1,16,1,81,43009.8255,0,1,16,81,b,b,1
2013001340090,14073,00800,1,2,15,1,74,16779.1418,0,2,15,74,b,b,1
2013001340095,14074,01317,1,1,5,1,25,40885.8835,1,1,5,25,1,b,1
2013001340095,14074,01317,1,2,5,1,26,29735.188,1,2,5,26,1,b,1
2013001340095,14074,01317,1,3,7,1,26,21239.42,1,3,7,26,1,b,1
2013001340182,14075,00902,1,1,6,1,55,8495.768,1,1,6,55,7,b,1
2013001340182,14075,00902,1,2,7,1,54,42478.84,1,2,7,54,1,b,1
2013001340285,14076,01314,1,1,33,1,84,114055.6854,0,1,33,84,b,1,1
2013001340299,14077,01314,1,1,15,1,52,37381.3792,1,1,15,52,2,b,1
2013001340385,14078,01301,1,1,13,1,31,60532.347,1,1,13,31,2,b,1
2013001340385,14078,01301,1,2,11,6,29,40885.8835,1,2,11,29,2,b,6
2013001340443,14079,01305,1,1,17,1,61,37699.9705,1,1,17,61,3,b,1
2013001340443,14079,01305,1,2,17,1,62,301599.764,1,2,17,62,6,b,1
2013001340461,14080,00500,1,1,18,1,63,63718.26,1,1,18,63,2,b,1
2013001340461,14080,00500,1,2,25,1,51,0,0,2,25,51,1,b,1
2013001340469,14081,00800,1,1,30,1,83,9663.9361,0,1,30,83,b,1,1
2013001340473,14082,00300,1,1,5,1,69,33133.4952,0,1,5,69,b,b,1
2013001340473,14082,00300,1,2,7,1,67,7964.7825,0,2,7,67,b,b,1
2013001340541,14083,00901,1,1,25,1,39,6371.826,1,1,25,39,7,b,1
2013001340566,14084,01103,1,1,9,1,50,87400.2133,1,1,9,50,4,b,1
2013001340566,14084,01103,1,2,12,1,57,0,0,2,12,57,b,b,1
2013001340566,14084,01103,1,3,11,1,18,244.25333,0,3,11,18,b,b,1
2013001340566,14084,01103,1,4,10,1,15,244.25333,0,4,10,15,b,b,1
2013001340603,14085,01319,1,1,37,1,78,4141.6869,0,1,37,78,b,b,1
2013001340877,14086,00704,1,1,15,1,72,63718.26,0,1,15,72,b,b,1
2013001340877,14086,00704,1,2,13,1,72,26549.275,0,2,13,72,b,b,1
2013001340958,14087,00800,1,1,11,1,36,11256.8926,0,1,11,36,4,b,1
2013001340958,14087,00800,1,2,6,1,17,1061.971,1,2,6,17,3,b,1
2013001340958,14087,00800,1,3,19,1,13,0,0,3,19,13,b,b,1
2013001340958,14087,00800,1,4,10,1,8,0,0,4,10,8,b,b,1
2013001340958,14087,00800,1,5,18,1,7,0,0,5,18,7,b,b,1
2013001340979,14088,01324,1,1,19,1,70,29735.188,1,1,19,70,6,b,1
2013001340979,14088,01324,1,2,19,1,68,12743.652,0,2,19,68,b,b,1
2013001340988,14089,01314,1,1,22,1,68,105135.129,0,1,22,68,b,b,1
2013001340988,14089,01314,1,2,23,1,58,1592.9565,0,2,23,58,4,b,1
2013001341162,14090,01324,1,1,21,1,67,13487.0317,0,1,21,67,6,b,1
2013001341162,14090,01324,1,2,22,1,66,130622.433,1,2,22,66,6,b,1
2013001341171,14091,01305,1,1,14,1,37,104073.158,1,1,14,37,1,b,1
2013001341171,14091,01305,1,2,12,1,16,1380.5623,1,2,12,16,1,b,1
2013001341171,14091,01305,1,3,14,1,12,0,0,3,14,12,b,b,1
2013001341171,14091,01305,1,4,15,1,11,0,0,4,15,11,b,b,1
2013001341201,14092,01105,1,1,24,1,73,179313.80335,1,1,24,73,7,b,1
2013001341201,14092,01105,1,2,20,1,67,8389.5709,0,2,20,67,b,b,1
2013001341307,14093,00400,1,1,23,1,72,22619.9823,0,1,23,72,b,b,1
2013001341307,14093,00400,1,2,20,1,88,38230.956,1,2,20,88,2,b,1
2013001341325,14094,01303,1,1,14,1,53,12318.8636,1,1,14,53,3,b,1
2013001341325,14094,01303,1,2,20,1,50,9026.7535,0,2,20,50,b,b,1
2013001341380,14095,01316,1,1,20,1,70,21027.0258,0,1,20,70,b,b,1
2013001341380,14095,01316,1,2,20,1,78,19115.478,0,2,20,78,b,b,1
2013001341409,14096,01320,1,1,8,1,69,1890.30838,0,1,8,69,1,b,1
2013001341409,14096,01320,1,2,13,1,44,5309.855,1,2,13,44,1,b,1
2013001341409,14096,01320,1,3,12,1,42,9026.7535,0,3,12,42,b,b,1
2013001341491,14097,00600,1,1,20,1,39,33983.072,1,1,20,39,4,b,1
2013001341491,14097,00600,1,2,20,1,36,42478.84,1,2,20,36,1,b,1
2013001341491,14097,00600,1,3,18,1,15,0,0,3,18,15,b,b,1
2013001341491,14097,00600,1,4,17,1,13,0,0,4,17,13,b,b,1
2013001341533,14098,00500,1,1,11,1,87,36956.5908,0,1,11,87,b,b,1
2013001341572,14099,01321,1,1,10,1,33,100887.245,1,1,10,33,1,b,1
2013001341572,14099,01321,1,2,13,9,30,0,0,2,13,30,b,b,9
2013001341572,14099,01321,1,3,11,9,5,0,0,3,11,5,b,b,9
2013001341631,14100,01105,1,1,16,1,42,21451.8142,1,1,16,42,1,b,1
2013001341631,14100,01105,1,2,25,1,49,31859.13,1,2,25,49,1,b,1
2013001341631,14100,01105,1,3,17,1,19,6902.8115,1,3,17,19,1,b,1
2013001341688,14101,01200,1,1,4,1,60,2336.3362,0,1,4,60,1,b,1
2013001341688,14101,01200,1,2,4,1,57,0,0,2,4,57,b,b,1
2013001341736,14102,00600,1,1,26,1,27,79647.825,1,1,26,27,1,b,1
2013001341736,14102,00600,1,2,33,1,24,37168.985,1,2,33,24,1,b,1
2013001341855,14103,01305,1,1,13,1,70,18796.8867,0,1,13,70,b,b,1
2013001341921,14104,00400,1,1,12,1,52,91329.506,1,1,12,52,1,b,1
2013001341921,14104,00400,1,2,15,1,29,0,0,2,15,29,9,b,1
2013001341921,14104,00400,1,3,19,1,26,12743.652,1,3,19,26,1,b,1
2013001341921,14104,00400,1,4,31,1,22,9557.739,1,4,31,22,1,b,1
2013001341963,14105,00902,1,1,122,1,72,16354.3534,0,1,122,72,b,b,1
2013001342209,14106,00703,1,1,7,9,62,8920.5564,0,1,7,62,2,b,9
2013001342217,14107,01320,1,1,21,1,35,23363.362,1,1,21,35,4,b,1
2013001342217,14107,01320,1,2,20,1,35,95577.39,1,2,20,35,1,b,1
2013001342217,14107,01320,1,3,20,1,7,0,0,3,20,7,b,b,1
2013001342217,14107,01320,1,4,23,1,4,0,0,4,23,4,b,b,1
2013001342242,14108,01322,1,1,16,1,57,143366.085,1,1,16,57,1,b,1
2013001342242,14108,01322,1,2,20,1,54,48532.0747,1,2,20,54,1,b,1
2013001342242,14108,01322,1,3,23,1,30,111506.955,1,3,23,30,1,b,1
2013001342479,14109,00100,1,1,25,1,71,6371.826,0,1,25,71,b,b,1
2013001342479,14109,00100,1,2,24,1,72,5734.6434,0,2,24,72,b,b,1
2013001342513,14110,00100,1,1,24,1,68,7221.4028,0,1,24,68,1,b,1
2013001342513,14110,00100,1,2,20,1,83,22726.1794,0,2,20,83,b,b,1
2013001342519,14111,01324,1,1,21,6,34,163543.534,1,1,21,34,1,b,6
2013001342519,14111,01324,1,2,22,1,36,0,0,2,22,36,1,b,1
2013001342519,14111,01324,1,3,18,9,0,0,0,3,18,0,b,b,9
2013001342629,14112,00300,1,1,66,1,54,21876.6026,1,1,66,54,1,b,1
2013001342629,14112,00300,1,2,63,1,51,0,0,2,63,51,b,b,1
2013001342629,14112,00300,1,3,55,1,27,6478.0231,0,3,55,27,b,b,1
2013001342629,14112,00300,1,4,64,1,3,0,0,4,64,3,b,b,1
2013001342629,14112,00300,1,5,64,1,1,0,0,5,64,1,b,b,1
2013001342672,14113,01302,1,1,31,1,53,124250.607,1,1,31,53,1,b,1
2013001342959,14114,00300,1,1,15,1,71,19115.478,0,1,15,71,b,b,1
2013001342959,14114,00300,1,2,18,1,64,7115.2057,0,2,18,64,3,b,1
2013001342969,14115,00500,1,1,6,9,61,15409.19921,1,1,6,61,1,b,9
2013001343276,14116,00703,1,1,26,1,33,53629.5355,1,1,26,33,2,b,1
2013001343377,14117,01324,1,1,26,1,41,100887.245,1,1,26,41,1,b,1
2013001343469,14118,01316,1,1,96,8,39,42478.84,1,1,96,39,1,2,8
2013001343469,14118,01316,1,2,85,8,11,0,0,2,85,11,b,1,8
2013001343469,14118,01316,1,3,91,8,33,31859.13,1,3,91,33,1,2,8
2013001343469,14118,01316,1,4,105,8,17,2123.942,0,4,105,17,1,1,8
2013001343615,14119,00500,1,1,9,1,53,21133.2229,0,1,9,53,1,b,1
2013001343615,14119,00500,1,2,8,1,40,12318.8636,1,2,8,40,1,b,1
2013001343712,14120,00200,1,1,4,1,56,53098.55,1,1,4,56,6,b,1
2013001343722,14121,01314,1,1,12,1,28,97701.332,1,1,12,28,1,b,1
2013001343722,14121,01314,1,2,13,1,28,63718.26,1,2,13,28,1,b,1
2013001343867,14122,00705,1,1,15,1,67,85807.2568,0,1,15,67,b,b,1
2013001343867,14122,00705,1,2,13,1,62,11150.6955,0,2,13,62,b,b,1
2013001343893,14123,01322,1,1,12,2,37,126374.549,1,1,12,37,1,1,2
2013001343996,14124,01301,1,1,11,1,71,40354.898,0,1,11,71,b,b,1
2013001343996,14124,01301,1,2,13,1,64,3292.1101,0,2,13,64,1,b,1
2013001344057,14125,01301,1,1,14,1,41,97701.332,1,1,14,41,5,b,1
2013001344057,14125,01301,1,2,13,1,52,7433.797,1,2,13,52,7,b,1
2013001344057,14125,01301,1,3,12,1,22,9557.739,1,3,12,22,1,b,1
2013001344057,14125,01301,1,4,17,1,30,18584.4925,1,4,17,30,1,b,1
2013001344057,14125,01301,1,5,13,1,12,0,0,5,13,12,b,b,1
2013001344057,14125,01301,1,6,13,1,9,0,0,6,13,9,b,b,1
2013001344057,14125,01301,1,7,21,6,20,530.9855,1,7,21,20,1,1,6
2013001344082,14126,01320,1,1,26,1,55,8070.9796,0,1,26,55,b,b,1
2013001344084,14127,01318,1,1,14,1,39,36107.014,1,1,14,39,3,b,1
2013001344084,14127,01318,1,2,12,1,39,74337.97,1,2,12,39,3,b,1
2013001344084,14127,01318,1,3,13,1,13,0,0,3,13,13,b,b,1
2013001344084,14127,01318,1,4,10,1,8,0,0,4,10,8,b,b,1
2013001344167,14128,00704,1,1,13,1,39,109383.013,1,1,13,39,1,b,1
2013001344167,14128,00704,1,2,12,1,6,0,0,2,12,6,b,b,1
2013001344167,14128,00704,1,3,11,1,40,148675.94,1,3,11,40,1,b,1
2013001344167,14128,00704,1,4,10,1,18,9026.7535,1,4,10,18,1,b,1
2013001344167,14128,00704,1,5,12,1,16,0,0,5,12,16,b,b,1
2013001344167,14128,00704,1,6,12,1,15,0,0,6,12,15,b,b,1
2013001344167,14128,00704,1,7,12,1,13,0,0,7,12,13,b,b,1
2013001344182,14129,00600,1,1,21,1,31,18584.4925,0,1,21,31,1,b,1
2013001344182,14129,00600,1,2,27,1,14,0,0,2,27,14,b,b,1
2013001344292,14130,00300,1,1,3,1,73,48638.2718,0,1,3,73,b,b,1
2013001344292,14130,00300,1,2,2,1,78,402805.6003,1,2,2,78,1,b,1
2013001344582,14131,00500,1,1,11,1,80,26655.4721,0,1,11,80,b,b,1
2013001344582,14131,00500,1,2,21,1,52,106197.1,1,2,21,52,4,b,1
2013001344719,14132,01322,1,1,25,1,43,42616.89623,1,1,25,43,7,b,1
2013001344719,14132,01322,1,2,26,1,41,0,0,2,26,41,b,b,1
2013001344719,14132,01322,1,3,22,1,6,0,0,3,22,6,b,b,1
2013001344719,14132,01322,1,4,29,1,3,0,0,4,29,3,b,b,1
2013001344881,14133,01305,1,1,15,1,51,44634.64113,1,1,15,51,1,b,1
2013001344919,14134,01323,1,1,31,1,32,39186.7299,1,1,31,32,1,b,1
2013001344919,14134,01323,1,2,48,1,35,37487.5763,1,2,48,35,1,b,1
2013001344919,14134,01323,1,3,38,1,16,212.3942,1,3,38,16,1,b,1
2013001344919,14134,01323,1,4,47,1,29,37168.985,1,4,47,29,1,b,1
2013001345063,14135,00703,1,1,13,1,52,34620.2546,0,1,13,52,6,b,1
2013001345063,14135,00703,1,2,13,1,55,264430.779,1,2,13,55,1,b,1
2013001345135,14136,01322,1,1,70,1,29,22301.391,1,1,70,29,1,b,1
2013001345173,14137,01305,1,1,16,1,36,65842.202,1,1,16,36,2,b,1
2013001345173,14137,01305,1,2,16,1,39,23363.362,1,2,16,39,3,b,1
2013001345216,14138,01104,1,1,15,1,59,20389.8432,1,1,15,59,1,b,1
