RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,CIT,COW,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,ANC,ANC1P,ANC2P,DECADE,DRIVESP,ESP,ESR,HISP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NATIVITY,NOP,OC,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,VPS,WAOB,FAGEP,FANCP,FCITP,FCOWP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,indp02,naicsp02,occp02,socp00,occp10,socp10,indp07,naicsp07,wgtp,employed,soc,OCCP,famTag,dupcount,OSUTAG,n,hhnum
P,2009001361641,1,600,41,1015979,6,55,1,1,,,2,,,0,20,1,1,2,5,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,9,0,1,0,0,23000,38,1,1,,1,50,999,,1,,1,1,128,82,,,,6,1,,0,,23000,23000,9,205,1100,41,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,8,9,6,9,2,9,1,6,3,2,5,6,6,6,6,5,4,9,1,3,5,4,9,6,6,4,4,10,5,6,1,2,9,8,3,7,1,5,6,5,9,8,6,8,3,9,1,5,3,1,5,6,5,4,7,5,6,8,3,2,4,5,8,6,5,5,5,8,6,4,1,3,8,7,3,8,N.A.,N.A.////,4700,411011,N.A.,N.A.//,4880,44413,6,1,41,4,0,1,0,1,3795
P,2009001363175,1,600,41,1015979,20,86,1,,,,2,,,1000,,,,2,2,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,11,0,2,0,13900,0,,3,,,1,32,999,,,,6,1,,,,,,3,1,,0,4,0,14900,41,144,,,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,20,24,7,34,7,22,32,34,42,20,8,32,18,24,22,22,7,7,20,7,7,35,23,23,19,36,20,22,22,7,20,21,33,8,29,37,22,21,7,22,22,20,7,37,8,22,39,35,34,23,7,36,20,21,21,21,7,7,20,6,7,32,20,20,23,39,23,22,26,6,20,20,35,7,35,35,22,21,,,,,,,,,20,0,0,999,0,1,0,1,3796
P,2009001365273,1,600,41,1015979,13,56,1,1,,,2,,,2500,,,,2,3,1,3,0,0,0,0,1,0,0,0,0,0,0,1,5,2,3,3,0,0,0,0,1,,12,0,1,0,0,35000,40,1,1,,2,50,21,,,,2,1,,,,,,4,1,,0,,35000,37500,41,335,,,4,1,1,69,0,0,0,0,1,0,1,0,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,21,10,4,20,22,11,11,4,12,13,12,13,4,13,13,22,20,13,19,23,4,11,24,2,5,13,14,25,12,13,13,12,18,12,11,3,4,11,4,4,21,14,4,23,20,11,11,4,13,13,11,13,4,13,11,24,25,13,19,24,4,10,22,3,3,12,13,22,13,12,12,12,18,10,11,4,4,11,N.A.,N.A.////,9600,537051,N.A.,N.A.//,3770,3211,12,1,53,6,0,1,0,1,3797
P,2009001365548,1,600,41,1015979,9,39,1,,,2,2,,,0,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,9,0,2,0,0,0,,3,,,2,32,22,,,,6,1,,,,,,1,1,,0,3,0,0,41,21,,,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,2,10,13,1,10,17,15,18,11,9,10,10,10,3,3,3,10,12,19,8,3,10,12,3,12,21,10,13,7,10,12,9,9,3,3,3,16,10,13,11,1,10,10,3,10,16,13,21,10,8,10,9,10,2,3,3,21,10,18,9,3,10,10,3,9,15,19,15,9,9,8,11,9,3,4,3,16,,,,,,,,,4,0,0,999,1,2,0,1,3798
P,2009001365548,2,600,41,1015979,8,47,1,1,,,2,,,0,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,5500,0,1,0,2,6,11,0,1,0,0,0,,2,,,3,995,999,,,,6,1,,,,,,1,1,,0,,0,5500,35,21,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,3,11,12,2,10,16,16,17,10,9,11,11,9,2,2,3,9,12,17,7,3,10,12,3,12,18,10,14,8,9,12,9,9,3,3,3,15,9,13,9,3,10,9,3,10,16,14,22,8,8,9,8,10,3,2,3,23,10,19,9,3,12,10,5,13,13,20,15,10,9,11,11,10,3,3,1,17,N.A.,N.A.////,8960,5191XX,N.A.,N.A.//,1870,3221,4,0,0,999,1,2,1,1,3798
P,2009001365548,3,600,41,1015979,9,13,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,3,4,4,,2,,,,,,,,3,995,999,,,4,,1,,,,,,,1,1,1,,,,41,21,,,4,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,9,4,11,11,3,10,18,14,19,10,9,8,10,10,3,2,3,10,11,18,8,3,11,12,5,12,20,8,12,9,10,12,9,10,3,5,3,14,10,12,9,3,9,10,5,10,19,13,22,8,8,10,9,10,2,1,3,22,10,18,7,3,12,10,2,10,15,17,15,9,9,10,11,11,3,3,2,15,,,,,,,,,4,0,0,999,1,2,0,1,3798
P,2009001365548,4,600,41,1015979,9,10,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,3,3,2,,2,,,,,,,,3,995,999,,,4,,1,,,,,,,1,1,1,,,,41,21,,,2,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,8,2,12,12,2,10,18,14,18,10,9,10,10,10,3,3,3,11,12,19,7,3,10,11,3,11,20,10,13,7,10,11,9,10,2,2,3,15,10,13,9,3,8,10,3,10,17,13,22,10,8,8,8,10,3,3,3,22,11,19,8,3,12,10,4,10,14,18,14,10,9,10,12,10,3,4,1,17,,,,,,,,,4,0,0,999,1,2,0,1,3798
P,2009001365548,5,600,41,1015979,9,2,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,3,995,999,,,4,,1,,,,,,,1,1,1,,,,41,21,,,4,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,5,13,12,4,11,19,17,17,11,8,9,11,12,4,2,4,10,13,22,8,1,11,11,5,13,25,11,16,9,11,13,9,10,3,5,3,16,13,14,9,3,11,10,3,10,19,14,22,11,9,11,11,10,3,2,1,26,11,20,9,3,13,11,3,11,15,20,17,10,8,10,12,11,4,3,2,20,,,,,,,,,4,0,0,999,1,2,0,1,3798
P,2009001365548,1,600,41,1015979,9,39,1,,,2,2,,,0,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,9,0,2,0,0,0,,3,,,2,32,22,,,,6,1,,,,,,1,1,,0,3,0,0,41,21,,,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,2,10,13,1,10,17,15,18,11,9,10,10,10,3,3,3,10,12,19,8,3,10,12,3,12,21,10,13,7,10,12,9,9,3,3,3,16,10,13,11,1,10,10,3,10,16,13,21,10,8,10,9,10,2,3,3,21,10,18,9,3,10,10,3,9,15,19,15,9,9,8,11,9,3,4,3,16,,,,,,,,,4,0,0,999,1,2,0,2,3799
P,2009001365548,2,600,41,1015979,8,47,1,1,,,2,,,0,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,5500,0,1,0,2,6,11,0,1,0,0,0,,2,,,3,995,999,,,,6,1,,,,,,1,1,,0,,0,5500,35,21,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,3,11,12,2,10,16,16,17,10,9,11,11,9,2,2,3,9,12,17,7,3,10,12,3,12,18,10,14,8,9,12,9,9,3,3,3,15,9,13,9,3,10,9,3,10,16,14,22,8,8,9,8,10,3,2,3,23,10,19,9,3,12,10,5,13,13,20,15,10,9,11,11,10,3,3,1,17,N.A.,N.A.////,8960,5191XX,N.A.,N.A.//,1870,3221,4,0,0,999,1,2,0,2,3799
P,2009001365548,3,600,41,1015979,9,13,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,3,4,4,,2,,,,,,,,3,995,999,,,4,,1,,,,,,,1,1,1,,,,41,21,,,4,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,9,4,11,11,3,10,18,14,19,10,9,8,10,10,3,2,3,10,11,18,8,3,11,12,5,12,20,8,12,9,10,12,9,10,3,5,3,14,10,12,9,3,9,10,5,10,19,13,22,8,8,10,9,10,2,1,3,22,10,18,7,3,12,10,2,10,15,17,15,9,9,10,11,11,3,3,2,15,,,,,,,,,4,0,0,999,1,2,0,2,3799
P,2009001365548,4,600,41,1015979,9,10,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,3,3,2,,2,,,,,,,,3,995,999,,,4,,1,,,,,,,1,1,1,,,,41,21,,,2,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,8,2,12,12,2,10,18,14,18,10,9,10,10,10,3,3,3,11,12,19,7,3,10,11,3,11,20,10,13,7,10,11,9,10,2,2,3,15,10,13,9,3,8,10,3,10,17,13,22,10,8,8,8,10,3,3,3,22,11,19,8,3,12,10,4,10,14,18,14,10,9,10,12,10,3,4,1,17,,,,,,,,,4,0,0,999,1,2,0,2,3799
P,2009001365548,5,600,41,1015979,9,2,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,3,995,999,,,4,,1,,,,,,,1,1,1,,,,41,21,,,4,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,5,13,12,4,11,19,17,17,11,8,9,11,12,4,2,4,10,13,22,8,1,11,11,5,13,25,11,16,9,11,13,9,10,3,5,3,16,13,14,9,3,11,10,3,10,19,14,22,11,9,11,11,10,3,2,1,26,11,20,9,3,13,11,3,11,15,20,17,10,8,10,12,11,4,3,2,20,,,,,,,,,4,0,0,999,1,2,0,2,3799
P,2009001365894,1,600,41,1015979,10,48,1,1,1,2,2,,,0,,,,1,4,1,3,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,10000,0,0,0,1,,9,0,2,0,0,0,,2,,,1,290,999,,,,3,2,,,625,,,5,1,,0,4,0,10000,17,94,,,3,1,1,69,0,0,0,0,1,0,1,0,,,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,11,13,5,16,4,8,15,13,10,14,10,11,15,18,2,5,14,13,8,3,12,12,13,3,14,19,5,10,12,4,6,11,14,6,18,20,15,13,16,3,8,13,13,4,8,10,2,11,12,3,7,14,13,5,22,17,13,3,4,13,11,10,4,25,10,12,23,7,12,12,9,5,12,13,5,6,10,N.A.,N.A.////,5240,434051,N.A.,N.A.//,7590,5614,5,0,0,999,1,2,0,1,3800
P,2009001365894,2,600,41,1015979,12,21,1,1,1,,,,,0,,,,1,5,1,5,,,,,,,,,,,,2,1,2,1,3,3600,0,2,0,2,6,11,0,1,0,0,0,,2,,,1,290,999,,,,3,2,,,625,,,6,1,,0,,0,3600,41,94,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,9,17,5,20,7,12,17,19,17,16,8,18,12,26,2,5,15,16,8,4,21,20,21,6,15,19,7,15,16,4,7,15,15,5,17,22,15,17,19,2,8,17,19,5,10,19,2,20,10,3,11,18,13,6,30,23,17,4,3,18,13,13,4,26,11,24,21,11,14,16,11,8,19,16,9,7,12,N.A.,N.A.////,6320,47207X,N.A.,N.A.//,0770,23,5,0,0,999,1,2,1,1,3800
P,2009001365894,1,600,41,1015979,10,48,1,1,1,2,2,,,0,,,,1,4,1,3,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,10000,0,0,0,1,,9,0,2,0,0,0,,2,,,1,290,999,,,,3,2,,,625,,,5,1,,0,4,0,10000,17,94,,,3,1,1,69,0,0,0,0,1,0,1,0,,,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,11,13,5,16,4,8,15,13,10,14,10,11,15,18,2,5,14,13,8,3,12,12,13,3,14,19,5,10,12,4,6,11,14,6,18,20,15,13,16,3,8,13,13,4,8,10,2,11,12,3,7,14,13,5,22,17,13,3,4,13,11,10,4,25,10,12,23,7,12,12,9,5,12,13,5,6,10,N.A.,N.A.////,5240,434051,N.A.,N.A.//,7590,5614,5,0,0,999,1,2,0,2,3801
P,2009001365894,2,600,41,1015979,12,21,1,1,1,,,,,0,,,,1,5,1,5,,,,,,,,,,,,2,1,2,1,3,3600,0,2,0,2,6,11,0,1,0,0,0,,2,,,1,290,999,,,,3,2,,,625,,,6,1,,0,,0,3600,41,94,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,9,17,5,20,7,12,17,19,17,16,8,18,12,26,2,5,15,16,8,4,21,20,21,6,15,19,7,15,16,4,7,15,15,5,17,22,15,17,19,2,8,17,19,5,10,19,2,20,10,3,11,18,13,6,30,23,17,4,3,18,13,13,4,26,11,24,21,11,14,16,11,8,19,16,9,7,12,N.A.,N.A.////,6320,47207X,N.A.,N.A.//,0770,23,5,0,0,999,1,2,0,2,3801
P,2009001365942,1,600,41,1015979,46,23,1,5,,,,,,0,5,1,1,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,2,5,2,2,3,11700,0,0,0,2,6,11,0,1,0,0,18000,70,1,1,,2,22,50,,1,,4,1,86,46,,100,2,6,1,,0,,18000,29700,41,265,1400,53,4,1,1,69,0,0,0,0,1,0,1,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,14,40,45,45,81,50,71,50,50,74,50,16,66,67,14,42,46,90,69,40,78,55,51,43,14,48,15,46,49,14,51,74,14,15,76,46,45,77,81,48,76,47,48,45,15,41,13,44,48,14,45,84,16,15,82,52,52,14,16,39,14,46,47,49,82,48,79,44,45,74,45,12,79,82,15,42,50,15,N.A.,N.A.////,9830,559830,N.A.,N.A.//,9670,928110P1,23,1,55,7,0,2,2,1,3802
P,2009001365942,1,600,41,1015979,46,23,1,5,,,,,,0,5,1,1,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,2,5,2,2,3,11700,0,0,0,2,6,11,0,1,0,0,18000,70,1,1,,2,22,50,,1,,4,1,86,46,,100,2,6,1,,0,,18000,29700,41,265,1400,53,4,1,1,69,0,0,0,0,1,0,1,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,14,40,45,45,81,50,71,50,50,74,50,16,66,67,14,42,46,90,69,40,78,55,51,43,14,48,15,46,49,14,51,74,14,15,76,46,45,77,81,48,76,47,48,45,15,41,13,44,48,14,45,84,16,15,82,52,52,14,16,39,14,46,47,49,82,48,79,44,45,74,45,12,79,82,15,42,50,15,N.A.,N.A.////,9830,559830,N.A.,N.A.//,9670,928110P1,23,1,55,7,0,2,0,2,3803
P,2009001367996,1,600,41,1015979,12,50,1,4,,2,1,3,1,0,10,1,1,2,3,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,10,0,2,0,0,30000,40,1,1,,2,22,50,,1,,1,1,106,65,,,,4,1,,0,4,30000,30000,41,200,600,41,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,22,4,9,5,5,38,23,17,16,14,15,5,17,18,7,19,6,17,19,17,18,4,8,5,6,17,20,16,19,15,15,9,22,14,9,11,5,7,4,7,22,26,16,19,17,4,6,12,15,10,14,20,7,21,14,11,19,6,6,13,14,26,19,16,21,5,6,15,14,11,17,20,4,14,13,12,24,11,N.A.,N.A.////,0430,1191XX,N.A.,N.A.//,7870,611M1,13,1,11,1,1,1,0,1,3804
P,2009001367996,2,600,41,1015979,16,25,1,6,,,,,,0,,,11,2,5,1,5,,,,,,,,,,,,2,5,2,3,3,0,0,2,0,1,,9,12400,1,0,0,0,35,1,5,,2,22,50,,,,1,1,,,,,,6,1,,0,,12400,12400,53,200,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,19,22,6,11,5,4,40,27,19,21,15,20,5,18,20,9,21,4,17,19,19,21,6,10,7,6,19,21,17,23,13,16,8,24,16,11,14,4,9,6,8,25,31,16,21,18,5,6,15,19,13,15,20,7,25,15,13,23,5,6,15,15,26,20,16,21,6,7,17,16,15,18,22,6,15,14,13,26,12,N.A.,N.A.////,4600,399011,N.A.,N.A.//,8470,6244,13,1,39,1,1,1,0,1,3804
P,2009001367996,3,600,41,1015979,19,22,1,2,1,2,,,,0,20,1,1,1,5,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,11,0,2,0,0,2800,29,1,5,,2,22,50,,1,,1,1,164,100,625,,,6,1,,0,1,2800,2800,53,200,600,41,1,1,1,69,0,0,0,0,1,0,1,0,1,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,30,6,13,8,7,46,29,20,24,15,22,5,24,26,11,23,6,20,24,25,24,7,11,4,9,24,24,20,29,19,18,11,31,17,13,14,7,10,6,10,25,37,20,23,26,4,9,17,25,15,18,27,8,28,18,16,26,7,7,16,18,30,21,20,28,6,7,21,16,17,21,26,5,20,17,14,34,16,N.A.,N.A.////,3600,311010,N.A.,N.A.//,8270,6231,13,1,31,2,1,1,0,1,3804
P,2009001367996,4,600,41,1015979,26,1,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,2,210,22,,,7,,2,,,,,,,1,7,0,,,,41,200,,,4,1,1,69,0,0,0,0,1,0,1,1,1,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,45,7,18,7,9,70,44,33,29,25,32,10,31,38,16,49,9,25,33,31,36,10,19,8,13,33,34,26,34,43,27,15,37,21,16,24,8,13,14,17,57,41,33,34,36,7,11,23,26,20,32,30,12,37,34,20,41,10,12,23,27,46,28,26,38,11,10,22,29,24,35,40,8,27,25,21,42,21,,,,,,,,,13,0,0,999,1,1,0,1,3804
P,2009001368295,1,600,41,1015979,43,45,1,,,2,2,,,0,,,,2,5,1,5,,,,,,,,,,,,2,5,2,2,3,21600,0,0,0,2,6,11,0,2,8300,0,0,,3,,,2,22,50,,,,6,1,,,,,,6,1,,0,3,0,29900,37,136,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,12,48,16,46,43,52,86,44,67,54,37,66,45,11,70,67,16,16,47,43,14,38,14,49,52,48,65,40,65,46,45,73,51,12,66,63,14,16,50,39,16,43,18,47,37,44,64,45,68,50,37,66,50,13,75,60,14,10,48,44,16,43,14,38,44,47,73,47,67,53,35,74,52,15,71,67,14,13,,,,,,,,,21,0,0,999,1,2,1,1,3805
P,2009001368295,2,600,41,1015979,41,15,1,,,2,,,,0,,,,2,5,1,,,,,,,,,,,,,,,,,,0,0,2,0,2,5,4,0,2,0,0,0,,,,,2,22,50,,,8,,1,,,,,,6,1,7,1,,,0,29,136,,,1,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,15,43,14,43,37,54,80,47,63,45,35,60,41,11,61,72,15,16,47,40,14,40,14,43,48,46,59,32,59,49,45,73,48,11,68,64,11,14,45,37,16,39,14,43,38,47,57,43,61,49,35,58,47,13,68,52,13,10,41,40,15,40,15,37,42,48,67,44,66,50,33,71,50,15,73,60,14,12,,,,,,,,,21,0,0,999,1,2,0,1,3805
P,2009001368295,3,600,41,1015979,44,12,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,2,4,3,,2,,,,,,,,2,22,50,,,8,,1,,,,,,,1,7,1,,,,29,136,,,2,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,12,46,15,46,42,49,91,43,74,48,38,64,45,11,65,66,16,17,48,49,16,40,14,44,49,53,71,39,65,50,47,77,50,11,70,66,13,15,51,40,17,46,14,49,39,47,63,46,63,49,38,62,51,13,72,62,13,13,47,42,15,47,14,37,40,49,76,42,69,49,37,73,53,17,76,66,15,13,,,,,,,,,21,0,0,999,1,2,0,1,3805
P,2009001368295,4,600,41,1015979,46,4,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,2,,3,1,2,,2,,,,,,,,2,22,50,,,8,,1,,,,,,,1,7,1,,,,41,136,,,4,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,14,56,17,46,47,50,86,41,82,51,38,69,51,12,72,70,16,16,48,48,16,41,17,51,48,53,74,46,72,50,49,78,53,14,71,70,14,16,54,41,18,46,16,58,43,49,68,46,59,46,38,62,57,14,74,65,14,13,48,40,16,59,14,40,48,47,80,43,78,54,41,77,50,17,77,69,16,14,,,,,,,,,21,0,0,999,1,2,0,1,3805
P,2009001368295,1,600,41,1015979,43,45,1,,,2,2,,,0,,,,2,5,1,5,,,,,,,,,,,,2,5,2,2,3,21600,0,0,0,2,6,11,0,2,8300,0,0,,3,,,2,22,50,,,,6,1,,,,,,6,1,,0,3,0,29900,37,136,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,12,48,16,46,43,52,86,44,67,54,37,66,45,11,70,67,16,16,47,43,14,38,14,49,52,48,65,40,65,46,45,73,51,12,66,63,14,16,50,39,16,43,18,47,37,44,64,45,68,50,37,66,50,13,75,60,14,10,48,44,16,43,14,38,44,47,73,47,67,53,35,74,52,15,71,67,14,13,,,,,,,,,21,0,0,999,1,2,0,2,3806
