SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2017001271211,47464,01200,1,3,1,109773.93854,35,SF
2017001271316,47465,01305,1,1,1,56421.421,24,MF
2017001271498,47466,00902,1,3,2,58003.33,32,MH
2017001271554,47467,01317,1,2,1,60639.845,12,SF
2017001271629,47468,00500,1,2,0,9280.5328,16,DUP
2017001271716,47469,00902,1,2,1,74666.1048,4,MH
2017001271966,47470,01000,1,2,0,158190.9,27,SF
2017001272033,47471,00800,1,2,1,52730.3,29,SF
2017001272067,47472,00200,1,2,0,39547.725,5,SF
2017001272237,47473,00100,1,5,4,86319.5011,12,SF
2017001272291,47474,01200,1,2,1,325873.254,13,SF
2017001272315,47475,01105,1,3,3,178228.414,14,SF
2017001272357,47476,01105,1,2,0,70131.299,14,SF
2017001272402,47477,00500,1,2,0,57212.3755,4,SF
2017001272751,47478,01316,1,4,2,91328.8796,13,SF
2017001272774,47479,01318,1,1,0,265971.6332,13,SF
2017001272993,47480,01303,1,3,1,49144.6396,17,SF
2017001273035,47481,01302,1,3,0,260065.8396,13,SF
2017001273050,47482,00800,1,2,2,21935.8048,83,MH
2017001273077,47483,00200,1,5,5,165256.7602,21,SF
2017001273152,47484,00300,1,2,2,43238.846,71,MH
2017001273205,47485,01318,1,2,1,89641.51,15,SF
2017001273294,47486,01000,1,2,0,185610.656,20,SF
2017001273313,47487,00703,1,1,1,36932.30212,11,MF
2017001273351,47488,00200,1,5,2,82259.268,12,SF
2017001273357,47489,00100,1,2,1,145008.325,13,SF
2017001273488,47490,00200,1,1,1,980.78358,7,SF
2017001273546,47491,00902,1,2,0,49566.482,26,SF
2017001273579,47492,00400,1,2,0,30277.73826,18,SF
2017001273668,47493,01301,1,3,2,122334.296,15,SF
2017001273674,47494,01316,1,1,1,53784.906,19,SF
2017001273728,47495,01319,1,2,0,51253.8516,18,SF
2017001273931,47496,01301,1,4,4,272088.348,39,SF
2017001273959,47497,01319,1,4,2,141317.204,25,SF
2017001273964,47498,01323,1,2,2,153972.476,13,SF
2017001274138,47499,01314,1,2,0,369639.403,23,SF
2017001274179,47500,00400,1,2,0,29634.4286,7,SF
2017001274244,47501,01317,1,4,2,85528.5466,22,SF
2017001274321,47502,01200,1,4,1,83524.7952,37,SF
2017001274323,47503,00600,1,1,1,73822.42,31,SF
2017001274469,47504,00704,1,5,3,78884.5288,59,SF
2017001274478,47505,01200,1,9,2,46402.664,8,MH
2017001274645,47506,01320,1,1,1,102929.5456,15,SF
2017001274649,47507,01301,1,3,1,121279.69,15,SF
2017001274662,47508,00100,1,1,0,10756.9812,15,SF
2017001274696,47509,01320,1,2,1,150175.8944,14,SF
2017001274698,47510,01320,1,4,3,92805.328,26,SF
2017001274841,47511,00400,1,2,2,838095.3882,17,SF
2017001274920,47512,00500,1,1,0,0,7,SF
2017001274944,47513,00703,1,1,0,0,14,MF
2017001274999,47514,00400,1,2,0,71818.6686,14,SF
2017001275234,47515,00100,1,2,0,14237.181,2,SF
2017001275261,47516,01321,1,1,0,16451.8536,5,SF
2017001275290,47517,01314,1,3,2,122334.296,15,SF
2017001275377,47518,01324,1,2,0,40602.331,21,MF
2017001275508,47519,01305,1,1,0,10862.4418,45,MH
2017001275728,47520,00200,1,1,1,23201.332,9,MF
2017001275733,47521,01319,1,3,2,225685.684,11,SF
2017001275763,47522,01303,1,2,2,82575.6498,12,MF
2017001275865,47523,00902,1,3,2,275104.52116,27,SF
2017001275929,47524,01316,1,1,0,14975.4052,11,SF
2017001275950,47525,00300,1,3,2,137626.083,5,SF
2017001275979,47526,00902,1,2,1,101242.176,6,SF
2017001276009,47527,01103,1,2,2,59057.936,26,MF
2017001276011,47528,00200,1,2,0,41973.3188,8,MH
2017001276104,47529,01320,1,1,0,39758.6462,6,MF
2017001276111,47530,01301,1,1,0,6327.636,13,SF
2017001276533,47531,01318,1,3,3,137098.78,13,SF
2017001276576,47532,00800,1,2,0,61588.9904,23,SF
2017001276669,47533,00703,1,1,1,29528.968,11,MF
2017001276799,47534,00704,1,1,0,1887.74474,14,MF
2017001276828,47535,01305,1,1,0,43027.9248,24,MF
2017001276940,47536,00703,1,3,2,65385.572,15,SF
2017001277210,47537,00901,1,2,0,127607.326,14,SF
2017001277245,47538,00901,1,4,2,147644.84,56,SF
2017001277263,47539,00400,1,2,2,86477.692,65,SF
2017001277328,47540,00500,1,2,1,31427.2588,10,SF
2017001277367,47541,01319,1,2,1,459386.3736,15,SF
2017001277467,47542,00800,1,2,0,46824.5064,17,SF
2017001277509,47543,01200,1,1,1,22990.4108,18,MH
2017001277525,47544,00703,1,2,1,34591.0768,13,SF
2017001277567,47545,01200,1,2,1,122334.296,14,SF
2017001277606,47546,00100,1,2,1,145430.1674,12,SF
2017001277662,47547,00902,1,6,3,192043.7526,15,MH
2017001277666,47548,00705,1,2,0,73716.9594,7,MH
2017001277893,47549,01314,1,2,2,184556.05,34,SF
2017001278015,47550,01319,1,5,2,54839.512,25,SF
2017001278179,47551,00902,1,2,0,57159.6452,21,SF
2017001278200,47552,01317,1,4,3,94914.54,93,SF
2017001278215,47553,01317,1,1,0,65807.4144,13,SF
2017001278244,47554,01314,1,2,0,51085.11464,15,SF
2017001278350,47555,01319,1,5,3,85950.389,13,SF
2017001278374,47556,01314,1,2,2,87321.3768,17,SF
2017001278448,47557,00800,1,1,1,131825.75,29,DUP
2017001278662,47558,01302,1,4,2,35012.9192,10,DUP
2017001278753,47559,00703,1,2,1,146590.234,10,SF
2017001278879,47560,00703,1,2,2,198265.928,12,SF
2017001278904,47561,00100,1,3,2,233173.3866,4,SF
2017001279316,47562,00100,1,2,0,128240.0896,8,SF
2017001279372,47563,01318,1,1,0,66440.178,24,SF
2017001279411,47564,01321,1,2,2,28579.8226,8,MF
2017001279440,47565,00705,1,1,1,39442.2644,11,SF
2017001279441,47566,00500,1,2,2,55894.118,44,DUP
2017001279444,47567,01105,1,1,1,84579.4012,3,SF
2017001279483,47568,00705,1,1,0,10546.06,12,SF
2017001279490,47569,01321,1,5,2,116006.66,15,SF
2017001279594,47570,00704,1,5,0,75298.8684,38,SF
2017001279654,47571,00705,1,2,0,85001.2436,11,SF
2017001279700,47572,00902,1,4,1,52413.9182,13,SF
2017001279720,47573,01302,1,2,2,103414.66436,26,SF
2017001279735,47574,01320,1,2,1,159456.4272,14,SF
2017001279744,47575,01303,1,3,2,164518.536,15,SF
2017001279865,47576,00100,1,2,1,27019.00572,4,MH
2017001279902,47577,00300,1,6,0,73822.42,17,SF
2017001280008,47578,00500,1,1,0,95230.9218,15,SF
2017001280097,47579,00100,1,3,3,195102.11,7,SF
2017001280188,47580,00500,1,6,1,40496.8704,15,SF
2017001280198,47581,00100,1,3,1,79622.753,1,SF
2017001280413,47582,00400,1,2,2,125540.29824,22,SF
2017001280502,47583,00800,1,2,2,115089.15278,11,MH
2017001280560,47584,01324,1,2,2,403808.6374,20,SF
2017001280693,47585,01323,1,2,1,34801.998,62,SF
2017001280742,47586,01318,1,2,1,79095.45,13,SF
2017001280753,47587,01200,1,2,1,72451.4322,8,SF
2017001280819,47588,01105,1,6,2,160300.112,26,SF
2017001280836,47589,01103,1,1,1,68338.4688,18,SF
2017001280845,47590,01314,1,1,1,105460.6,46,MF
2017001281062,47591,00703,1,2,1,42184.24,11,SF
2017001281170,47592,01200,1,2,2,122967.0596,47,SF
2017001281179,47593,01320,1,2,1,74771.5654,19,SF
2017001281277,47594,01104,1,1,1,30583.574,46,MF
2017001281609,47595,01321,1,2,0,10018.757,26,MH
2017001281612,47596,00800,1,1,0,7593.1632,65,MF
2017001281648,47597,00704,1,3,2,89114.207,13,SF
2017001281762,47598,01324,1,2,2,92278.025,19,SF
2017001281788,47599,00200,1,3,2,66440.178,6,SF
2017001281802,47600,00800,1,4,2,113897.448,57,SF
2017001281831,47601,01317,1,3,0,43133.3854,22,SF
2017001281850,47602,00600,1,2,0,21935.8048,10,MH
2017001281856,47603,01000,1,2,2,92805.328,29,SF
2017001281951,47604,01305,1,3,2,151863.264,16,SF
2017001281978,47605,00500,1,1,0,23559.89804,3,SF
2017001282050,47606,01321,1,3,1,94914.54,13,SF
2017001282181,47607,00500,1,3,1,50621.088,4,SF
2017001282195,47608,01200,1,1,0,12022.5084,6,SF
2017001282234,47609,00300,1,1,0,38071.2766,12,SF
2017001282436,47610,01317,1,2,2,55894.118,27,SF
2017001282507,47611,01321,1,3,1,158190.9,23,SF
2017001282587,47612,01305,1,4,2,242559.38,18,SF
2017001282673,47613,00704,1,3,2,73822.42,23,SF
2017001282701,47614,00703,1,2,1,68022.087,13,SF
2017001282721,47615,01321,1,4,3,428802.7996,14,MH
2017001282733,47616,01323,1,3,3,79095.45,19,MH
2017001282828,47617,00704,1,1,0,58003.33,20,SF
2017001282930,47618,01317,1,1,1,13288.0356,12,SF
2017001283040,47619,00600,1,2,2,96549.1793,18,SF
2017001283062,47620,00800,1,2,2,116006.66,10,MH
2017001283109,47621,00300,1,2,1,44957.85378,8,SF
2017001283213,47622,00600,1,1,0,89641.51,20,SF
2017001283258,47623,00600,1,3,2,40771.06796,17,MH
2017001283417,47624,00300,1,1,1,12655.272,12,MH
2017001283423,47625,00300,1,5,1,127649.51024,2,SF
2017001283544,47626,00703,1,2,0,69329.79844,26,MH
2017001283571,47627,01318,1,2,1,59722.33778,3,MH
2017001283798,47628,01324,1,4,2,87321.3768,21,SF
2017001283869,47629,01103,1,3,1,71818.6686,14,SF
2017001283948,47630,00100,1,1,1,21092.12,30,SF
2017001284010,47631,01322,1,8,4,184714.2409,26,SF
2017001284206,47632,00705,1,1,0,16979.1566,13,MF
2017001284253,47633,00600,1,2,1,11600.666,6,MF
2017001284306,47634,01305,1,2,1,98605.661,12,SF
2017001284383,47635,01302,1,2,1,84368.48,24,SF
2017001284566,47636,01314,1,1,0,9702.3752,34,MF
2017001284635,47637,01314,1,1,1,25521.4652,41,MF
2017001284664,47638,00703,1,1,1,15291.787,21,MF
2017001284682,47639,01316,1,3,1,85570.73084,14,SF
2017001284788,47640,01105,1,3,2,126552.72,25,SF
2017001284805,47641,00500,1,2,1,69182.1536,11,SF
2017001284862,47642,01103,1,4,2,152496.0276,11,SF
2017001285046,47643,01322,1,2,1,147644.84,10,SF
2017001285187,47644,00902,1,2,1,45875.361,14,DUP
2017001285328,47645,00800,1,2,0,31532.7194,15,SF
2017001285332,47646,00901,1,3,2,46508.1246,33,MF
2017001285395,47647,01320,1,4,2,174009.99,29,SF
2017001285445,47648,00703,1,3,1,50621.088,11,MF
2017001285473,47649,00902,1,2,1,358566.04,14,SF
2017001285513,47650,00800,1,2,0,5062.1088,24,SF
2017001285572,47651,01000,1,3,2,57581.4876,75,SF
2017001285671,47652,00300,1,3,2,32481.8648,30,SF
2017001285757,47653,01200,1,4,1,127080.023,17,SF
2017001285832,47654,01305,1,2,0,70869.5232,10,SF
2017001285857,47655,01316,1,2,0,171900.778,11,SF
2017001285923,47656,01318,1,4,2,40602.331,15,MF
2017001285979,47657,00901,1,7,1,164518.536,27,SF
2017001286037,47658,00600,1,1,0,26502.24878,21,SF
2017001286128,47659,01317,1,2,1,103351.388,22,SF
2017001286157,47660,01316,1,1,0,6327.636,11,MF
2017001286205,47661,01104,1,2,2,420787.794,12,SF
2017001286295,47662,01319,1,3,0,0,11,SF
2017001286345,47663,01314,1,1,1,188774.474,23,MF
2017001286436,47664,01316,1,4,3,49724.6729,26,SF
2017001286608,47665,00200,1,3,1,32692.786,3,SF
2017001286687,47666,00600,1,2,1,57686.9482,20,MH
2017001286779,47667,01314,1,1,0,232.01332,29,MF
2017001286836,47668,00703,1,5,2,141317.204,14,SF
2017001286887,47669,00500,1,1,1,242559.38,15,SF
2017001287031,47670,01322,1,2,2,100187.57,46,SF
2017001287102,47671,01318,1,3,0,29212.5862,21,SF
2017001287170,47672,00500,1,2,2,66018.3356,21,SF
2017001287282,47673,01319,1,2,0,70236.7596,12,SF
2017001287377,47674,01321,1,4,3,30372.6528,25,SF
2017001287382,47675,01303,1,2,0,57054.1846,24,SF
2017001287529,47676,00901,1,1,0,11495.2054,11,MH
2017001287652,47677,00800,1,1,0,52202.997,36,SF
2017001287725,47678,01316,1,1,0,25310.544,19,MF
2017001287747,47679,00500,1,1,0,22146.726,20,SF
2017001287855,47680,00703,1,1,1,37122.1312,20,MH
2017001287898,47681,01324,1,1,1,434919.5144,17,MH
2017001288062,47682,01324,1,2,2,168736.96,31,SF
2017001288102,47683,00704,1,1,0,9280.5328,12,MF
2017001288107,47684,01302,1,2,1,42184.24,17,MF
2017001288109,47685,00902,1,2,2,139207.992,32,MH
2017001288187,47686,01305,1,2,1,52730.3,14,SF
2017001288286,47687,01324,1,2,2,39020.422,19,MF
2017001288547,47688,01104,1,3,2,118115.872,21,SF
2017001288549,47689,01314,1,2,2,94387.237,9,MF
2017001288680,47690,01104,1,5,1,29528.968,14,SF
2017001288726,47691,01301,1,4,3,203749.8792,16,SF
2017001288868,47692,01302,1,2,1,73822.42,55,SF
2017001288901,47693,00100,1,2,0,0,28,SF
2017001288948,47694,01324,1,2,1,110733.63,15,MF
2017001289000,47695,01318,1,4,2,137098.78,15,SF
2017001289092,47696,01319,1,4,2,86477.692,14,MF
2017001289240,47697,00300,1,1,0,20174.61278,24,SF
2017001289337,47698,01303,1,2,1,135516.871,17,MF
2017001289407,47699,00300,1,1,1,30583.574,12,SF
2017001289412,47700,01322,1,3,3,359620.646,24,SF
2017001289430,47701,01318,1,2,2,74877.026,24,MF
2017001289786,47702,00500,1,2,2,60112.542,13,MF
2017001289885,47703,01200,1,2,0,83208.4134,3,MH
2017001289891,47704,00400,1,2,1,67283.8628,104,SF
2017001289948,47705,01104,1,2,2,110733.63,19,SF
2017001289962,47706,00500,1,2,2,83419.3346,6,SF
2017001290144,47707,01314,1,3,1,414565.6186,4,MF
2017001290213,47708,01318,1,3,2,127185.4836,14,SF
2017001290223,47709,01314,1,2,2,565268.816,11,SF
2017001290389,47710,00600,1,3,1,93859.934,14,SF
2017001290521,47711,01103,1,2,2,155027.082,24,SF
2017001290660,47712,01305,1,2,2,100166.47788,12,SF
2017001290688,47713,01200,1,2,2,93859.934,16,SF
2017001290775,47714,00100,1,2,1,60112.542,17,MH
2017001290846,47715,01301,1,2,2,43238.846,13,MF
2017001290883,47716,01320,1,1,1,118115.872,15,MF
2017001290929,47717,01305,1,1,1,69603.996,23,MF
2017001290959,47718,01303,1,1,1,28157.9802,15,SF
2017001290991,47719,00800,1,2,0,40813.2522,9,SF
2017001291011,47720,00600,1,4,2,121279.69,10,SF
2017001291252,47721,00500,1,1,1,42184.24,13,SF
2017001291266,47722,01316,1,3,2,68549.39,13,DUP
2017001291403,47723,00600,1,4,2,153445.173,18,SF
2017001291448,47724,01303,1,3,2,79095.45,15,SF
2017001291483,47725,01318,1,6,1,66440.178,26,SF
2017001291505,47726,00800,1,6,4,138153.386,11,SF
2017001291624,47727,00500,1,1,0,22146.726,16,MH
2017001291670,47728,00902,1,2,0,235704.441,23,SF
2017001291685,47729,01305,1,2,2,232013.32,21,SF
2017001291736,47730,01324,1,3,2,152917.87,19,SF
2017001291812,47731,01320,1,2,2,166627.748,21,SF
2017001291870,47732,00600,1,5,2,41815.1279,2,SF
2017001291871,47733,01322,1,1,1,128661.932,28,MF
2017001291993,47734,01305,1,1,0,1054.606,16,MF
2017001292038,47735,01319,1,3,2,100714.873,40,MF
2017001292046,47736,01319,1,5,1,98078.358,66,SF
2017001292062,47737,00200,1,1,0,62432.6752,24,SF
2017001292095,47738,01305,1,1,0,50832.0092,24,MF
2017001292117,47739,00901,1,3,1,93965.3946,13,SF
2017001292131,47740,01302,1,2,2,73822.42,11,SF
2017001292151,47741,00600,1,1,0,23623.1744,12,MH
2017001292263,47742,01305,1,2,2,28474.362,13,SF
2017001292289,47743,01317,1,2,0,14975.4052,59,SF
2017001292339,47744,01318,1,4,1,145535.628,19,SF
2017001292346,47745,00200,1,3,0,31216.3376,4,SF
2017001292379,47746,00400,1,2,0,23201.332,20,SF
2017001292391,47747,00200,1,2,2,106515.206,6,SF
2017001292412,47748,01200,1,2,1,16030.0112,20,SF
2017001292447,47749,01316,1,5,2,55788.6574,16,MH
2017001292470,47750,01303,1,5,4,126869.1018,13,SF
2017001292493,47751,01318,1,2,1,61799.9116,16,SF
2017001292568,47752,01200,1,1,0,16873.696,43,MF
2017001292583,47753,01321,1,1,1,56790.5331,12,SF
2017001292604,47754,00500,1,1,1,68549.39,22,MH
2017001292629,47755,00703,1,4,2,63276.36,22,SF
2017001292748,47756,01316,1,2,0,3374.7392,19,SF
2017001292860,47757,00800,1,1,0,11389.7448,30,MF
2017001293005,47758,00902,1,2,1,81626.5044,23,SF
2017001293174,47759,00901,1,5,2,98289.2792,11,SF
2017001293177,47760,01314,1,2,0,432704.8418,14,SF
2017001293185,47761,01314,1,4,2,193625.6616,18,SF
2017001293221,47762,00200,1,3,2,80993.7408,42,SF
2017001293290,47763,00400,1,3,0,87110.4556,10,SF
2017001293309,47764,01314,1,2,1,3427.4695,26,MF
2017001293316,47765,01318,1,3,2,241399.3134,21,SF
2017001293398,47766,01314,1,2,1,67558.06036,24,MF
2017001293473,47767,01000,1,2,2,146379.3128,21,SF
2017001293474,47768,00705,1,3,1,81731.965,13,MH
2017001293486,47769,01303,1,1,0,13815.3386,16,SF
2017001293536,47770,01320,1,3,1,393368.038,12,SF
2017001293574,47771,00100,1,2,1,17717.3808,8,SF
2017001293621,47772,01314,1,1,1,21092.12,29,MF
2017001293799,47773,01319,1,1,0,16820.9657,48,SF
2017001294167,47774,00901,1,2,0,41235.0946,18,SF
2017001294210,47775,00400,1,2,2,48511.876,34,SF
2017001294346,47776,00300,1,3,2,58319.7118,2,MH
2017001294386,47777,01302,1,2,1,50621.088,16,SF
2017001294532,47778,01314,1,4,1,233067.926,13,SF
2017001294537,47779,01323,1,2,2,109889.9452,13,SF
2017001294549,47780,01324,1,2,1,72367.06372,27,MF
2017001294629,47781,00705,1,2,1,54312.209,9,MF
2017001294731,47782,01318,1,2,0,61799.9116,13,SF
2017001294813,47783,01320,1,2,2,82586.19586,57,SF
2017001294897,47784,00704,1,1,0,8225.9268,18,SF
2017001295058,47785,00100,1,4,1,3374.7392,4,SF
2017001295365,47786,01303,1,2,2,45558.9792,25,SF
2017001295439,47787,00704,1,4,2,94598.1582,20,SF
2017001295459,47788,00703,1,2,2,38767.31656,12,MF
2017001295523,47789,01318,1,2,0,53078.31998,21,SF
2017001295552,47790,01104,1,6,3,78779.0682,12,SF
2017001295652,47791,00705,1,2,1,28368.9014,21,MH
2017001295680,47792,00705,1,4,1,130564.441224,4,SF
2017001295702,47793,01301,1,2,2,73822.42,12,SF
2017001295742,47794,00300,1,5,2,95779.31692,7,SF
2017001295808,47795,00100,1,2,0,37438.513,8,SF
2017001295837,47796,00100,1,1,0,17685.74262,12,MH
2017001296052,47797,01200,1,2,0,20185.15884,23,SF
2017001296093,47798,01316,1,2,1,30372.6528,25,SF
2017001296101,47799,01322,1,2,1,121912.4536,10,SF
2017001296212,47800,00500,1,2,0,28157.9802,11,SF
2017001296295,47801,00500,1,2,2,24783.241,7,SF
2017001296301,47802,01320,1,2,1,34801.998,16,MF
2017001296564,47803,01301,1,3,1,46434.30218,46,SF
2017001296565,47804,01322,1,2,2,92805.328,20,SF
2017001296619,47805,00901,1,1,0,16662.7748,59,MF
2017001296650,47806,01323,1,2,1,51570.2334,13,SF
2017001296698,47807,00703,1,1,1,4323.8846,38,MF
2017001296704,47808,01103,1,1,0,16820.9657,22,MF
2017001296738,47809,01320,1,2,1,114108.3692,13,SF
2017001296818,47810,01316,1,1,0,33958.3132,14,MF
2017001296847,47811,01319,1,1,0,11389.7448,20,SF
2017001296855,47812,00800,1,4,2,34274.695,10,SF
2017001296973,47813,01200,1,2,2,128661.932,11,SF
2017001297031,47814,01301,1,2,0,16662.7748,64,SF
2017001297035,47815,01104,1,1,0,51464.7728,17,SF
2017001297166,47816,00600,1,2,1,481954.942,23,SF
2017001297230,47817,01321,1,4,2,44926.2156,77,SF
2017001297233,47818,01305,1,1,1,73822.42,16,MF
2017001297251,47819,01104,1,1,0,20881.1988,19,SF
2017001297277,47820,00300,1,6,3,33747.392,8,MH
2017001297304,47821,01324,1,1,0,38176.7372,18,SF
2017001297373,47822,01303,1,4,0,464026.64,25,SF
2017001297555,47823,00200,1,2,0,45031.6762,23,SF
2017001297557,47824,01318,1,1,0,29739.8892,16,SF
2017001297563,47825,00705,1,2,0,18561.0656,12,SF
2017001297743,47826,01314,1,1,1,94914.54,23,DUP
2017001297779,47827,01321,1,1,0,41867.8582,16,SF
2017001297806,47828,01321,1,1,0,23201.332,94,MF
2017001297842,47829,00901,1,2,0,20037.514,19,SF
2017001297936,47830,01320,1,4,2,183501.444,21,SF
2017001297994,47831,01103,1,2,0,71291.3656,18,SF
2017001298076,47832,01200,1,1,0,41129.634,3,SF
2017001298105,47833,01319,1,5,1,210921.2,20,SF
2017001298125,47834,01105,1,2,0,42817.0036,13,MH
2017001298211,47835,01322,1,5,2,251576.2613,22,SF
2017001298224,47836,01314,1,3,3,509374.698,25,SF
2017001298332,47837,00300,1,3,1,47984.573,12,SF
2017001298469,47838,01103,1,1,0,18350.1444,24,MF
2017001298621,47839,01324,1,2,0,37354.14452,20,SF
2017001298633,47840,01324,1,2,2,110733.63,52,SF
2017001298702,47841,01314,1,1,1,33367.73384,12,SF
2017001298832,47842,00200,1,1,0,37438.513,14,SF
2017001298850,47843,00600,1,1,0,14975.4052,10,SF
2017001298905,47844,01322,1,1,0,40496.8704,22,SF
2017001299028,47845,01200,1,3,2,163590.48272,24,SF
2017001299069,47846,01200,1,2,1,164518.536,21,SF
2017001299356,47847,01303,1,5,4,133091.2772,13,SF
2017001299504,47848,00500,1,4,2,116006.66,15,SF
2017001299563,47849,00703,1,4,2,100187.57,26,SF
2017001299705,47850,01319,1,4,3,121279.69,15,SF
2017001299741,47851,01318,1,1,0,73295.117,19,MF
2017001299852,47852,00600,1,1,1,20353.8958,14,MH
2017001300066,47853,00200,1,2,1,53784.906,35,SF
2017001300103,47854,01319,1,3,1,92910.7886,19,SF
2017001300159,47855,01302,1,4,2,126552.72,4,SF
2017001300349,47856,01322,1,2,2,35223.8404,39,MF
2017001300714,47857,00200,1,2,1,55525.0059,8,MH
2017001300758,47858,00901,1,4,3,174220.9112,27,SF
2017001300794,47859,00200,1,2,0,18455.605,9,MH
2017001300856,47860,01200,1,3,3,32903.7072,7,SF
2017001300870,47861,00400,1,1,1,63276.36,19,DUP
2017001300893,47862,00400,1,2,1,283794.4746,20,SF
2017001301012,47863,00600,1,1,0,17928.302,19,MF
2017001301041,47864,00500,1,2,2,182446.838,22,SF
2017001301078,47865,00703,1,2,2,36911.21,31,MF
2017001301091,47866,00300,1,4,1,73822.42,4,MH
2017001301239,47867,00705,1,1,0,16240.9324,11,MH
2017001301241,47868,00902,1,2,1,50832.0092,9,MH
2017001301510,47869,00703,1,2,2,27841.5984,6,MF
2017001301695,47870,01322,1,3,1,116481.2327,21,SF
2017001301762,47871,00703,1,1,0,62221.754,13,SF
2017001301833,47872,00703,1,1,0,0,18,MH
2017001301835,47873,00200,1,5,2,78040.844,15,MH
2017001301915,47874,00703,1,3,2,68549.39,19,SF
2017001301930,47875,01103,1,4,2,53257.603,56,SF
2017001301943,47876,00500,1,1,1,63276.36,7,SF
2017001302358,47877,01104,1,1,0,31743.6406,35,SF
2017001302513,47878,01321,1,5,1,52730.3,12,SF
2017001302574,47879,01200,1,2,0,2320.1332,20,MH
2017001302640,47880,00200,1,2,2,105460.6,16,SF
2017001302696,47881,00400,1,2,0,95969.146,31,SF
2017001302809,47882,00705,1,2,1,45558.9792,11,SF
2017001302822,47883,00200,1,3,2,49819.58744,8,SF
2017001302902,47884,01320,1,2,2,148699.446,16,SF
2017001303056,47885,01105,1,4,2,57476.027,11,SF
2017001303179,47886,01303,1,4,3,37860.3554,15,SF
2017001303238,47887,01105,1,1,1,20775.7382,5,SF
2017001303395,47888,01305,1,1,1,68549.39,10,SF
2017001303422,47889,00703,1,3,3,56948.724,19,SF
2017001303457,47890,01318,1,3,2,40285.9492,33,MF
2017001303607,47891,01105,1,2,0,31743.6406,5,SF
2017001303664,47892,01000,1,2,0,17084.6172,23,SF
2017001303730,47893,01302,1,3,3,73822.42,26,SF
2017001303738,47894,01320,1,2,1,131446.09184,22,SF
2017001303792,47895,00704,1,6,1,29528.968,15,SF
2017001303808,47896,01104,1,1,1,131825.75,19,MF
2017001303832,47897,00600,1,2,0,40623.42312,19,SF
2017001303961,47898,00200,1,1,0,23517.7138,11,SF
2017001304078,47899,01000,1,2,1,21092.12,20,SF
2017001304083,47900,00703,1,2,2,36700.2888,22,SF
2017001304164,47901,01301,1,4,4,137098.78,15,SF
2017001304211,47902,00902,1,1,1,20037.514,14,MH
2017001304314,47903,01103,1,2,2,51675.694,11,SF
